,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,InChI=1S/C3Cl3N3O3/c4-7-1(10)8(5)3(12)9(6)2(7)11,YRIZYWQGELRKNT-UHFFFAOYSA-N,27175,DTXSID2026523,DSSTox_Substance_Id,DTXSID2026523,Symclosene
1,C(SC1=NCCS1)C1=CC=CC=C1,c1ccc(CSC2=NCCS2)cc1,"InChI=1S/C10H11NS2/c1-2-4-9(5-3-1)8-13-10-11-6-7-12-10/h1-5H,6-8H2",XBGYPYUXCWDZGV-UHFFFAOYSA-N,27176,DTXSID00298349,DSSTox_Substance_Id,DTXSID00298349,2-Benzylthio-2-thiazoline
2,COC1=CC(N)=C(Br)C=C1C(O)=O,COc1cc(N)c(Br)cc1C(=O)O,"InChI=1S/C8H8BrNO3/c1-13-7-3-6(10)5(9)2-4(7)8(11)12/h2-3H,10H2,1H3,(H,11,12)",WHXLHIGUTBQVOF-UHFFFAOYSA-N,27177,DTXSID70188783,DSSTox_Substance_Id,DTXSID70188783,4-Amino-5-bromo-2-methoxybenzoic acid
3,C1=CC=C(N=C1)N1N=NC2=CC=CC=C12,c1ccc(-n2nnc3ccccc32)nc1,InChI=1S/C11H8N4/c1-2-6-10-9(5-1)13-14-15(10)11-7-3-4-8-12-11/h1-8H,CPWBWUGSSFRASR-UHFFFAOYSA-N,27178,DTXSID70157191,DSSTox_Substance_Id,DTXSID70157191,"1-(2'-Pyridyl)benzo-1,2,3-triazole"
4,CC1=C(OC2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,Cc1[nH]c(=N)[nH]c(=N)c1Oc1ccc(Cl)cc1,"InChI=1S/C11H11ClN4O/c1-6-9(10(13)16-11(14)15-6)17-8-4-2-7(12)3-5-8/h2-5H,1H3,(H4,13,14,15,16)",SRAYHJGJNAQSTI-UHFFFAOYSA-N,27179,DTXSID70223542,DSSTox_Substance_Id,DTXSID70223542,BW 48-210
5,CC(Br)C(O)=O,CC(Br)C(=O)O,"InChI=1S/C3H5BrO2/c1-2(4)3(5)6/h2H,1H3,(H,5,6)",MONMFXREYOKQTI-UHFFFAOYSA-N,27180,DTXSID9027233,DSSTox_Substance_Id,DTXSID9027233,2-Bromopropionic acid
6,OC(=O)C1=CC=CC=C1C(=O)NC1=CC=CC=C1NC(=O)C1=CC=CC=C1C(O)=O,O=C(O)c1ccccc1C(=O)Nc1ccccc1NC(=O)c1ccccc1C(=O)O,"InChI=1S/C22H16N2O6/c25-19(13-7-1-3-9-15(13)21(27)28)23-17-11-5-6-12-18(17)24-20(26)14-8-2-4-10-16(14)22(29)30/h1-12H,(H,23,25)(H,24,26)(H,27,28)(H,29,30)",DKCKVYZVRRUUQF-UHFFFAOYSA-N,27181,DTXSID60359824,DSSTox_Substance_Id,DTXSID60359824,"2,2'-(1,2-Phenylenedicarbamoyl)dibenzoic acid"
7,CCCCCCCCCC(=O)N(C)C,CCCCCCCCCC(=O)N(C)C,"InChI=1S/C12H25NO/c1-4-5-6-7-8-9-10-11-12(14)13(2)3/h4-11H2,1-3H3",HNXNKTMIVROLTK-UHFFFAOYSA-N,27182,DTXSID1027764,DSSTox_Substance_Id,DTXSID1027764,"N,N-Dimethyldecan-1-amide"
8,CC1=C(C)C=C(NC(=O)C2COC3=CC=CC=C3O2)C=C1,Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C,"InChI=1S/C17H17NO3/c1-11-7-8-13(9-12(11)2)18-17(19)16-10-20-14-5-3-4-6-15(14)21-16/h3-9,16H,10H2,1-2H3,(H,18,19)",UGTIOJRZPYFQRC-UHFFFAOYSA-N,27183,DTXSID10383078,DSSTox_Substance_Id,DTXSID10383078,"N-(3,4-dimethylphenyl)-2,3-dihydro-1,4-benzodioxine-2-carboxamide"
9,COC1=CC=C(CC2=NNC(SC)=NC2=O)C=C1,COc1ccc(Cc2n[nH]c(SC)nc2=O)cc1,"InChI=1S/C12H13N3O2S/c1-17-9-5-3-8(4-6-9)7-10-11(16)13-12(18-2)15-14-10/h3-6H,7H2,1-2H3,(H,13,15,16)",VWXDPVPPRAPZAK-UHFFFAOYSA-N,27184,DTXSID60351707,DSSTox_Substance_Id,DTXSID60351707,"1,2,4-Triazin-5(2H)-one,6-[(4-methoxyphenyl)methyl]-3-(methylthio)-"
10,CC1=CC(=C(N)C=C1)[N+]([O-])=O,Cc1ccc(N)c([N+](=O)[O-])c1,"InChI=1S/C7H8N2O2/c1-5-2-3-6(8)7(4-5)9(10)11/h2-4H,8H2,1H3",DLURHXYXQYMPLT-UHFFFAOYSA-N,27185,DTXSID2025632,DSSTox_Substance_Id,DTXSID2025632,4-Methyl-2-nitroaniline
11,C[Si](Cl)(Cl)C1=CC=CC=C1,C[Si](Cl)(Cl)c1ccccc1,"InChI=1S/C7H8Cl2Si/c1-10(8,9)7-5-3-2-4-6-7/h2-6H,1H3",GNEPOXWQWFSSOU-UHFFFAOYSA-N,27186,DTXSID6029173,DSSTox_Substance_Id,DTXSID6029173,Dichloromethylphenylsilane
12,CC1(C)N(Br)C(=O)N(Cl)C1=O,CC1(C)C(=O)N(Cl)C(=O)N1Br,InChI=1S/C5H6BrClN2O2/c1-5(2)3(10)8(7)4(11)9(5)6/h1-2H3,PIEXCQIOSMOEOU-UHFFFAOYSA-N,27187,DTXSID3032591,DSSTox_Substance_Id,DTXSID3032591,"1-Bromo-3-chloro-5,5-dimethylhydantoin"
13,Cl.Cl.CC1=C(SC2=CC=NC=C2)C2=C(C=C1)N=C(N)NC2=O,Cc1ccc2[nH]c(=N)[nH]c(=O)c2c1Sc1ccncc1,"InChI=1S/C14H12N4OS/c1-8-2-3-10-11(13(19)18-14(15)17-10)12(8)20-9-4-6-16-7-5-9/h2-7H,1H3,(H3,15,17,18,19)",XHWRWCSCBDLOLM-UHFFFAOYSA-N,27188,DTXSID4046810,DSSTox_Substance_Id,DTXSID4046810,Nolatrexed dihydrochloride
14,CC1=NN(C(=O)COC2=C(Cl)C=C(Cl)C=C2)C(C)=C1,Cc1cc(C)n(C(=O)COc2ccc(Cl)cc2Cl)n1,"InChI=1S/C13H12Cl2N2O2/c1-8-5-9(2)17(16-8)13(18)7-19-12-4-3-10(14)6-11(12)15/h3-6H,7H2,1-2H3",WGEUSFXLHJRECP-UHFFFAOYSA-N,27189,DTXSID30157531,DSSTox_Substance_Id,DTXSID30157531,"Pyrazole, 1-(2,4-dichlorophenoxyacetyl)-3,5-dimethyl-"
15,OCC1=CN(N=N1)C1=CC=CC=C1,OCc1cn(-c2ccccc2)nn1,"InChI=1S/C9H9N3O/c13-7-8-6-12(11-10-8)9-4-2-1-3-5-9/h1-6,13H,7H2",UBFOXHGJGFQOFV-UHFFFAOYSA-N,27190,DTXSID20351763,DSSTox_Substance_Id,DTXSID20351763,"(1-phenyl-1H-1,2,3-triazol-4-yl)methanol"
16,O=C(OCC1CCC2OC2C1)C1CCC2OC2C1,O=C(OCC1CCC2OC2C1)C1CCC2OC2C1,"InChI=1S/C14H20O4/c15-14(9-2-4-11-13(6-9)18-11)16-7-8-1-3-10-12(5-8)17-10/h8-13H,1-7H2",YXALYBMHAYZKAP-UHFFFAOYSA-N,27191,DTXSID2027466,DSSTox_Substance_Id,DTXSID2027466,ECC
17,CC(C)COC(=O)C(C)=C,C=C(C)C(=O)OCC(C)C,"InChI=1S/C8H14O2/c1-6(2)5-10-8(9)7(3)4/h6H,3,5H2,1-2,4H3",RUMACXVDVNRZJZ-UHFFFAOYSA-N,27192,DTXSID3025461,DSSTox_Substance_Id,DTXSID3025461,Isobutyl methacrylate
