,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,"InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3",LOUPRKONTZGTKE-UHFFFAOYSA-N,400,DTXSID0044280,DSSTox_Substance_Id,DTXSID0044280,Quinine
1,COC1=C2C(=O)C3=C(O)C4=C(C[C@](O)(C[C@@H]4O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C(=O)CO)C(O)=C3C(=O)C2=CC=C1,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)C(OC1CC(N)C(O)C(C)O1)=CC(O)(C(=O)CO)C4,"InChI=1S/C27H29NO11/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34/h3-5,8,10,13,17,22,29,31-36H,6-7,9,28H2,1-2H3",MAMPQJYUMQGILQ-UHFFFAOYSA-N,401,DTXSID8021480,DSSTox_Substance_Id,DTXSID8021480,Doxorubicin
2,OCC1=CC(=O)C(O)=CO1,O=c1cc(CO)occ1O,"InChI=1S/C6H6O4/c7-2-4-1-5(8)6(9)3-10-4/h1,3,7,9H,2H2",BEJNERDRQOWKJM-UHFFFAOYSA-N,402,DTXSID2040236,DSSTox_Substance_Id,DTXSID2040236,Kojic acid
3,NNC1=NN=CC2=CC=CC=C12,NN=c1[nH]ncc2ccccc12,"InChI=1S/C8H8N4/c9-11-8-7-4-2-1-3-6(7)5-10-12-8/h1-5H,9H2,(H,11,12)",RPTUSVTUFVMDQK-UHFFFAOYSA-N,403,DTXSID4023129,DSSTox_Substance_Id,DTXSID4023129,Hydralazine
4,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(C)CC1)=C2O,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(=CNN5CCN(C)CC5)c(O)c4c3C2=O)=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,"InChI=1S/C43H58N4O12/c1-21-12-11-13-22(2)42(55)45-33-28(20-44-47-17-15-46(9)16-18-47)37(52)30-31(38(33)53)36(51)26(6)40-32(30)41(54)43(8,59-40)57-19-14-29(56-10)23(3)39(58-27(7)48)25(5)35(50)24(4)34(21)49/h11-14,19-21,23-25,29,34-35,39,44,49-53H,15-18H2,1-10H3",QHOUDEZPFKDYIG-UHFFFAOYSA-N,404,DTXSID6021244,DSSTox_Substance_Id,DTXSID6021244,Rifampicin
5,O=S(=O)(N1CCCNCC1)C1=CC=CC2=C1C=CN=C2,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,"InChI=1S/C14H17N3O2S/c18-20(19,17-9-2-6-15-8-10-17)14-4-1-3-12-11-16-7-5-13(12)14/h1,3-5,7,11,15H,2,6,8-10H2",NGOGFTYYXHNFQH-UHFFFAOYSA-N,405,DTXSID4048569,DSSTox_Substance_Id,DTXSID4048569,Fasudil
6,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)[C@H](CC)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,CCC1C(O)C2C3CCC(C(C)CCC(=O)O)C3(C)CCC2C2(C)CCC(O)CC12,"InChI=1S/C26H44O4/c1-5-17-21-14-16(27)10-12-26(21,4)20-11-13-25(3)18(15(2)6-9-22(28)29)7-8-19(25)23(20)24(17)30/h15-21,23-24,27,30H,5-14H2,1-4H3,(H,28,29)",ZXERDUOLZKYMJM-UHFFFAOYSA-N,406,DTXSID20196671,DSSTox_Substance_Id,DTXSID20196671,Obeticholic acid
7,C(C1CCNCC1)C1=CN=CN1,c1nc(CC2CCNCC2)c[nH]1,"InChI=1S/C9H15N3/c1-3-10-4-2-8(1)5-9-6-11-7-12-9/h6-8,10H,1-5H2,(H,11,12)",MCNGUYXRBCIGOV-UHFFFAOYSA-N,407,DTXSID10164703,DSSTox_Substance_Id,DTXSID10164703,4-(1H-Imidazol-4-ylmethyl)piperidine
8,NC(=O)C1=CC=CN=C1,NC(=O)c1cccnc1,"InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)",DFPAKSUCGFBDDF-UHFFFAOYSA-N,408,DTXSID2020929,DSSTox_Substance_Id,DTXSID2020929,Niacinamide
9,NC1=NC(NCCC2=CC=C(O)C=C2)=NC2=NC(=NN12)C1=CC=CO1,N=c1[nH]c(=NCCc2ccc(O)cc2)nc2[nH]c(-c3ccco3)nn12,"InChI=1S/C16H15N7O2/c17-14-20-15(18-8-7-10-3-5-11(24)6-4-10)21-16-19-13(22-23(14)16)12-2-1-9-25-12/h1-6,9,24H,7-8H2,(H3,17,18,19,20,21,22)",PWTBZOIUWZOPFT-UHFFFAOYSA-N,409,DTXSID80160954,DSSTox_Substance_Id,DTXSID80160954,"4-[2-[7-Amino-2-(2-furyl)[1,2,4]triazolo[2,3-a][1,3,5]triazin-5-ylamino]ethyl]phenol"
