,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1,CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,"InChI=1S/C27H44O3/c1-18(8-9-19(2)26(3,4)30)24-12-13-25-21(7-6-14-27(24,25)5)11-10-20-15-22(28)17-23(29)16-20/h8-11,18-19,22-25,28-30H,6-7,12-17H2,1-5H3",BPKAHTKRCLCHEA-UHFFFAOYSA-N,DTXSID4048640,DSSTox_Substance_Id,DTXSID4048640,Paricalcitol
1,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)CCCC(C)C,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,"InChI=1S/C27H44O2/c1-18(2)8-6-9-19(3)24-13-14-25-21(10-7-15-27(24,25)5)11-12-22-16-23(28)17-26(29)20(22)4/h11-12,18-19,23-26,28-29H,4,6-10,13-17H2,1-3,5H3",OFHCOWSQAMBJIW-UHFFFAOYSA-N,DTXSID0022569,DSSTox_Substance_Id,DTXSID0022569,Alfacalcidol
2,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)(C)O,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O,"InChI=1S/C27H44O2/c1-19-10-13-23(28)18-22(19)12-11-21-9-7-17-27(5)24(14-15-25(21)27)20(2)8-6-16-26(3,4)29/h11-12,20,23-25,28-29H,1,6-10,13-18H2,2-5H3",JWUBBDSIWDLEOM-UHFFFAOYSA-N,DTXSID0022721,DSSTox_Substance_Id,DTXSID0022721,Calcifediol
3,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C,CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,"InChI=1S/C28H46O/c1-19(2)20(3)9-10-22(5)26-15-16-27-23(8-7-17-28(26,27)6)12-13-24-18-25(29)14-11-21(24)4/h9-10,12-13,19-22,25-27,29H,7-8,11,14-18H2,1-6H3",ILYCWAKSDCYMBB-UHFFFAOYSA-N,DTXSID5022938,DSSTox_Substance_Id,DTXSID5022938,Dihydrotachysterol
4,CCCCCCCC\C=C/CCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,CCCCCCCCC=CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,"InChI=1S/C26H43NO3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-26(29)27-22-23-19-20-24(28)25(21-23)30-2/h10-11,19-21,28H,3-9,12-18,22H2,1-2H3,(H,27,29)",OPZKBPQVWDSATI-UHFFFAOYSA-N,DTXSID1045669,DSSTox_Substance_Id,DTXSID1045669,(Z)-N-[(4-Hydroxy-3-methoxyphenyl)methyl]octadec-9-enamide
5,FC(F)(F)C1=CN=C(C=C1)N1CC[C@H](C1)NC(=O)NC1=CC=CC=C1Br,O=C(Nc1ccccc1Br)NC1CCN(c2ccc(C(F)(F)F)cn2)C1,"InChI=1S/C17H16BrF3N4O/c18-13-3-1-2-4-14(13)24-16(26)23-12-7-8-25(10-12)15-6-5-11(9-22-15)17(19,20)21/h1-6,9,12H,7-8,10H2,(H2,23,24,26)",JYILLRHXRVTRSH-UHFFFAOYSA-N,DTXSID20198236,DSSTox_Substance_Id,DTXSID20198236,SB705498
6,OC1=CC2=C(NC3=C2C2=C(C(=O)NC2=O)C(=C3)C2=CC=CC=C2)C=C1,O=C1NC(=O)c2c1c(-c1ccccc1)cc1[nH]c3ccc(O)cc3c21,"InChI=1S/C20H12N2O3/c23-11-6-7-14-13(8-11)16-15(21-14)9-12(10-4-2-1-3-5-10)17-18(16)20(25)22-19(17)24/h1-9,21,23H,(H,22,24,25)",IAUZTOZLTFSMIE-UHFFFAOYSA-N,DTXSID40402483,DSSTox_Substance_Id,DTXSID40402483,"9-Hydroxy-4-phenylpyrrolo[3,4-C]carbazole-1,3(2H,6H)-dione"
7,CC(C)COC1=CC=C(C=C1C#N)C1=NC(C)=C(S1)C(O)=O,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,"InChI=1S/C16H16N2O3S/c1-9(2)8-21-13-5-4-11(6-12(13)7-17)15-18-10(3)14(22-15)16(19)20/h4-6,9H,8H2,1-3H3,(H,19,20)",BQSJTQLCZDPROO-UHFFFAOYSA-N,DTXSID8048650,DSSTox_Substance_Id,DTXSID8048650,Febuxostat
8,CCCCC(CC)COC(=O)C1=C(C=CC=C1)C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,"InChI=1S/C24H38O4/c1-5-9-13-19(7-3)17-27-23(25)21-15-11-12-16-22(21)24(26)28-18-20(8-4)14-10-6-2/h11-12,15-16,19-20H,5-10,13-14,17-18H2,1-4H3",BJQHLKABXJIVAM-UHFFFAOYSA-N,DTXSID5020607,DSSTox_Substance_Id,DTXSID5020607,Di(2-ethylhexyl) phthalate
9,[H][C@@]12CS[C@@H](CCCCC(O)=O)[C@]1([H])NC(=O)N2,O=C(O)CCCCC1SCC2NC(=O)NC21,"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)",YBJHBAHKTGYVGT-UHFFFAOYSA-N,DTXSID7022679,DSSTox_Substance_Id,DTXSID7022679,Biotin
