,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,NNC(=O)C1=C(N(N=C1)C1=CC=CC=C1)C(F)(F)F,NNC(=O)c1cnn(-c2ccccc2)c1C(F)(F)F,"InChI=1S/C11H9F3N4O/c12-11(13,14)9-8(10(19)17-15)6-16-18(9)7-4-2-1-3-5-7/h1-6H,15H2,(H,17,19)",HHPIIZJILLCOBV-UHFFFAOYSA-N,15050,DTXSID50380086,DSSTox_Substance_Id,DTXSID50380086,1-Phenyl-5-(trifluoromethyl)-1H-pyrazole-4-carbohydrazide
1,[O-][N+](=O)C1=CC=C(NC(=O)NNC(=O)C2=CC=NC=C2)C=C1,O=C(NNC(=O)c1ccncc1)Nc1ccc([N+](=O)[O-])cc1,"InChI=1S/C13H11N5O4/c19-12(9-5-7-14-8-6-9)16-17-13(20)15-10-1-3-11(4-2-10)18(21)22/h1-8H,(H,16,19)(H2,15,17,20)",YWXMMKJTSMPIGS-UHFFFAOYSA-N,15051,DTXSID50389579,DSSTox_Substance_Id,DTXSID50389579,1-(4-nitrophenyl)-3-(pyridine-4-carbonylamino)urea
2,CNC1=C(C=CC=C1)C(O)=O,CNc1ccccc1C(=O)O,"InChI=1S/C8H9NO2/c1-9-7-5-3-2-4-6(7)8(10)11/h2-5,9H,1H3,(H,10,11)",WVMBPWMAQDVZCM-UHFFFAOYSA-N,15052,DTXSID6059491,DSSTox_Substance_Id,DTXSID6059491,"Benzoic acid, 2-(methylamino)-"
3,CCOC(=O)C1=NC2=C(C3=C(CCCC3)S2)C(=O)N1,CCOC(=O)c1nc(=O)c2c3c(sc2[nH]1)CCCC3,"InChI=1S/C13H14N2O3S/c1-2-18-13(17)10-14-11(16)9-7-5-3-4-6-8(7)19-12(9)15-10/h2-6H2,1H3,(H,14,15,16)",YDXBADCWZQEAFA-UHFFFAOYSA-N,15053,DTXSID30317017,DSSTox_Substance_Id,DTXSID30317017,MLS000757023
4,COC1=CC=C(OC2=NC(OC3=CC=C(OC)C=C3)=NC(OC3=CC=C(OC)C=C3)=N2)C=C1,COc1ccc(Oc2nc(Oc3ccc(OC)cc3)nc(Oc3ccc(OC)cc3)n2)cc1,"InChI=1S/C24H21N3O6/c1-28-16-4-10-19(11-5-16)31-22-25-23(32-20-12-6-17(29-2)7-13-20)27-24(26-22)33-21-14-8-18(30-3)9-15-21/h4-15H,1-3H3",XWAUEFUZGGERAO-UHFFFAOYSA-N,15054,DTXSID50293607,DSSTox_Substance_Id,DTXSID50293607,"2,4,6-tris(4-methoxyphenoxy)-1,3,5-triazine"
5,COCC(=O)NC1=NC2=CC=CC=C2S1,COCC(=O)N=c1[nH]c2ccccc2s1,"InChI=1S/C10H10N2O2S/c1-14-6-9(13)12-10-11-7-4-2-3-5-8(7)15-10/h2-5H,6H2,1H3,(H,11,12,13)",XSPDAYGWYRVQBU-UHFFFAOYSA-N,15055,DTXSID70349852,DSSTox_Substance_Id,DTXSID70349852,N-Benzothiazol-2-yl-2-methoxy-acetamide
6,CC1=C2C=C3C(C=CC4=CC=CC=C34)=CC2=CC=C1,Cc1cccc2cc3ccc4ccccc4c3cc12,"InChI=1S/C19H14/c1-13-5-4-7-15-11-16-10-9-14-6-2-3-8-17(14)19(16)12-18(13)15/h2-12H,1H3",ARHCZXQENFEAFA-UHFFFAOYSA-N,15056,DTXSID20210003,DSSTox_Substance_Id,DTXSID20210003,11-Methylbenzanthracene
7,ClC1=NN=C2C=CC(Cl)=NN12,Clc1ccc2nnc(Cl)n2n1,InChI=1S/C5H2Cl2N4/c6-3-1-2-4-8-9-5(7)11(4)10-3/h1-2H,YHVQNULRPMZYEO-UHFFFAOYSA-N,15057,DTXSID90363257,DSSTox_Substance_Id,DTXSID90363257,"3,6-dichloro[1,2,4]triazolo[4,3-b]pyridazine"
8,COC1=CC=C(NC(=O)C2=CC=C(CC3=CC=C(C)C=C3)O2)C=C1,COc1ccc(NC(=O)c2ccc(Cc3ccc(C)cc3)o2)cc1,"InChI=1S/C20H19NO3/c1-14-3-5-15(6-4-14)13-18-11-12-19(24-18)20(22)21-16-7-9-17(23-2)10-8-16/h3-12H,13H2,1-2H3,(H,21,22)",BJVUMLSJBYDDKN-UHFFFAOYSA-N,15058,DTXSID40387322,DSSTox_Substance_Id,DTXSID40387322,N-(4-methoxyphenyl)-5-[(4-methylphenyl)methyl]furan-2-carboxamide
9,CC1=C(C)C2=C(N1)C=CC(=C2)C(O)=O,Cc1[nH]c2ccc(C(=O)O)cc2c1C,"InChI=1S/C11H11NO2/c1-6-7(2)12-10-4-3-8(11(13)14)5-9(6)10/h3-5,12H,1-2H3,(H,13,14)",KHJGIMZYCBPOBG-UHFFFAOYSA-N,15059,DTXSID40351225,DSSTox_Substance_Id,DTXSID40351225,"2,3-Dimethyl-1H-indole-5-carboxylic acid"
