,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,NC1=C(SC2=C1C=CC=N2)C(O)=O,Nc1c(C(=O)O)sc2ncccc12,"InChI=1S/C8H6N2O2S/c9-5-4-2-1-3-10-7(4)13-6(5)8(11)12/h1-3H,9H2,(H,11,12)",HGKGNTBBCCWIRD-UHFFFAOYSA-N,DTXSID30207060,DSSTox_Substance_Id,DTXSID30207060,"3-Aminothieno(2,3-b)pyridine-2-carboxylic acid"
1,CCC1(CC)C(=O)NC(=O)N=C1NC1=CC=CC=C1,CCC1(CC)C(=O)NC(=O)N=C1Nc1ccccc1,"InChI=1S/C14H17N3O2/c1-3-14(4-2)11(16-13(19)17-12(14)18)15-10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3,(H2,15,16,17,18,19)",MVCORKZDRDCYQB-UHFFFAOYSA-N,DTXSID70236192,DSSTox_Substance_Id,DTXSID70236192,"2,4(3H,5H)-Pyrimidinedione, 5,5-diethyl-6-(phenylamino)-"
2,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](N)C3=CC=C(O)C=C3)C(=O)N2[C@H]1C(O)=O,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)",LSQZJLSUYDQPKJ-UHFFFAOYSA-N,DTXSID30181396,DSSTox_Substance_Id,DTXSID30181396,"Amoxicillin, L-"
3,COC1=CC=C(C=C1)N(CC(=O)NCCSC1=CC=CC=C1)S(C)(=O)=O,COc1ccc(N(CC(=O)NCCSc2ccccc2)S(C)(=O)=O)cc1,"InChI=1S/C18H22N2O4S2/c1-24-16-10-8-15(9-11-16)20(26(2,22)23)14-18(21)19-12-13-25-17-6-4-3-5-7-17/h3-11H,12-14H2,1-2H3,(H,19,21)",VEEAKHZLZXSLMD-UHFFFAOYSA-N,DTXSID60367686,DSSTox_Substance_Id,DTXSID60367686,AN-648/41866938
4,[H]C12CCC(C)(C3=C1N=C(SC(C)C(=O)NC1=CC=CC=C1)N=N3)C2(C)C,CC(Sc1nnc2c(n1)C1CCC2(C)C1(C)C)C(=O)Nc1ccccc1,"InChI=1S/C20H24N4OS/c1-12(17(25)21-13-8-6-5-7-9-13)26-18-22-15-14-10-11-20(4,19(14,2)3)16(15)23-24-18/h5-9,12,14H,10-11H2,1-4H3,(H,21,25)",VJZFVMRQLJQOKM-UHFFFAOYSA-N,DTXSID80423531,DSSTox_Substance_Id,DTXSID80423531,MLS000590524
5,Cl.CC(C)(C)NCC(O)COC1=CC=CC2=C1NC(=O)N2,CC(C)(C)NCC(O)COc1cccc2[nH]c(=O)[nH]c12,"InChI=1S/C14H21N3O3/c1-14(2,3)15-7-9(18)8-20-11-6-4-5-10-12(11)17-13(19)16-10/h4-6,9,15,18H,7-8H2,1-3H3,(H2,16,17,19)",UMQUQWCJKFOUGV-UHFFFAOYSA-N,DTXSID00474681,DSSTox_Substance_Id,DTXSID00474681,4-(3-(Tert-butylamino)-2-hydroxypropoxy)-1H-benzo[d]imidazol-2(3H)-one hydrochloride
6,NS(=O)(=O)C1=C(NC2=CC=C(Cl)C=C2)C=CN=C1,NS(=O)(=O)c1c[nH]ccc1=Nc1ccc(Cl)cc1,"InChI=1S/C11H10ClN3O2S/c12-8-1-3-9(4-2-8)15-10-5-6-14-7-11(10)18(13,16)17/h1-7H,(H,14,15)(H2,13,16,17)",DYKKJJAURORKBH-UHFFFAOYSA-N,DTXSID70204710,DSSTox_Substance_Id,DTXSID70204710,"3-Pyridinesulfonamide, 4-((4-chlorophenyl)amino)-"
7,CC(=O)C1=CN(C2=CC=CC=C12)S(=O)(=O)C1=CC=CC=C1,CC(=O)c1cn(S(=O)(=O)c2ccccc2)c2ccccc12,"InChI=1S/C16H13NO3S/c1-12(18)15-11-17(16-10-6-5-9-14(15)16)21(19,20)13-7-3-2-4-8-13/h2-11H,1H3",BCTGWINDWUUVQL-UHFFFAOYSA-N,DTXSID40357247,DSSTox_Substance_Id,DTXSID40357247,"1H-Indole, 3-acetyl-1-(phenylsulfonyl)-"
8,Cl.NCC(=O)CCC(O)=O,NCC(=O)CCC(=O)O,"InChI=1S/C5H9NO3/c6-3-4(7)1-2-5(8)9/h1-3,6H2,(H,8,9)",ZGXJTSGNIOSYLO-UHFFFAOYSA-N,DTXSID5045914,DSSTox_Substance_Id,DTXSID5045914,Aminolevulinic acid hydrochloride
9,CCCCC,CCCCC,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",OFBQJSOFQDEBGM-UHFFFAOYSA-N,DTXSID2025846,DSSTox_Substance_Id,DTXSID2025846,Pentane
10,[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,"InChI=1S/C24H34O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-14,16-18,22H,4-12H2,1-3H3,(H,28,29)",OHXPGWPVLFPUSM-UHFFFAOYSA-N,DTXSID2022888,DSSTox_Substance_Id,DTXSID2022888,Dehydrocholic acid
11,COC(=O)[C@@H](N)CS,COC(=O)C(N)CS,"InChI=1S/C4H9NO2S/c1-7-4(6)3(5)2-8/h3,8H,2,5H2,1H3",MCYHPZGUONZRGO-UHFFFAOYSA-N,DTXSID8048365,DSSTox_Substance_Id,DTXSID8048365,Methyl L-cysteinate
12,Cl.CC(C)OC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1,CC(C)OC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1CC2,"InChI=1S/C25H31N3O4/c1-18(2)32-25(30)26-21-10-9-20-8-7-19-5-3-4-6-22(19)28(23(20)17-21)24(29)11-12-27-13-15-31-16-14-27/h3-6,9-10,17-18H,7-8,11-16H2,1-2H3,(H,26,30)",CQIURCSQCDFSBD-UHFFFAOYSA-N,DTXSID90229324,DSSTox_Substance_Id,DTXSID90229324,"Carbamic acid, (10,11-dihydro-5-(3-(4-morpholinyl)-1-oxopropyl)-5H-dibenz(b,f)azepin-3-yl)-, 1-methylethyl ester, monohydrochloride"
13,[O-][N+](=O)C1=CC=C(NC(=O)CN2CCCC2)C=C1,O=C(CN1CCCC1)Nc1ccc([N+](=O)[O-])cc1,"InChI=1S/C12H15N3O3/c16-12(9-14-7-1-2-8-14)13-10-3-5-11(6-4-10)15(17)18/h3-6H,1-2,7-9H2,(H,13,16)",GSTWJGHEEBKDPK-UHFFFAOYSA-N,DTXSID60387985,DSSTox_Substance_Id,DTXSID60387985,"1-Pyrrolidineacetamide, N-(4-nitrophenyl)-"
14,[O-][N+](=O)C1=CC=C(CN2C=NC3=C2NC=NC3=O)C=C1,O=c1[nH]cnc2c1ncn2Cc1ccc([N+](=O)[O-])cc1,"InChI=1S/C12H9N5O3/c18-12-10-11(13-6-14-12)16(7-15-10)5-8-1-3-9(4-2-8)17(19)20/h1-4,6-7H,5H2,(H,13,14,18)",AWOOIVCGPKFRJZ-UHFFFAOYSA-N,DTXSID90157496,DSSTox_Substance_Id,DTXSID90157496,"9H-Purin-6-ol, 9-(p-nitrobenzyl)-"
15,S=C1N(CC2=CC=CC=C12)C1=CC=CC=C1,S=C1c2ccccc2CN1c1ccccc1,"InChI=1S/C14H11NS/c16-14-13-9-5-4-6-11(13)10-15(14)12-7-2-1-3-8-12/h1-9H,10H2",LSMGPJAXAJUTHT-UHFFFAOYSA-N,DTXSID70356703,DSSTox_Substance_Id,DTXSID70356703,2-phenyl-1-isoindolinethione
16,CCC(O)=O.CCC(O)=O.O=C(NC1=CC=CC(=C1)C1=NCCN1)NC1=CC=CC(=C1)C1=NCCN1,O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,"InChI=1S/C19H20N6O/c26-19(24-15-5-1-3-13(11-15)17-20-7-8-21-17)25-16-6-2-4-14(12-16)18-22-9-10-23-18/h1-6,11-12H,7-10H2,(H,20,21)(H,22,23)(H2,24,25,26)",SCEVFJUWLLRELN-UHFFFAOYSA-N,DTXSID4046604,DSSTox_Substance_Id,DTXSID4046604,Imidocarb dipropionate
17,CC[C@@H](CO)NCCN[C@H](CC)CO,CCC(CO)NCCNC(CC)CO,"InChI=1S/C10H24N2O2/c1-3-9(7-13)11-5-6-12-10(4-2)8-14/h9-14H,3-8H2,1-2H3",AEUTYOVWOVBAKS-UHFFFAOYSA-N,DTXSID90143374,DSSTox_Substance_Id,DTXSID90143374,"Ethambutol, meso-"
