,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,CCC1=C(C)N2C=C(N=C2N=C1OC)C(=O)C1=CC=CC=C1,CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C,"InChI=1S/C17H17N3O2/c1-4-13-11(2)20-10-14(18-17(20)19-16(13)22-3)15(21)12-8-6-5-7-9-12/h5-10H,4H2,1-3H3",NRJVHCSYLGLURI-UHFFFAOYSA-N,DTXSID40238269,DSSTox_Substance_Id,DTXSID40238269,Divaplon
1,O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C=C1)C1=CC=C(F)C=C1,O=C(O)C1OC(Oc2ccc(C3C(CCC(O)c4ccc(F)cc4)C(=O)N3c3ccc(F)cc3)cc2)C(O)C(O)C1O,"InChI=1S/C30H29F2NO9/c31-17-5-1-15(2-6-17)22(34)14-13-21-23(33(28(21)38)19-9-7-18(32)8-10-19)16-3-11-20(12-4-16)41-30-26(37)24(35)25(36)27(42-30)29(39)40/h1-12,21-27,30,34-37H,13-14H2,(H,39,40)",UOFYCFMTERCNEW-UHFFFAOYSA-N,DTXSID10432454,DSSTox_Substance_Id,DTXSID10432454,ezetimibe-glucuronide
2,COC1=C(C)C(C)=C(C(C)=C1)S(=O)(=O)N[C@@H](CC(O)=O)C(=O)N[C@H](CC1=CC=C(C=C1)C(N)=N)C(=O)N1CCCCC1,COc1cc(C)c(S(=O)(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(C(=N)N)cc2)C(=O)N2CCCCC2)c(C)c1C,"InChI=1S/C29H39N5O7S/c1-17-14-24(41-4)18(2)19(3)26(17)42(39,40)33-22(16-25(35)36)28(37)32-23(29(38)34-12-6-5-7-13-34)15-20-8-10-21(11-9-20)27(30)31/h8-11,14,22-23,33H,5-7,12-13,15-16H2,1-4H3,(H3,30,31)(H,32,37)(H,35,36)",ZOXOKTJHZSUHRJ-UHFFFAOYSA-N,DTXSID30163430,DSSTox_Substance_Id,DTXSID30163430,RC-220
3,CCCCOC1=NC(N)=C2NC(=O)N(CC3=CC=CC=C3)C2=N1,CCCCOc1nc(=N)c2[nH]c(=O)n(Cc3ccccc3)c2[nH]1,"InChI=1S/C16H19N5O2/c1-2-3-9-23-15-19-13(17)12-14(20-15)21(16(22)18-12)10-11-7-5-4-6-8-11/h4-8H,2-3,9-10H2,1H3,(H,18,22)(H2,17,19,20)",HEKGNUXGYUZNHH-UHFFFAOYSA-N,DTXSID20431291,DSSTox_Substance_Id,DTXSID20431291,6-amino-9-benzyl-2-butoxy-7H-purin-8-one
4,NC1=NC2=C(N(CC=C)C(=O)N2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,C=CCn1c(=O)n(C2OC(CO)C(O)C2O)c2[nH]c(=N)[nH]c(=O)c21,"InChI=1S/C13H17N5O6/c1-2-3-17-6-9(15-12(14)16-10(6)22)18(13(17)23)11-8(21)7(20)5(4-19)24-11/h2,5,7-8,11,19-21H,1,3-4H2,(H3,14,15,16,22)",VDCRFBBZFHHYGT-UHFFFAOYSA-N,DTXSID3046748,DSSTox_Substance_Id,DTXSID3046748,Loxoribine
5,COCCOC1=NC(N)=C2NC(=O)N(CC3=CC=CC=C3)C2=N1,COCCOc1nc(=N)c2[nH]c(=O)n(Cc3ccccc3)c2[nH]1,"InChI=1S/C15H17N5O3/c1-22-7-8-23-14-18-12(16)11-13(19-14)20(15(21)17-11)9-10-5-3-2-4-6-10/h2-6H,7-9H2,1H3,(H,17,21)(H2,16,18,19)",YYCDGEZXHXHLGW-UHFFFAOYSA-N,DTXSID60434307,DSSTox_Substance_Id,DTXSID60434307,TLR7 Ligand II
6,CCCC1=NC2=C(S1)C1=CC=CC=C1N=C2N,CCCc1nc2c(=N)[nH]c3ccccc3c2s1,"InChI=1S/C13H13N3S/c1-2-5-10-16-11-12(17-10)8-6-3-4-7-9(8)15-13(11)14/h3-4,6-7H,2,5H2,1H3,(H2,14,15)",NFYMGJSUKCDVJR-UHFFFAOYSA-N,DTXSID80436686,DSSTox_Substance_Id,DTXSID80436686,"2-propylthiazolo[4,5-c]quinolin-4-amine"
7,CCCCCC1=CC2=C(C(O)=C1)C1=CC(C)=CC=C1C(C)(C)O2,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,"InChI=1S/C21H26O2/c1-5-6-7-8-15-12-18(22)20-16-11-14(2)9-10-17(16)21(3,4)23-19(20)13-15/h9-13,22H,5-8H2,1-4H3",VBGLYOIFKLUMQG-UHFFFAOYSA-N,DTXSID3048996,DSSTox_Substance_Id,DTXSID3048996,Cannabinol
8,OC1=CC=CC2=C1C(=O)C=CC2=O,O=C1C=CC(=O)c2c(O)cccc21,"InChI=1S/C10H6O3/c11-7-4-5-9(13)10-6(7)2-1-3-8(10)12/h1-5,12H",KQPYUDDGWXQXHS-UHFFFAOYSA-N,DTXSID0031504,DSSTox_Substance_Id,DTXSID0031504,Juglone
9,CC1=CC2=C(C=C1)N=C(NC(=O)CSC1=NC3=C(SCC3)C(=O)N1C1=CC=CC=C1)S2,Cc1ccc2[nH]c(=NC(=O)CSc3nc4c(c(=O)n3-c3ccccc3)SCC4)sc2c1,"InChI=1S/C22H18N4O2S3/c1-13-7-8-15-17(11-13)31-21(23-15)25-18(27)12-30-22-24-16-9-10-29-19(16)20(28)26(22)14-5-3-2-4-6-14/h2-8,11H,9-10,12H2,1H3,(H,23,25,27)",WRKPZSMRWPJJDH-UHFFFAOYSA-N,DTXSID50366724,DSSTox_Substance_Id,DTXSID50366724,IWP-2
