,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,smiles
1775,5525,DTXSID30282594,DSSTox_Substance_Id,DTXSID30282594,NSC26699,CC1=CC2=C(C=C1)N=C(S2)C1=CC(=C(NC(=O)C2=CC=C(N)C=C2)C=C1)S(O)(=O)=O
1776,5526,DTXSID10284415,DSSTox_Substance_Id,DTXSID10284415,NSC37173,NC1=CC=CC2=C1C=CC(=C2)S(=O)(=O)NC1=CC=C(C=C1)C(O)=O
1777,5527,DTXSID90216532,DSSTox_Substance_Id,DTXSID90216532,N(4)-Acetylsulfaquinoxaline,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC2=CC=CC=C2N=C1
1778,5528,DTXSID10659169,DSSTox_Substance_Id,DTXSID10659169,"2,6-Diamino-5-[6-(1,3-benzoxazol-2-yl)-6-oxohexyl]pyrimidin-4(1H)-one",NC1=NC(=O)C(CCCCCC(=O)C2=NC3=CC=CC=C3O2)=C(N)N1
1779,5529,DTXSID0048000,DSSTox_Substance_Id,DTXSID0048000,"C.I. Acid Yellow 17, parent",CC1=NN(C(=O)C1N=NC1=CC=C(C=C1)S(O)(=O)=O)C1=CC(Cl)=C(C=C1Cl)S(O)(=O)=O
1780,5530,DTXSID50156384,DSSTox_Substance_Id,DTXSID50156384,5-Formylamino-4-imidazolecarboxamide ribonucleotide,NC(=O)C1=C(NC=O)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
1781,5531,DTXSID00580453,DSSTox_Substance_Id,DTXSID00580453,"2-[(2R,6S)-2,6-Dimethylmorpholin-4-yl]-N-{5-[6-(morpholin-4-yl)-4-oxo-4H-pyran-2-yl]-9H-thioxanthen-2-yl}acetamide",C[C@H]1CN(CC(=O)NC2=CC3=C(SC4=C(C3)C=CC=C4C3=CC(=O)C=C(O3)N3CCOCC3)C=C2)C[C@@H](C)O1
1782,5532,DTXSID80659313,DSSTox_Substance_Id,DTXSID80659313,"1-(6,7-Dimethoxyquinazolin-4-yl)-3-(pyridin-2-yl)-1H-1,2,4-triazol-5-amine",COC1=C(OC)C=C2C(=C1)N=CN=C2N1N=C(N=C1N)C1=CC=CC=N1
1783,5533,DTXSID2040521,DSSTox_Substance_Id,DTXSID2040521,Ionomycin,[H][C@@]1(CC[C@](C)(O1)[C@@H](C)O)[C@]1(C)CC[C@@H](C[C@H](O)[C@H](C)[C@H](O)[C@H](C)\C=C\C[C@@H](C)C[C@@H](C)C(\O)=C\C(=O)[C@@H](C)C[C@@H](C)C[C@H](C)CCC(O)=O)O1
1784,5534,DTXSID3046742,DSSTox_Substance_Id,DTXSID3046742,Carboplatin,[H][N]([H])([H])[Pt++]1([O-]C(=O)C2(CCC2)C(=O)[O-]1)[N]([H])([H])[H]
1785,5535,DTXSID60883210,DSSTox_Substance_Id,DTXSID60883210,Adenosine diphosphate,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1
1786,5536,DTXSID90180289,DSSTox_Substance_Id,DTXSID90180289,Adenylyl imidodiphosphate,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)NP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1
1787,5537,DTXSID90581636,DSSTox_Substance_Id,DTXSID90581636,(6-Chloro-1H-indol-3-yl)[4-(2-chlorophenyl)piperazin-1-yl]methanone,ClC1=CC2=C(C=C1)C(=CN2)C(=O)N1CCN(CC1)C1=CC=CC=C1Cl
1788,5538,DTXSID40188331,DSSTox_Substance_Id,DTXSID40188331,Fedovapagon,CN(C)C(=O)[C@@H]1CCCN1C(=O)NCC1=C(C)C=C(C=C1)C(=O)N1CCCCC2=CC=CC=C12
1789,5539,DTXSID70237129,DSSTox_Substance_Id,DTXSID70237129,JNJ-28312141 free base,CN(C)CC(=O)N1CCC(CC1)C1=CC(C2=CCCCC2)=C(NC(=O)C2=NC=C(N2)C#N)C=C1
1790,5540,DTXSID30657662,DSSTox_Substance_Id,DTXSID30657662,"N-{4-[(2-Amino-3-chloropyridin-4-yl)oxy]-3-fluorophenyl}-5-(4-fluorophenyl)-4-oxo-1,4-dihydropyridine-3-carboxamide",NC1=NC=CC(OC2=C(F)C=C(NC(=O)C3=CNC=C(C3=O)C3=CC=C(F)C=C3)C=C2)=C1Cl
1791,5541,DTXSID8032623,DSSTox_Substance_Id,DTXSID8032623,Indole-3-butyric acid,OC(=O)CCCC1=CNC2=C1C=CC=C2
1792,5542,DTXSID5045881,DSSTox_Substance_Id,DTXSID5045881,Alexidine dihydrochloride,Cl.Cl.CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC
1793,5543,DTXSID5023900,DSSTox_Substance_Id,DTXSID5023900,Benomyl,CCCCNC(=O)N1C(NC(=O)OC)=NC2=C1C=CC=C2
1794,5544,DTXSID1040405,DSSTox_Substance_Id,DTXSID1040405,Calcimycin,[H][C@@]1(O[C@@]2(CC[C@@H](C)[C@@H](CC3=NC4=C(O3)C=CC(NC)=C4C(O)=O)O2)[C@H](C)C[C@H]1C)[C@H](C)C(=O)C1=CC=CN1
1795,5545,DTXSID20349605,DSSTox_Substance_Id,DTXSID20349605,"3,5-dimethyl-4-oxo-3,4-dihydrothieno[2,3-d]pyrimidine-6-carboxylic acid",CN1C=NC2=C(C(C)=C(S2)C(O)=O)C1=O
1796,5546,DTXSID9059096,DSSTox_Substance_Id,DTXSID9059096,N-Phenylbenzamide,O=C(NC1=CC=CC=C1)C1=CC=CC=C1
1797,5547,DTXSID50328084,DSSTox_Substance_Id,DTXSID50328084,"5-methyl-4-oxo-3,4-dihydrothieno[2,3-d]pyrimidine-6-carboxylic acid",CC1=C(SC2=C1C(=O)NC=N2)C(O)=O
1798,5548,DTXSID80352135,DSSTox_Substance_Id,DTXSID80352135,"4-amino-5-(pyridin-4-yl)-4H-1,2,4-triazole-3-thiol",NN1C(=S)NN=C1C1=CC=NC=C1
1799,5549,DTXSID90152567,DSSTox_Substance_Id,DTXSID90152567,7-Methoxyheptaphylline,COC1=CC2=C(C=C1)C1=CC(C=O)=C(O)C(CC=C(C)C)=C1N2
