,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,COC1=CC2=C(C=C1)C(=O)C(=C(C)O2)C1=CC=CC=C1,COc1ccc2c(=O)c(-c3ccccc3)c(C)oc2c1,"InChI=1S/C17H14O3/c1-11-16(12-6-4-3-5-7-12)17(18)14-9-8-13(19-2)10-15(14)20-11/h3-10H,1-2H3",XRGWZIGGCNSFRY-UHFFFAOYSA-N,15200,DTXSID50326626,DSSTox_Substance_Id,DTXSID50326626,7-Methoxy-2-methyl-3-phenyl-4H-chromen-4-one
1,CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,"InChI=1S/C33H60O10/c1-2-3-4-5-6-7-8-9-32-10-12-33(13-11-32)43-31-30-42-29-28-41-27-26-40-25-24-39-23-22-38-21-20-37-19-18-36-17-16-35-15-14-34/h10-13,34H,2-9,14-31H2,1H3",FBWNMEQMRUMQSO-UHFFFAOYSA-N,15201,DTXSID00858720,DSSTox_Substance_Id,DTXSID00858720,"26-(4-Nonylphenoxy)-3,6,9,12,15,18,21,24-octaoxahexacosan-1-ol"
2,Cl\C=C/Cl,ClC=CCl,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H,KFUSEUYYWQURPO-UHFFFAOYSA-N,15202,DTXSID2024030,DSSTox_Substance_Id,DTXSID2024030,"(Z)-1,2-Dichloroethylene"
3,NC1=CC=CC=C1C(=O)OCCC1=CC=CC=C1,Nc1ccccc1C(=O)OCCc1ccccc1,"InChI=1S/C15H15NO2/c16-14-9-5-4-8-13(14)15(17)18-11-10-12-6-2-1-3-7-12/h1-9H,10-11,16H2",PXWNBAGCFUDYBE-UHFFFAOYSA-N,15203,DTXSID5025861,DSSTox_Substance_Id,DTXSID5025861,Phenethyl anthranilate
4,CC(=O)NC1=CC=C(C=C1)C1=NC2=C(N1)C=C(Cl)C=C2,CC(=O)Nc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,"InChI=1S/C15H12ClN3O/c1-9(20)17-12-5-2-10(3-6-12)15-18-13-7-4-11(16)8-14(13)19-15/h2-8H,1H3,(H,17,20)(H,18,19)",BMXXVMLIMSQFLL-UHFFFAOYSA-N,15204,DTXSID70356824,DSSTox_Substance_Id,DTXSID70356824,STK237170
5,CC1=C(CC(O)=O)C2=C(N1)C=CC(C)=C2,Cc1ccc2[nH]c(C)c(CC(=O)O)c2c1,"InChI=1S/C12H13NO2/c1-7-3-4-11-10(5-7)9(6-12(14)15)8(2)13-11/h3-5,13H,6H2,1-2H3,(H,14,15)",TYNHPLJFWKDNTJ-UHFFFAOYSA-N,15205,DTXSID00281372,DSSTox_Substance_Id,DTXSID00281372,"(2,5-dimethyl-1H-indol-3-yl)acetic acid"
6,CC(=O)OCC1=CC=CO1,CC(=O)OCc1ccco1,"InChI=1S/C7H8O3/c1-6(8)10-5-7-3-2-4-9-7/h2-4H,5H2,1H3",CKOYRRWBOKMNRG-UHFFFAOYSA-N,15206,DTXSID7025346,DSSTox_Substance_Id,DTXSID7025346,Furfuryl acetate
7,CN1CN(C)C2=CC=CC3=C2C1=CC=C3,CN1CN(C)c2cccc3cccc1c23,"InChI=1S/C13H14N2/c1-14-9-15(2)12-8-4-6-10-5-3-7-11(14)13(10)12/h3-8H,9H2,1-2H3",BUJSJOGOWFOHMS-UHFFFAOYSA-N,15207,DTXSID60190911,DSSTox_Substance_Id,DTXSID60190911,"2,3-Dihydro-1,3-dimethyl-1H-perimidine"
8,CC(=O)C1=CC2=C(C=C1)C1=CC=CC=C1C=C2,CC(=O)c1ccc2c(ccc3ccccc32)c1,"InChI=1S/C16H12O/c1-11(17)13-8-9-16-14(10-13)7-6-12-4-2-3-5-15(12)16/h2-10H,1H3",CWILMKDSVMROHT-UHFFFAOYSA-N,15208,DTXSID60208282,DSSTox_Substance_Id,DTXSID60208282,Methyl 2-phenanthryl ketone
9,NC1=C(N)C=C(C=C1)S(=O)(=O)C(F)(F)F,Nc1ccc(S(=O)(=O)C(F)(F)F)cc1N,"InChI=1S/C7H7F3N2O2S/c8-7(9,10)15(13,14)4-1-2-5(11)6(12)3-4/h1-3H,11-12H2",XHTLLPJFZIYMHD-UHFFFAOYSA-N,15209,DTXSID40366273,DSSTox_Substance_Id,DTXSID40366273,"4-(Trifluoromethanesulfonyl)benzene-1,2-diamine"
