,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,O[C@@H]([C@@H](O)C(O)=O)C(O)=O.C[C@@H](CN(C)C)CN1C2=C(SC3=C1C=CC=C3)C=CC=C2.C[C@@H](CN(C)C)CN1C2=C(SC3=C1C=CC=C3)C=CC=C2,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,"InChI=1S/C18H22N2S/c1-14(12-19(2)3)13-20-15-8-4-6-10-17(15)21-18-11-7-5-9-16(18)20/h4-11,14H,12-13H2,1-3H3",ZZHLYYDVIOPZBE-UHFFFAOYSA-N,27400,DTXSID3045560,DSSTox_Substance_Id,DTXSID3045560,Trimeprazine tartrate
1,CC1=C(N)C=CC=C1[N+]([O-])=O,Cc1c(N)cccc1[N+](=O)[O-],"InChI=1S/C7H8N2O2/c1-5-6(8)3-2-4-7(5)9(10)11/h2-4H,8H2,1H3",HFCFJYRLBAANKN-UHFFFAOYSA-N,27401,DTXSID8025628,DSSTox_Substance_Id,DTXSID8025628,2-Methyl-3-nitroaniline
2,O=C1C2=CC=CC=C2OC2=C1C=CC1=CC=CC=C21,O=c1c2ccccc2oc2c1ccc1ccccc12,InChI=1S/C17H10O2/c18-16-13-7-3-4-8-15(13)19-17-12-6-2-1-5-11(12)9-10-14(16)17/h1-10H,IIEFLOYQNMSGDX-UHFFFAOYSA-N,27402,DTXSID80489672,DSSTox_Substance_Id,DTXSID80489672,7H-Benzo[c]xanthen-7-one
3,CCN(CCCCCCN)C1=CC2=C(C=C1)C(=O)NNC2=O,CCN(CCCCCCN)c1ccc2c(=O)[nH][nH]c(=O)c2c1,"InChI=1S/C16H24N4O2/c1-2-20(10-6-4-3-5-9-17)12-7-8-13-14(11-12)16(22)19-18-15(13)21/h7-8,11H,2-6,9-10,17H2,1H3,(H,18,21)(H,19,22)",BEADQYOTAORBKI-UHFFFAOYSA-N,27403,DTXSID90390624,DSSTox_Substance_Id,DTXSID90390624,AHEI
4,O=C(C1OC1C1=CC=CC=C1)C1=NNCC1C1=CC=CC=C1,OC(c1[nH]ncc1-c1ccccc1)C1OC1c1ccccc1,"InChI=1S/C18H16N2O2/c21-16(18-17(22-18)13-9-5-2-6-10-13)15-14(11-19-20-15)12-7-3-1-4-8-12/h1-11,16-18,21H,(H,19,20)",ZASVNGJZTVVKBR-UHFFFAOYSA-N,27404,DTXSID20394791,DSSTox_Substance_Id,DTXSID20394791,"Methanone, (4,5-dihydro-4-phenyl-1H-pyrazol-3-yl)(3-phenyloxiranyl)-"
5,CCC(=O)OC(=O)CC,CCC(=O)OC(=O)CC,"InChI=1S/C6H10O3/c1-3-5(7)9-6(8)4-2/h3-4H2,1-2H3",WYVAMUWZEOHJOQ-UHFFFAOYSA-N,27405,DTXSID1027007,DSSTox_Substance_Id,DTXSID1027007,Propanoic anhydride
6,CC1=NC2=CC(=NN2C(C)=C1)C1=CC=C(Br)C=C1,Cc1cc(C)n2nc(-c3ccc(Br)cc3)cc2n1,"InChI=1S/C14H12BrN3/c1-9-7-10(2)18-14(16-9)8-13(17-18)11-3-5-12(15)6-4-11/h3-8H,1-2H3",XGZDOQBNVMZASH-UHFFFAOYSA-N,27406,DTXSID00350638,DSSTox_Substance_Id,DTXSID00350638,"2-(4-bromophenyl)-5,7-dimethylpyrazolo[1,5-a]pyrimidine"
7,ClC1=CC=C(C=C1)S(=O)(=O)N1CCOCC1,O=S(=O)(c1ccc(Cl)cc1)N1CCOCC1,"InChI=1S/C10H12ClNO3S/c11-9-1-3-10(4-2-9)16(13,14)12-5-7-15-8-6-12/h1-4H,5-8H2",DSDGQZJWZACMPK-UHFFFAOYSA-N,27407,DTXSID70292298,DSSTox_Substance_Id,DTXSID70292298,4-(4-Chloro-benzenesulfonyl)-morpholine
8,OC(=O)\C=C/C(O)=O.C[C@@H](C1=C(CCN(C)C)CC2=C1C=CC=C2)C1=NC=CC=C1,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,"InChI=1S/C20H24N2/c1-15(19-10-6-7-12-21-19)20-17(11-13-22(2)3)14-16-8-4-5-9-18(16)20/h4-10,12,15H,11,13-14H2,1-3H3",MVMQESMQSYOVGV-UHFFFAOYSA-N,27408,DTXSID8049040,DSSTox_Substance_Id,DTXSID8049040,(S)-(+)-Dimethindene maleate
9,CCC1(COC(OC1)C1=CC=C(OC)C=C1)[N+]([O-])=O,CCC1([N+](=O)[O-])COC(c2ccc(OC)cc2)OC1,"InChI=1S/C13H17NO5/c1-3-13(14(15)16)8-18-12(19-9-13)10-4-6-11(17-2)7-5-10/h4-7,12H,3,8-9H2,1-2H3",MVQYOJJHJXRIRC-UHFFFAOYSA-N,27409,DTXSID80278407,DSSTox_Substance_Id,DTXSID80278407,"5-ethyl-2-(4-methoxyphenyl)-5-nitro-1,3-dioxane"
