,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,SC1=C(Br)C=CC=C1,Sc1ccccc1Br,"InChI=1S/C6H5BrS/c7-5-3-1-2-4-6(5)8/h1-4,8H",YUQUNWNSQDULTI-UHFFFAOYSA-N,DTXSID3064229,DSSTox_Substance_Id,DTXSID3064229,"Benzenethiol, 2-bromo-"
1,CC(=O)NC1=CC=C(S)C=C1,CC(=O)Nc1ccc(S)cc1,"InChI=1S/C8H9NOS/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",AYEQJLOHMLYKAV-UHFFFAOYSA-N,DTXSID60150116,DSSTox_Substance_Id,DTXSID60150116,4'-Mercaptoacetanilide
2,OC(=O)C1=C(S)C=CC=C1,O=C(O)c1ccccc1S,"InChI=1S/C7H6O2S/c8-7(9)5-3-1-2-4-6(5)10/h1-4,10H,(H,8,9)",NBOMNTLFRHMDEZ-UHFFFAOYSA-N,DTXSID4049032,DSSTox_Substance_Id,DTXSID4049032,2-Thiosalicylic acid
3,SC1=CC(Cl)=CC=C1,Sc1cccc(Cl)c1,"InChI=1S/C6H5ClS/c7-5-2-1-3-6(8)4-5/h1-4,8H",CQJDYPZUDYXHLM-UHFFFAOYSA-N,DTXSID7062116,DSSTox_Substance_Id,DTXSID7062116,"Benzenethiol, 3-chloro-"
4,[O-][N+](=O)C1=CC=C(S)C=C1,O=[N+]([O-])c1ccc(S)cc1,"InChI=1S/C6H5NO2S/c8-7(9)5-1-3-6(10)4-2-5/h1-4,10H",AXBVSRMHOPMXBA-UHFFFAOYSA-N,DTXSID1075145,DSSTox_Substance_Id,DTXSID1075145,4-Nitrothiophenol
5,SC1=CC=C(Br)C=C1,Sc1ccc(Br)cc1,"InChI=1S/C6H5BrS/c7-5-1-3-6(8)4-2-5/h1-4,8H",FTBCOQFMQSTCQQ-UHFFFAOYSA-N,DTXSID8059340,DSSTox_Substance_Id,DTXSID8059340,"Benzenethiol, 4-bromo-"
6,SC1=CC=CC=C1,Sc1ccccc1,"InChI=1S/C6H6S/c7-6-4-2-1-3-5-6/h1-5,7H",RMVRSNDYEFQCLF-UHFFFAOYSA-N,DTXSID7026811,DSSTox_Substance_Id,DTXSID7026811,Benzenethiol
7,CN(CCC(O)=O)C(N)=N,CN(CCC(=O)O)C(=N)N,"InChI=1S/C5H11N3O2/c1-8(5(6)7)3-2-4(9)10/h2-3H2,1H3,(H3,6,7)(H,9,10)",LSJOKOWBJOVVQP-UHFFFAOYSA-N,DTXSID80188890,DSSTox_Substance_Id,DTXSID80188890,N-(Aminoiminomethyl)-N-methyl-beta-alanine
8,NC(N)=NCCC(O)=O,N=C(N)NCCC(=O)O,"InChI=1S/C4H9N3O2/c5-4(6)7-2-1-3(8)9/h1-2H2,(H,8,9)(H4,5,6,7)",KMXXSJLYVJEBHI-UHFFFAOYSA-N,DTXSID40188795,DSSTox_Substance_Id,DTXSID40188795,Guanidinopropionic acid
9,NC(N)=NCCCCC(O)=O,N=C(N)NCCCCC(=O)O,"InChI=1S/C6H13N3O2/c7-6(8)9-4-2-1-3-5(10)11/h1-4H2,(H,10,11)(H4,7,8,9)",UKUBCVAQGIZRHL-UHFFFAOYSA-N,DTXSID20196772,DSSTox_Substance_Id,DTXSID20196772,delta-Guanidinovaleric acid
10,NC(N)=NCCCC(O)=O,N=C(N)NCCCC(=O)O,"InChI=1S/C5H11N3O2/c6-5(7)8-3-1-2-4(9)10/h1-3H2,(H,9,10)(H4,6,7,8)",TUHVEAJXIMEOSA-UHFFFAOYSA-N,DTXSID50196785,DSSTox_Substance_Id,DTXSID50196785,gamma-Guanidinobutyric acid
11,NC1=NCCN1CC(O)=O,NC1=NCCN1CC(=O)O,"InChI=1S/C5H9N3O2/c6-5-7-1-2-8(5)3-4(9)10/h1-3H2,(H2,6,7)(H,9,10)",AMHZIUVRYRVYBA-UHFFFAOYSA-N,DTXSID70188889,DSSTox_Substance_Id,DTXSID70188889,Cyclocreatine
12,O=C1ON=C2C=NC3=CC=CC=C3N12,O=c1onc2cnc3ccccc3n12,InChI=1S/C9H5N3O2/c13-9-12-7-4-2-1-3-6(7)10-5-8(12)11-14-9/h1-5H,LZMHWZHOZLVYDL-UHFFFAOYSA-N,DTXSID2036796,DSSTox_Substance_Id,DTXSID2036796,"1H-(1,2,4)Oxadiazolo(4,3-a)quinoxalin-1-one"
13,[O-][N+](=O)C1=CN=C(SSC2=NC=C(C=C2)[N+]([O-])=O)C=C1,O=[N+]([O-])c1ccc(SSc2ccc([N+](=O)[O-])cn2)nc1,InChI=1S/C10H6N4O4S2/c15-13(16)7-1-3-9(11-5-7)19-20-10-4-2-8(6-12-10)14(17)18/h1-6H,ROUFCTKIILEETD-UHFFFAOYSA-N,DTXSID00175520,DSSTox_Substance_Id,DTXSID00175520,"2,2'-Dithiobis(5-nitropyridine)"
14,NC1=NC=NC2=C1N=C(Cl)N2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,N=c1[nH]cnc2c1nc(Cl)n2C1OC(CO[PH](=O)(=O)O)C(O)C1O,"InChI=1S/C10H12ClN5O7P/c11-10-15-4-7(12)13-2-14-8(4)16(10)9-6(18)5(17)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,17-18H,1H2,(H2,12,13,14)(H,19,20,21)",WYIAKVYECNKUHY-UHFFFAOYSA-N,DTXSID60434726,DSSTox_Substance_Id,DTXSID60434726,"5'-Adenylic acid, 8-chloro-"
15,CC1=CC(NC2=CC=CC=C2C(O)=O)=CC=C1,Cc1cccc(Nc2ccccc2C(=O)O)c1,"InChI=1S/C14H13NO2/c1-10-5-4-6-11(9-10)15-13-8-3-2-7-12(13)14(16)17/h2-9,15H,1H3,(H,16,17)",JODCQKTVDXZQEP-UHFFFAOYSA-N,DTXSID00167869,DSSTox_Substance_Id,DTXSID00167869,"Anthranilic acid, N-(m-tolyl)-"
16,OC1=C(Br)C=C(C=C1Br)C(=O)NC1=CC=CC=C1,O=C(Nc1ccccc1)c1cc(Br)c(O)c(Br)c1,"InChI=1S/C13H9Br2NO2/c14-10-6-8(7-11(15)12(10)17)13(18)16-9-4-2-1-3-5-9/h1-7,17H,(H,16,18)",WMCDXGVCOXTBRC-UHFFFAOYSA-N,DTXSID50326287,DSSTox_Substance_Id,DTXSID50326287,"3,5-Dibromo-4-hydroxy-N-phenylbenzamide"
