,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,BrC1=CC(Br)=C(OC2=CC(Br)=C(Br)C=C2Br)C=C1Br,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,InChI=1S/C12H4Br6O/c13-5-1-9(17)11(3-7(5)15)19-12-4-8(16)6(14)2-10(12)18/h1-4H,RZXIRSKYBISPGF-UHFFFAOYSA-N,DTXSID4030047,DSSTox_Substance_Id,DTXSID4030047,"2,2',4,4',5,5'-Hexabromodiphenyl ether"
1,[O-][N+](=O)C1=CC2=CC=CC=C2C(=C1)[N+]([O-])=O,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1,InChI=1S/C10H6N2O4/c13-11(14)8-5-7-3-1-2-4-9(7)10(6-8)12(15)16/h1-6H,ULALSFRIGPMWRS-UHFFFAOYSA-N,DTXSID9025164,DSSTox_Substance_Id,DTXSID9025164,"1,3-Dinitronaphthalene"
2,Cl.CCCCCCCCCCCCN,CCCCCCCCCCCCN,"InChI=1S/C12H27N/c1-2-3-4-5-6-7-8-9-10-11-12-13/h2-13H2,1H3",JRBPAEWTRLWTQC-UHFFFAOYSA-N,DTXSID9044322,DSSTox_Substance_Id,DTXSID9044322,Dodecylamine hydrochloride
3,CCCCC(CC)COC(=O)CCCCC(=O)OCC1=CC=CC=C1,CCCCC(CC)COC(=O)CCCCC(=O)OCc1ccccc1,"InChI=1S/C21H32O4/c1-3-5-11-18(4-2)16-24-20(22)14-9-10-15-21(23)25-17-19-12-7-6-8-13-19/h6-8,12-13,18H,3-5,9-11,14-17H2,1-2H3",OOUQSWGHJPCRLI-UHFFFAOYSA-N,DTXSID1047528,DSSTox_Substance_Id,DTXSID1047528,Benzyloctyl adipate
4,BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,"InChI=1S/C9H15Br6O4P/c10-1-7(13)4-17-20(16,18-5-8(14)2-11)19-6-9(15)3-12/h7-9H,1-6H2",PQYJRMFWJJONBO-UHFFFAOYSA-N,DTXSID5021413,DSSTox_Substance_Id,DTXSID5021413,"Tris(2,3-dibromopropyl) phosphate"
5,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O,CC(=O)NC(CC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O,"InChI=1S/C11H16N2O8/c1-5(14)12-7(11(20)21)4-8(15)13-6(10(18)19)2-3-9(16)17/h6-7H,2-4H2,1H3,(H,12,14)(H,13,15)(H,16,17)(H,18,19)(H,20,21)",GUCKKCMJTSNWCU-UHFFFAOYSA-N,DTXSID0045385,DSSTox_Substance_Id,DTXSID0045385,N-Acetyl-L-aspartyl-L-glutamic acid
6,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCCO)=C(I)C(C(=O)NCC(O)CO)=C1I,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,"InChI=1S/C18H24I3N3O8/c1-8(28)24(5-10(30)7-27)16-14(20)11(17(31)22-2-3-25)13(19)12(15(16)21)18(32)23-4-9(29)6-26/h9-10,25-27,29-30H,2-7H2,1H3,(H,22,31)(H,23,32)",UUMLTINZBQPNGF-UHFFFAOYSA-N,DTXSID0048717,DSSTox_Substance_Id,DTXSID0048717,Ioxilan
7,CN(C1CCCCC1)S(=O)(=O)C1=CC=CC=C1N,CN(C1CCCCC1)S(=O)(=O)c1ccccc1N,"InChI=1S/C13H20N2O2S/c1-15(11-7-3-2-4-8-11)18(16,17)13-10-6-5-9-12(13)14/h5-6,9-11H,2-4,7-8,14H2,1H3",IPEHSCPRVOWQFQ-UHFFFAOYSA-N,DTXSID1044982,DSSTox_Substance_Id,DTXSID1044982,2-Amino-N-cyclohexyl-N-methylbenzenesulfonamide
8,[Na+].CC(C)OC([S-])=S,CC(C)OC(=S)S,"InChI=1S/C4H8OS2/c1-3(2)5-4(6)7/h3H,1-2H3,(H,6,7)",UOJYYXATTMQQNA-UHFFFAOYSA-N,DTXSID8027084,DSSTox_Substance_Id,DTXSID8027084,Proxan-sodium
9,CC(C)[C@H](C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,"InChI=1S/C25H22ClNO3/c1-17(2)24(18-11-13-20(26)14-12-18)25(28)30-23(16-27)19-7-6-10-22(15-19)29-21-8-4-3-5-9-21/h3-15,17,23-24H,1-2H3",NYPJDWWKZLNGGM-UHFFFAOYSA-N,DTXSID4032667,DSSTox_Substance_Id,DTXSID4032667,Es-fenvalerate
