,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,NC1=CC=C(C(N)=C1)[N+]([O-])=O,Nc1ccc([N+](=O)[O-])c(N)c1,"InChI=1S/C6H7N3O2/c7-4-1-2-6(9(10)11)5(8)3-4/h1-3H,7-8H2",DPIZKMGPXNXSGL-UHFFFAOYSA-N,DTXSID1025770,DSSTox_Substance_Id,DTXSID1025770,"4-Nitro-1,3-benzenediamine"
1,ClP(Cl)(Cl)=O,O=P(Cl)(Cl)Cl,"InChI=1S/Cl3OP/c1-5(2,3)4",XHXFXVLFKHQFAL-UHFFFAOYSA-N,DTXSID5029710,DSSTox_Substance_Id,DTXSID5029710,Phosphoric trichloride
2,COC(C)(C)OC,COC(C)(C)OC,"InChI=1S/C5H12O2/c1-5(2,6-3)7-4/h1-4H3",HEWZVZIVELJPQZ-UHFFFAOYSA-N,DTXSID7026441,DSSTox_Substance_Id,DTXSID7026441,"2,2-Dimethoxypropane"
3,[Na+].NC1=CC(=CC2=C1C(O)=CC(=C2)S(O)(=O)=O)S([O-])(=O)=O,Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,"InChI=1S/C10H9NO7S2/c11-8-3-6(19(13,14)15)1-5-2-7(20(16,17)18)4-9(12)10(5)8/h1-4,12H,11H2,(H,13,14,15)(H,16,17,18)",APRRQJCCBSJQOQ-UHFFFAOYSA-N,DTXSID4027600,DSSTox_Substance_Id,DTXSID4027600,"4-Amino-5-hydroxy-2,7-naphthalenedisulfonic acid monosodium salt"
4,CCCCN,CCCCN,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",HQABUPZFAYXKJW-UHFFFAOYSA-N,DTXSID1021904,DSSTox_Substance_Id,DTXSID1021904,Butylamine
5,F[P-](F)(F)(F)(F)F.CCCC[N+]1=CC=CC=C1,CCCC[n+]1ccccc1,"InChI=1S/C9H14N/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3/q+1",REACWASHYHDPSQ-UHFFFAOYSA-N,DTXSID7047932,DSSTox_Substance_Id,DTXSID7047932,1-Butylpyridinium hexafluorophosphate
6,CO[Si](CCCNCCN)(OC)OC,CO[Si](CCCNCCN)(OC)OC,"InChI=1S/C8H22N2O3Si/c1-11-14(12-2,13-3)8-4-6-10-7-5-9/h10H,4-9H2,1-3H3",PHQOGHDTIVQXHL-UHFFFAOYSA-N,DTXSID5027433,DSSTox_Substance_Id,DTXSID5027433,"N-[3-(Trimethoxysilyl)propyl]ethane-1,2-diamine"
7,O=S1(=O)CC=CC1,O=S1(=O)CC=CC1,"InChI=1S/C4H6O2S/c5-7(6)3-1-2-4-7/h1-2H,3-4H2",MBDNRNMVTZADMQ-UHFFFAOYSA-N,DTXSID6021294,DSSTox_Substance_Id,DTXSID6021294,"2,5-Dihydrothiophene 1,1-dioxide"
8,CC1=CC(C)=C(N)C=C1,Cc1ccc(N)c(C)c1,"InChI=1S/C8H11N/c1-6-3-4-8(9)7(2)5-6/h3-5H,9H2,1-2H3",CZZZABOKJQXEBO-UHFFFAOYSA-N,DTXSID8026305,DSSTox_Substance_Id,DTXSID8026305,"2,4-Dimethylaniline"
9,CCCCC(CC)COC(=O)COC1=C(C)C=C(Cl)C=C1,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1C,"InChI=1S/C17H25ClO3/c1-4-6-7-14(5-2)11-21-17(19)12-20-16-9-8-15(18)10-13(16)3/h8-10,14H,4-7,11-12H2,1-3H3",IDGRPSMONFWWEK-UHFFFAOYSA-N,DTXSID5034698,DSSTox_Substance_Id,DTXSID5034698,2-Ethylhexyl (4-chloro-2-methylphenoxy)acetate
10,Cl.CCNCC,CCNCC,"InChI=1S/C4H11N/c1-3-5-4-2/h5H,3-4H2,1-2H3",HPNMFZURTQLUMO-UHFFFAOYSA-N,DTXSID9044320,DSSTox_Substance_Id,DTXSID9044320,Diethylamine hydrochloride
11,CCCCC(=O)C=CC,CC=CC(=O)CCCC,"InChI=1S/C8H14O/c1-3-5-7-8(9)6-4-2/h4,6H,3,5,7H2,1-2H3",FMDLEUPBHMCPQV-UHFFFAOYSA-N,DTXSID3047134,DSSTox_Substance_Id,DTXSID3047134,2-Octen-4-one
12,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,"InChI=1S/C9H18Cl3O4P/c1-7(4-10)14-17(13,15-8(2)5-11)16-9(3)6-12/h7-9H,4-6H2,1-3H3",KVMPUXDNESXNOH-UHFFFAOYSA-N,DTXSID5026259,DSSTox_Substance_Id,DTXSID5026259,Tris(2-chloroisopropyl)phosphate
13,CCOC1=CC=C(OCC)C(Cl)=C1,CCOc1ccc(OCC)c(Cl)c1,"InChI=1S/C10H13ClO2/c1-3-12-8-5-6-10(13-4-2)9(11)7-8/h5-7H,3-4H2,1-2H3",ZIMKMIAIVORSSX-UHFFFAOYSA-N,DTXSID7044685,DSSTox_Substance_Id,DTXSID7044685,"2-Chloro-1,4-diethoxybenzene"
