,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,C[C@@H]1CC[C@H](O)\C=C\C(=O)O[C@H](C)CC[C@H](O)\C=C\C(=O)O1,CC1CCC(=O)CCC(=O)OC(C)CCC(=O)CCC(=O)O1,"InChI=1S/C16H24O6/c1-11-3-5-13(17)8-10-16(20)22-12(2)4-6-14(18)7-9-15(19)21-11/h11-12H,3-10H2,1-2H3",BVGFOCMYGQFZNO-UHFFFAOYSA-N,DTXSID30448991,DSSTox_Substance_Id,DTXSID30448991,Pyrenophorol
1,CC1=NC2=CC=CC=C2N=C1N1CCCCC1,Cc1nc2ccccc2nc1N1CCCCC1,"InChI=1S/C14H17N3/c1-11-14(17-9-5-2-6-10-17)16-13-8-4-3-7-12(13)15-11/h3-4,7-8H,2,5-6,9-10H2,1H3",AWEDJQUDAHJRLT-UHFFFAOYSA-N,DTXSID10285801,DSSTox_Substance_Id,DTXSID10285801,2-methyl-3-(piperidin-1-yl)quinoxaline
2,COC1=CC=C(CC2=C(O)N=CNC2=O)C=C1,COc1ccc(Cc2c(O)[nH]cnc2=O)cc1,"InChI=1S/C12H12N2O3/c1-17-9-4-2-8(3-5-9)6-10-11(15)13-7-14-12(10)16/h2-5,7H,6H2,1H3,(H2,13,14,15,16)",BZOYUGBBHFLYKE-UHFFFAOYSA-N,DTXSID50396485,DSSTox_Substance_Id,DTXSID50396485,"5-(4-Methoxybenzyl)-4,6-pyrimidinediol"
3,OCCN1CCN(CC1)S(=O)(=O)C1=CC=CC=C1,O=S(=O)(c1ccccc1)N1CCN(CCO)CC1,"InChI=1S/C12H18N2O3S/c15-11-10-13-6-8-14(9-7-13)18(16,17)12-4-2-1-3-5-12/h1-5,15H,6-11H2",WUPAFAQQVCZXOD-UHFFFAOYSA-N,DTXSID60349927,DSSTox_Substance_Id,DTXSID60349927,2-[4-(Benzenesulfonyl)piperazin-1-yl]ethan-1-ol
4,COC1=C(OCC(O)=O)C=CC=C1,COc1ccccc1OCC(=O)O,"InChI=1S/C9H10O4/c1-12-7-4-2-3-5-8(7)13-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",IHONYPFTXGQWAX-UHFFFAOYSA-N,DTXSID5075153,DSSTox_Substance_Id,DTXSID5075153,(2-Methoxyphenoxy)acetic acid
5,CCSC1N(C)C(=O)C(SCC)N(C)C1=O,CCSC1C(=O)N(C)C(SCC)C(=O)N1C,"InChI=1S/C10H18N2O2S2/c1-5-15-9-7(13)12(4)10(16-6-2)8(14)11(9)3/h9-10H,5-6H2,1-4H3",UKPJEIBBQJENCJ-UHFFFAOYSA-N,DTXSID00313905,DSSTox_Substance_Id,DTXSID00313905,MLS003115480
6,[O-][N+](=O)C1=CC(=C(C=C1)N1CC1)[N+]([O-])=O,O=[N+]([O-])c1ccc(N2CC2)c([N+](=O)[O-])c1,"InChI=1S/C8H7N3O4/c12-10(13)6-1-2-7(9-3-4-9)8(5-6)11(14)15/h1-2,5H,3-4H2",TVSWGBWBKSQDMI-UHFFFAOYSA-N,DTXSID80181604,DSSTox_Substance_Id,DTXSID80181604,CB 1837
7,CCOC(=O)C1=C(C)C(C(=O)OCC)=C(CO)N1,CCOC(=O)c1[nH]c(C=O)c(C(O)OCC)c1C,"InChI=1S/C12H17NO5/c1-4-17-11(15)9-7(3)10(12(16)18-5-2)13-8(9)6-14/h6,11,13,15H,4-5H2,1-3H3",ICBJSUYSUSOIBI-UHFFFAOYSA-N,DTXSID30202575,DSSTox_Substance_Id,DTXSID30202575,"5-(Hydroxymethyl)-3-methyl-1H-pyrrole-2,4-dicarboxylicacid diethyl ester"
8,[O-][N+](=O)C1=CC(=C(NN=C(C2CC2)C2CC2)C=C1)[N+]([O-])=O,O=[N+]([O-])c1ccc(NN=C(C2CC2)C2CC2)c([N+](=O)[O-])c1,"InChI=1S/C13H14N4O4/c18-16(19)10-5-6-11(12(7-10)17(20)21)14-15-13(8-1-2-8)9-3-4-9/h5-9,14H,1-4H2",FLAXELVFNLHDMF-UHFFFAOYSA-N,DTXSID40300157,DSSTox_Substance_Id,DTXSID40300157,MLS002920256
9,CN1C=NC2=C1N(C)C(=O)N(C)C2=O,Cn1c(=O)c2ncn(C)c2n(C)c1=O,"InChI=1S/C8H10N4O2/c1-10-4-9-5-6(10)11(2)8(14)12(3)7(5)13/h4H,1-3H3",LPHGQDQBBGAPDZ-UHFFFAOYSA-N,DTXSID70199859,DSSTox_Substance_Id,DTXSID70199859,Isocaffeine
10,COC(=O)C1=CC(NC(=O)C2=C[N+]([O-])=CC=C2)=CC=C1,COC(=O)c1cccc(NC(=O)c2ccc[n+]([O-])c2)c1,"InChI=1S/C14H12N2O4/c1-20-14(18)10-4-2-6-12(8-10)15-13(17)11-5-3-7-16(19)9-11/h2-9H,1H3,(H,15,17)",YFXGLUHJHWNAGZ-UHFFFAOYSA-N,DTXSID30215408,DSSTox_Substance_Id,DTXSID30215408,"Benzoic acid, 3-((3-pyridinylcarbonyl)amino)-, methyl ester, N-oxide"
11,COC1=CC=CC(NC(=O)C2COC3=CC=CC=C3O2)=C1,COc1cccc(NC(=O)C2COc3ccccc3O2)c1,"InChI=1S/C16H15NO4/c1-19-12-6-4-5-11(9-12)17-16(18)15-10-20-13-7-2-3-8-14(13)21-15/h2-9,15H,10H2,1H3,(H,17,18)",ZUKFSNIIUFBPOL-UHFFFAOYSA-N,DTXSID50383077,DSSTox_Substance_Id,DTXSID50383077,"N-(3-methoxyphenyl)-2,3-dihydro-1,4-benzodioxine-2-carboxamide"
12,[O-][N+](=O)C1=CC=C2NN=NC2=C1,O=[N+]([O-])c1ccc2[nH]nnc2c1,"InChI=1S/C6H4N4O2/c11-10(12)4-1-2-5-6(3-4)8-9-7-5/h1-3H,(H,7,8,9)",AOCDQWRMYHJTMY-UHFFFAOYSA-N,DTXSID2062329,DSSTox_Substance_Id,DTXSID2062329,5-Nitrobenzotriazole
13,FC1=CC=C(C=C1)C(=O)C1=CC=CC(=N1)C(=O)C1=CC=C(F)C=C1,O=C(c1ccc(F)cc1)c1cccc(C(=O)c2ccc(F)cc2)n1,InChI=1S/C19H11F2NO2/c20-14-8-4-12(5-9-14)18(23)16-2-1-3-17(22-16)19(24)13-6-10-15(21)11-7-13/h1-11H,ZWBHLMOYZNLVNU-UHFFFAOYSA-N,DTXSID60327129,DSSTox_Substance_Id,DTXSID60327129,NSC633242
