,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,CN1C2=NC3=CC=CC=C3C2=NC2=CC=CC=C12,Cn1c2nc3ccccc3c-2nc2ccccc21,"InChI=1S/C15H11N3/c1-18-13-9-5-4-8-12(13)16-14-10-6-2-3-7-11(10)17-15(14)18/h2-9H,1H3",BGEAGKAYRCGUJL-UHFFFAOYSA-N,22525,DTXSID80310972,DSSTox_Substance_Id,DTXSID80310972,MLS003115175
1,CC1=CC(=CC=C1)S(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,Cc1cccc([S+]([O-])C(c2ccccc2)c2ccccc2)c1,"InChI=1S/C20H18OS/c1-16-9-8-14-19(15-16)22(21)20(17-10-4-2-5-11-17)18-12-6-3-7-13-18/h2-15,20H,1H3",UZOAUUOCEKHYPR-UHFFFAOYSA-N,22526,DTXSID60279891,DSSTox_Substance_Id,DTXSID60279891,1-benzhydrylsulfinyl-3-methylbenzene
2,CC1=NN(C(C)=C1)C1=NC(N)=NC(C)=C1,Cc1cc(-n2nc(C)cc2C)[nH]c(=N)n1,"InChI=1S/C10H13N5/c1-6-5-9(13-10(11)12-6)15-8(3)4-7(2)14-15/h4-5H,1-3H3,(H2,11,12,13)",ZUMRLAHQBUJLIY-UHFFFAOYSA-N,22527,DTXSID40353481,DSSTox_Substance_Id,DTXSID40353481,"4-(3,5-dimethyl-1H-pyrazol-1-yl)-6-methylpyrimidin-2-amine"
3,ClC1=C(Cl)C=C(NC(=O)NC2=NOC=C2)C=C1,O=C(N=c1cco[nH]1)Nc1ccc(Cl)c(Cl)c1,"InChI=1S/C10H7Cl2N3O2/c11-7-2-1-6(5-8(7)12)13-10(16)14-9-3-4-17-15-9/h1-5H,(H2,13,14,15,16)",LSKZDQMPCSMAOG-UHFFFAOYSA-N,22528,DTXSID50366502,DSSTox_Substance_Id,DTXSID50366502,ST50937041
4,O=C1N(N(C2=CC=CC=C2)C(=O)C2=CC=CC=C12)C1=CC=CC=C1,O=c1c2ccccc2c(=O)n(-c2ccccc2)n1-c1ccccc1,InChI=1S/C20H14N2O2/c23-19-17-13-7-8-14-18(17)20(24)22(16-11-5-2-6-12-16)21(19)15-9-3-1-4-10-15/h1-14H,YDJLXZOYRIGAPP-UHFFFAOYSA-N,22529,DTXSID60291912,DSSTox_Substance_Id,DTXSID60291912,"2,3-Diphenyl-2,3-dihydro-1,4-phthalazinedione"
5,ClC1=C(C=C(C#N)C(=C1)C#N)N1CCOCC1,N#Cc1cc(Cl)c(N2CCOCC2)cc1C#N,"InChI=1S/C12H10ClN3O/c13-11-5-9(7-14)10(8-15)6-12(11)16-1-3-17-4-2-16/h5-6H,1-4H2",VPWNQSVHOJKQAV-UHFFFAOYSA-N,22530,DTXSID30345517,DSSTox_Substance_Id,DTXSID30345517,4-Chloro-5-morpholin-4-yl-phthalonitrile
6,CCCCC1=C(O)N2C=CC=CC2=NC1=O,CCCCc1c(O)n2ccccc2nc1=O,"InChI=1S/C12H14N2O2/c1-2-3-6-9-11(15)13-10-7-4-5-8-14(10)12(9)16/h4-5,7-8,16H,2-3,6H2,1H3",NXCYZBFOQSXQRT-UHFFFAOYSA-N,22531,DTXSID50365555,DSSTox_Substance_Id,DTXSID50365555,"3-butyl-2-hydroxy-4H-pyrido[1,2-a]pyrimidin-4-one"
7,Cl.CCOC(=O)C1=C(C)C2=CC=CC=C2N=C1C,CCOC(=O)c1c(C)nc2ccccc2c1C,"InChI=1S/C14H15NO2/c1-4-17-14(16)13-9(2)11-7-5-6-8-12(11)15-10(13)3/h5-8H,4H2,1-3H3",ASEYONPNBCGPAZ-UHFFFAOYSA-N,22532,DTXSID10429566,DSSTox_Substance_Id,DTXSID10429566,"3-Quinolinecarboxylic acid, 2,4-dimethyl-, ethyl ester, hydrochloride"
8,COC1=CC=CC(=C1)C(C1=CC(OC)=CC=C1)C1=CC=CC=C1C(O)=O,COc1cccc(C(c2cccc(OC)c2)c2ccccc2C(=O)O)c1,"InChI=1S/C22H20O4/c1-25-17-9-5-7-15(13-17)21(16-8-6-10-18(14-16)26-2)19-11-3-4-12-20(19)22(23)24/h3-14,21H,1-2H3,(H,23,24)",FSLFYNWIPDXIFO-UHFFFAOYSA-N,22533,DTXSID30281320,DSSTox_Substance_Id,DTXSID30281320,MLS002638781
9,O=S(=O)(NC1=CC=C(C=C1)C1=CC=CC=C1)C1=CC=CC=C1,O=S(=O)(Nc1ccc(-c2ccccc2)cc1)c1ccccc1,"InChI=1S/C18H15NO2S/c20-22(21,18-9-5-2-6-10-18)19-17-13-11-16(12-14-17)15-7-3-1-4-8-15/h1-14,19H",JMNQYDKGYHLAMY-UHFFFAOYSA-N,22534,DTXSID40159642,DSSTox_Substance_Id,DTXSID40159642,"Benzenesulfonamide, N-4-biphenylyl-"
