,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,CN(C)C1=CC=C(C=C1)C1=C(O)C(=O)C2=CC=CC=C2O1,CN(C)c1ccc(-c2oc3ccccc3c(=O)c2O)cc1,"InChI=1S/C17H15NO3/c1-18(2)12-9-7-11(8-10-12)17-16(20)15(19)13-5-3-4-6-14(13)21-17/h3-10,20H,1-2H3",BLHYLBIDBHWACD-UHFFFAOYSA-N,DTXSID50347679,DSSTox_Substance_Id,DTXSID50347679,"4H-1-Benzopyran-4-one, 2-[4-(dimethylamino)phenyl]-3-hydroxy-"
1,NC(=O)C1=CC(Cl)=C(Cl)C=C1C(N)=O,NC(=O)c1cc(Cl)c(Cl)cc1C(N)=O,"InChI=1S/C8H6Cl2N2O2/c9-5-1-3(7(11)13)4(8(12)14)2-6(5)10/h1-2H,(H2,11,13)(H2,12,14)",KGIXKEAUEDTQOE-UHFFFAOYSA-N,DTXSID50350845,DSSTox_Substance_Id,DTXSID50350845,"4,5-Dichlorophthalamide"
2,CC1=NC2=CC=CC=C2C(C(O)=O)=C1N,Cc1nc2ccccc2c(C(=O)O)c1N,"InChI=1S/C11H10N2O2/c1-6-10(12)9(11(14)15)7-4-2-3-5-8(7)13-6/h2-5H,12H2,1H3,(H,14,15)",UOHNIVJCDQGCCY-UHFFFAOYSA-N,DTXSID30380887,DSSTox_Substance_Id,DTXSID30380887,3-amino-2-methylquinoline-4-carboxylic acid
3,CN1CCN(CC1)C1=C2N=C(NC3=CC=CC=C3)SC2=NC=N1,CN1CCN(c2ncnc3sc(=Nc4ccccc4)[nH]c23)CC1,"InChI=1S/C16H18N6S/c1-21-7-9-22(10-8-21)14-13-15(18-11-17-14)23-16(20-13)19-12-5-3-2-4-6-12/h2-6,11H,7-10H2,1H3,(H,19,20)",VSBQTUMBNUNEDL-UHFFFAOYSA-N,DTXSID70469185,DSSTox_Substance_Id,DTXSID70469185,"7-(4-Methylpiperazin-1-yl)-N-phenyl[1,3]thiazolo[5,4-d]pyrimidin-2-amine"
4,COC1=CC=CC2=C1OC(=N)C(=C2)C(N)=O,COc1cccc2cc(C(N)=O)c(=N)oc12,"InChI=1S/C11H10N2O3/c1-15-8-4-2-3-6-5-7(10(12)14)11(13)16-9(6)8/h2-5,13H,1H3,(H2,12,14)",HHMZURGWXAWJGC-UHFFFAOYSA-N,DTXSID50327916,DSSTox_Substance_Id,DTXSID50327916,2-imino-8-methoxychromene-3-carboxamide
5,O=C(NC1=NC(=NC(=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1CC1,O=C(N=c1cc(-c2ccccc2)[nH]c(-c2ccccc2)n1)C1CC1,"InChI=1S/C20H17N3O/c24-20(16-11-12-16)23-18-13-17(14-7-3-1-4-8-14)21-19(22-18)15-9-5-2-6-10-15/h1-10,13,16H,11-12H2,(H,21,22,23,24)",UOAGLWXCVMDEEN-UHFFFAOYSA-N,DTXSID50466672,DSSTox_Substance_Id,DTXSID50466672,"N-(2,6-diphenylpyrimidin-4-yl)cyclopropanecarboxamide"
6,CNC1=NC(=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)N1C=C(CCO)N=N1,CN=c1[nH]c(-n2cc(CCO)nn2)nc2c1ncn2C1OC(CO)C(O)C1O,"InChI=1S/C15H20N8O5/c1-16-12-9-13(19-15(18-12)23-4-7(2-3-24)20-21-23)22(6-17-9)14-11(27)10(26)8(5-25)28-14/h4,6,8,10-11,14,24-27H,2-3,5H2,1H3,(H,16,18,19)",RGZBLPAPIUQVMH-UHFFFAOYSA-N,DTXSID30582400,DSSTox_Substance_Id,DTXSID30582400,"2-[4-(2-Hydroxyethyl)-1H-1,2,3-triazol-1-yl]-N-methyladenosine"
7,COC1=CC=C(NC2=NC3=C(S2)N=CN=C3Cl)C=C1,COc1ccc(N=c2[nH]c3c(Cl)ncnc3s2)cc1,"InChI=1S/C12H9ClN4OS/c1-18-8-4-2-7(3-5-8)16-12-17-9-10(13)14-6-15-11(9)19-12/h2-6H,1H3,(H,16,17)",KGFDYSUSOUEZEF-UHFFFAOYSA-N,DTXSID10468011,DSSTox_Substance_Id,DTXSID10468011,"7-Chloro-N-(4-methoxyphenyl)[1,3]thiazolo[5,4-d]pyrimidin-2-amine"
8,CCCCCC(=O)NC1=NC(=CC(=N1)C1=CC=CC=C1)C1=CC=CC=C1,CCCCCC(=O)N=c1nc(-c2ccccc2)cc(-c2ccccc2)[nH]1,"InChI=1S/C22H23N3O/c1-2-3-6-15-21(26)25-22-23-19(17-11-7-4-8-12-17)16-20(24-22)18-13-9-5-10-14-18/h4-5,7-14,16H,2-3,6,15H2,1H3,(H,23,24,25,26)",LZYGCRHBKZGRBD-UHFFFAOYSA-N,DTXSID10465262,DSSTox_Substance_Id,DTXSID10465262,"Hexanamide, N-(4,6-diphenyl-2-pyrimidinyl)-"
9,O=C(NC1=NC(=CC(=N1)C1=CC=CC=C1)C1=CC=CC=C1)C1CCC1,O=C(N=c1nc(-c2ccccc2)cc(-c2ccccc2)[nH]1)C1CCC1,"InChI=1S/C21H19N3O/c25-20(17-12-7-13-17)24-21-22-18(15-8-3-1-4-9-15)14-19(23-21)16-10-5-2-6-11-16/h1-6,8-11,14,17H,7,12-13H2,(H,22,23,24,25)",FCILSIOUGDWQSA-UHFFFAOYSA-N,DTXSID70459248,DSSTox_Substance_Id,DTXSID70459248,"N-(4,6-diphenylpyrimidin-2-yl)cyclobutanecarboxamide"
