,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,CSC1=CC=C(Cl)C=C1,CSc1ccc(Cl)cc1,"InChI=1S/C7H7ClS/c1-9-7-4-2-6(8)3-5-7/h2-5H,1H3",KIQQUVJOLVCZKG-UHFFFAOYSA-N,DTXSID8023973,DSSTox_Substance_Id,DTXSID8023973,4-Chlorophenyl methyl sulfide
1,CCOC1=CC=C(NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2CCC(=O)NC2CCCCC2)C=C1,CCOc1ccc(NC(=O)CSc2nc3ccccc3c(=O)n2CCC(=O)NC2CCCCC2)cc1,"InChI=1S/C27H32N4O4S/c1-2-35-21-14-12-20(13-15-21)29-25(33)18-36-27-30-23-11-7-6-10-22(23)26(34)31(27)17-16-24(32)28-19-8-4-3-5-9-19/h6-7,10-15,19H,2-5,8-9,16-18H2,1H3,(H,28,32)(H,29,33)",CQPHFGYZNNUTLN-UHFFFAOYSA-N,DTXSID00412205,DSSTox_Substance_Id,DTXSID00412205,N-cyclohexyl-3-[2-[2-(4-ethoxyanilino)-2-oxoethyl]sulfanyl-4-oxoquinazolin-3-yl]propanamide
2,[Na+].[Na+].OC1=C(C=C(C2=C1C=CC=C2)S([O-])(=O)=O)N=NC1=C2C=CC=CC2=C(C=C1)S([O-])(=O)=O,O=S(=O)(O)c1ccc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)c2ccccc12,"InChI=1S/C20H14N2O7S2/c23-20-15-8-4-3-7-14(15)19(31(27,28)29)11-17(20)22-21-16-9-10-18(30(24,25)26)13-6-2-1-5-12(13)16/h1-11,23H,(H,24,25,26)(H,27,28,29)",TVWOWDDBXAFQDG-UHFFFAOYSA-N,DTXSID3021225,DSSTox_Substance_Id,DTXSID3021225,Azorubine
3,CCOP(=S)(OCC)SCCl,CCOP(=S)(OCC)SCCl,"InChI=1S/C5H12ClO2PS2/c1-3-7-9(10,8-4-2)11-5-6/h3-5H2,1-2H3",QGTYWWGEWOBMAK-UHFFFAOYSA-N,DTXSID1037511,DSSTox_Substance_Id,DTXSID1037511,Chlormephos
4,CCOC(OCC)OCC,CCOC(OCC)OCC,"InChI=1S/C7H16O3/c1-4-8-7(9-5-2)10-6-3/h7H,4-6H2,1-3H3",GKASDNZWUGIAMG-UHFFFAOYSA-N,DTXSID8041957,DSSTox_Substance_Id,DTXSID8041957,Ethyl orthoformate
5,CCCCCCCCCCCCC\C=C/CCCCCCCC,CCCCCCCCC=CCCCCCCCCCCCCC,"InChI=1S/C23H46/c1-3-5-7-9-11-13-15-17-19-21-23-22-20-18-16-14-12-10-8-6-4-2/h17,19H,3-16,18,20-23H2,1-2H3",IGOWHGRNPLFNDJ-UHFFFAOYSA-N,DTXSID0032653,DSSTox_Substance_Id,DTXSID0032653,cis-Tricos-9-ene
6,CCOC(=O)C1OC1(C)C1=CC=CC=C1,CCOC(=O)C1OC1(C)c1ccccc1,"InChI=1S/C12H14O3/c1-3-14-11(13)10-12(2,15-10)9-7-5-4-6-8-9/h4-8,10H,3H2,1-2H3",LQKRYVGRPXFFAV-UHFFFAOYSA-N,DTXSID8020591,DSSTox_Substance_Id,DTXSID8020591,Ethyl methylphenylglycidate
7,COC(=O)C1=C(C=CC=C1)S(=O)(=O)NC(=O)NC1=NC(OC(F)F)=CC(OC(F)F)=N1,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(OC(F)F)cc(OC(F)F)[nH]1,"InChI=1S/C15H12F4N4O7S/c1-28-11(24)7-4-2-3-5-8(7)31(26,27)23-15(25)22-14-20-9(29-12(16)17)6-10(21-14)30-13(18)19/h2-6,12-13H,1H3,(H2,20,21,22,23,25)",ZTYVMAQSHCZXLF-UHFFFAOYSA-N,DTXSID8032463,DSSTox_Substance_Id,DTXSID8032463,Primisulfuron-methyl
8,CO[Si](OC)(OC)C1=CC=CC=C1,CO[Si](OC)(OC)c1ccccc1,"InChI=1S/C9H14O3Si/c1-10-13(11-2,12-3)9-7-5-4-6-8-9/h4-8H,1-3H3",ZNOCGWVLWPVKAO-UHFFFAOYSA-N,DTXSID5040700,DSSTox_Substance_Id,DTXSID5040700,Trimethoxyphenylsilane
9,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,"InChI=1S/C10H30O5Si5/c1-16(2)11-17(3,4)13-19(7,8)15-20(9,10)14-18(5,6)12-16/h1-10H3",XMSXQFUHVRWGNA-UHFFFAOYSA-N,DTXSID1027184,DSSTox_Substance_Id,DTXSID1027184,Decamethylcyclopentasiloxane
