,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,CCCN1C(C)=CC(C)=C(C#N)C1=O,CCCn1c(C)cc(C)c(C#N)c1=O,"InChI=1S/C11H14N2O/c1-4-5-13-9(3)6-8(2)10(7-12)11(13)14/h6H,4-5H2,1-3H3",HNASVZNXLZNCLM-UHFFFAOYSA-N,DTXSID00402641,DSSTox_Substance_Id,DTXSID00402641,"4,6-dimethyl-2-oxo-1-propyl-1,2-dihydropyridine-3-carbonitrile"
1,CC1=CC(OP(N)(=O)OC2=CC=CC(C)=C2)=CC=C1,Cc1cccc(OP(N)(=O)Oc2cccc(C)c2)c1,"InChI=1S/C14H16NO3P/c1-11-5-3-7-13(9-11)17-19(15,16)18-14-8-4-6-12(2)10-14/h3-10H,1-2H3,(H2,15,16)",MHXKRLDJPWTMDD-UHFFFAOYSA-N,DTXSID90308244,DSSTox_Substance_Id,DTXSID90308244,Bis(3-methylphenyl) phosphoramidate
2,CC1=CC2=CC(C#N)=C(Cl)N=C2C=C1,Cc1ccc2nc(Cl)c(C#N)cc2c1,"InChI=1S/C11H7ClN2/c1-7-2-3-10-8(4-7)5-9(6-13)11(12)14-10/h2-5H,1H3",SJNJYVWUJJNMSD-UHFFFAOYSA-N,DTXSID00351685,DSSTox_Substance_Id,DTXSID00351685,2-Chloro-6-methylquinoline-3-carbonitrile
3,COC1=C(N)C2=C(C(=O)C3=C(C=CC=C3)C2=O)C(NS(=O)(=O)C2=CC=C(C)C=C2)=C1,COc1cc(NS(=O)(=O)c2ccc(C)cc2)c2c(c1N)C(=O)c1ccccc1C2=O,"InChI=1S/C22H18N2O5S/c1-12-7-9-13(10-8-12)30(27,28)24-16-11-17(29-2)20(23)19-18(16)21(25)14-5-3-4-6-15(14)22(19)26/h3-11,24H,23H2,1-2H3",BXIGAWRFDMDLTL-UHFFFAOYSA-N,DTXSID5044730,DSSTox_Substance_Id,DTXSID5044730,C.I. Disperse Red 86
4,CCOC(=O)C1=CNC2=C1C=C(C=C2)[N+]([O-])=O,CCOC(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12,"InChI=1S/C11H10N2O4/c1-2-17-11(14)9-6-12-10-4-3-7(13(15)16)5-8(9)10/h3-6,12H,2H2,1H3",OOSFWGPHDJFGEM-UHFFFAOYSA-N,DTXSID20293371,DSSTox_Substance_Id,DTXSID20293371,ethyl 5-nitro-1H-indole-3-carboxylate
5,C(N(NC1=CC=CC=C1)C1=CC=CC=C1)C1=CC=NC=C1,c1ccc(NN(Cc2ccncc2)c2ccccc2)cc1,"InChI=1S/C18H17N3/c1-3-7-17(8-4-1)20-21(18-9-5-2-6-10-18)15-16-11-13-19-14-12-16/h1-14,20H,15H2",RISVVDKWFLDVHW-UHFFFAOYSA-N,DTXSID30300560,DSSTox_Substance_Id,DTXSID30300560,MLS002920416
6,CN1C(N)=CC(=O)NC1=S,Cn1c(N)cc(=O)[nH]c1=S,"InChI=1S/C5H7N3OS/c1-8-3(6)2-4(9)7-5(8)10/h2H,6H2,1H3,(H,7,9,10)",CIMIOUTTYHCOJU-UHFFFAOYSA-N,DTXSID90355713,DSSTox_Substance_Id,DTXSID90355713,"6-Amino-1-methyl-2-sulfanylidene-2,3-dihydropyrimidin-4(1H)-one"
7,COC1=CC=C(C=C1)C(N)=S,COc1ccc(C(N)=S)cc1,"InChI=1S/C8H9NOS/c1-10-7-4-2-6(3-5-7)8(9)11/h2-5H,1H3,(H2,9,11)",WKWVTPKUHJOVTI-UHFFFAOYSA-N,DTXSID80178296,DSSTox_Substance_Id,DTXSID80178296,"Benzenecarbothioamide, 4-methoxy-"
8,O=C(NC1CC1)C1=CC=CC=C1,O=C(NC1CC1)c1ccccc1,"InChI=1S/C10H11NO/c12-10(11-9-6-7-9)8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H,11,12)",IASIJDXUZOLTAH-UHFFFAOYSA-N,DTXSID90164948,DSSTox_Substance_Id,DTXSID90164948,"Benzamide, N-cyclopropyl-"
9,[Br-].CCOC(=O)C[N+]1=C(C)SC=C1C,CCOC(=O)C[n+]1c(C)csc1C,"InChI=1S/C9H14NO2S/c1-4-12-9(11)5-10-7(2)6-13-8(10)3/h6H,4-5H2,1-3H3/q+1",HRHXGPSKKYHVRB-UHFFFAOYSA-N,DTXSID70580061,DSSTox_Substance_Id,DTXSID70580061,"3-(2-Ethoxy-2-oxoethyl)-2,4-dimethyl-1,3-thiazol-3-ium bromide"
