,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,COC1=C(O)C=C2OC=C(C(=O)C2=C1)C1=CC=C(O)C=C1,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,"InChI=1S/C16H12O5/c1-20-15-6-11-14(7-13(15)18)21-8-12(16(11)19)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",DXYUAIFZCFRPTH-UHFFFAOYSA-N,DTXSID40193960,DSSTox_Substance_Id,DTXSID40193960,Glycitein
1,COC1=CC2=C(C=C1)C(=O)C(=CO2)C1=CC=C(O)C=C1,COc1ccc2c(=O)c(-c3ccc(O)cc3)coc2c1,"InChI=1S/C16H12O4/c1-19-12-6-7-13-15(8-12)20-9-14(16(13)18)10-2-4-11(17)5-3-10/h2-9,17H,1H3",LNIQZRIHAMVRJA-UHFFFAOYSA-N,DTXSID40274405,DSSTox_Substance_Id,DTXSID40274405,isoformononetin
2,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C1=CC=CC=C1,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,"InChI=1S/C18H16O3/c1-12(2)21-14-8-9-15-17(10-14)20-11-16(18(15)19)13-6-4-3-5-7-13/h3-12H,1-2H3",SFBODOKJTYAUCM-UHFFFAOYSA-N,DTXSID5040679,DSSTox_Substance_Id,DTXSID5040679,Ipriflavone
3,[Cl-].[Cl-].[Pb++],[Pb+2],InChI=1S/Pb/q+2,RVPVRDXYQKGNMQ-UHFFFAOYSA-N,DTXSID1041059,DSSTox_Substance_Id,DTXSID1041059,Lead chloride (PbCl2)
4,ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,InChI=1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,MVWHGTYKUMDIHL-UHFFFAOYSA-N,DTXSID2032180,DSSTox_Substance_Id,DTXSID2032180,"2,2',4,4',5,5'-Hexachlorobiphenyl"
5,OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C1=CC=CC=C1S(=O)(=O)OC1=CC=CC=C1,O=S(=O)(Oc1ccccc1)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,"InChI=1S/C25H20O5S/c26-20-14-10-18(11-15-20)25(19-12-16-21(27)17-13-19)23-8-4-5-9-24(23)31(28,29)30-22-6-2-1-3-7-22/h1-17,25-27H",LQYZLQQJRLKQPQ-UHFFFAOYSA-N,DTXSID50151112,DSSTox_Substance_Id,DTXSID50151112,Bis(4-hydroxyphenyl)(2-(phenoxysulfonyl)phenyl)methane
6,COC1=CC=CC=C1OC1=COC2=C(C=CC(O)=C2)C1=O,COc1ccccc1Oc1coc2cc(O)ccc2c1=O,"InChI=1S/C16H12O5/c1-19-12-4-2-3-5-13(12)21-15-9-20-14-8-10(17)6-7-11(14)16(15)18/h2-9,17H,1H3",CZACKYMYCASXIR-UHFFFAOYSA-N,DTXSID10160427,DSSTox_Substance_Id,DTXSID10160427,"4H-1-Benzopyran-4-one, 7-hydroxy-3-(2-methoxyphenoxy)-"
7,OC1=CC2=CN(N=C2C=C1)C1=CC=CC=C1,Oc1ccc2nn(-c3ccccc3)cc2c1,"InChI=1S/C13H10N2O/c16-12-6-7-13-10(8-12)9-15(14-13)11-4-2-1-3-5-11/h1-9,16H",OPWSJKBKMBTGDU-UHFFFAOYSA-N,DTXSID10464376,DSSTox_Substance_Id,DTXSID10464376,2-Phenyl-2H-indazol-5-ol
8,CC1=NC2=C(N1)C=C(C=C2)C(O)=O,Cc1nc2cc(C(=O)O)ccc2[nH]1,"InChI=1S/C9H8N2O2/c1-5-10-7-3-2-6(9(12)13)4-8(7)11-5/h2-4H,1H3,(H,10,11)(H,12,13)",GZHWABCBKGMLIE-UHFFFAOYSA-N,DTXSID30360609,DSSTox_Substance_Id,DTXSID30360609,2-methyl-1H-benzimidazole-5-carboxylic acid
9,CCOC1=CC2=C(C=C1)C(=O)C(=CO2)C1=CC=C(O)C=C1,CCOc1ccc2c(=O)c(-c3ccc(O)cc3)coc2c1,"InChI=1S/C17H14O4/c1-2-20-13-7-8-14-16(9-13)21-10-15(17(14)19)11-3-5-12(18)6-4-11/h3-10,18H,2H2,1H3",YMGLMEIZDQKJBW-UHFFFAOYSA-N,DTXSID50400753,DSSTox_Substance_Id,DTXSID50400753,7-Ethoxy-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one
10,OC(=O)C(Br)Br,O=C(O)C(Br)Br,"InChI=1S/C2H2Br2O2/c3-1(4)2(5)6/h1H,(H,5,6)",SIEILFNCEFEENQ-UHFFFAOYSA-N,DTXSID1023815,DSSTox_Substance_Id,DTXSID1023815,Dibromoacetic acid
11,OC1=CC=C(C=C1)C1=CC(=CC(=C1)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,Oc1ccc(-c2cc(-c3ccc(O)cc3)cc(-c3ccc(O)cc3)c2)cc1,"InChI=1S/C24H18O3/c25-22-7-1-16(2-8-22)19-13-20(17-3-9-23(26)10-4-17)15-21(14-19)18-5-11-24(27)12-6-18/h1-15,25-27H",RQTDWDATSAVLOR-UHFFFAOYSA-N,DTXSID10324628,DSSTox_Substance_Id,DTXSID10324628,"1,3,5-Tris(4-hydroxyphenyl)benzene"
12,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C1=CC=C(O)C=C1,CC(C)Oc1ccc2c(=O)c(-c3ccc(O)cc3)coc2c1,"InChI=1S/C18H16O4/c1-11(2)22-14-7-8-15-17(9-14)21-10-16(18(15)20)12-3-5-13(19)6-4-12/h3-11,19H,1-2H3",DEQMUPGWSXUDKV-UHFFFAOYSA-N,DTXSID70440494,DSSTox_Substance_Id,DTXSID70440494,"4H-1-Benzopyran-4-one, 3-(4-hydroxyphenyl)-7-(1-methylethoxy)-"
13,CC(=C(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(O)cc1,"InChI=1S/C21H18O3/c1-14(15-2-8-18(22)9-3-15)21(16-4-10-19(23)11-5-16)17-6-12-20(24)13-7-17/h2-13,22-24H,1H3",FFGNPMKMQDXQJJ-UHFFFAOYSA-N,DTXSID20218504,DSSTox_Substance_Id,DTXSID20218504,"1,1,2-Tris(4-hydroxyphenyl)prop-1-ene"
14,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,"InChI=1S/C12H18O4S2/c1-7(2)15-10(13)9(11(14)16-8(3)4)12-17-5-6-18-12/h7-8H,5-6H2,1-4H3",UFHLMYOGRXOCSL-UHFFFAOYSA-N,DTXSID8058110,DSSTox_Substance_Id,DTXSID8058110,Isoprothiolane
15,CC1(C)OC2=C(C=C1)C1=C(C=C2)[C@@H]2OC3=C(C=CC(O)=C3)[C@]2(O)CO1,CC1(C)C=Cc2c(ccc3c2OCC2(O)c4ccc(O)cc4OC32)O1,"InChI=1S/C20H18O5/c1-19(2)8-7-12-15(25-19)6-4-13-17(12)23-10-20(22)14-5-3-11(21)9-16(14)24-18(13)20/h3-9,18,21-22H,10H2,1-2H3",YIFYYPKWOQSCRI-UHFFFAOYSA-N,DTXSID10205726,DSSTox_Substance_Id,DTXSID10205726,Glyceollin I
16,C(N1CCCCC1)C1=CC=CC=C1,c1ccc(CN2CCCCC2)cc1,"InChI=1S/C12H17N/c1-3-7-12(8-4-1)11-13-9-5-2-6-10-13/h1,3-4,7-8H,2,5-6,9-11H2",NZVZVGPYTICZBZ-UHFFFAOYSA-N,DTXSID80183289,DSSTox_Substance_Id,DTXSID80183289,1-Benzylpiperidine
17,OC1=CC=C(C=C1)C1=CC2=C(S1)C=C(O)C=C2,Oc1ccc(-c2cc3ccc(O)cc3s2)cc1,"InChI=1S/C14H10O2S/c15-11-4-1-9(2-5-11)13-7-10-3-6-12(16)8-14(10)17-13/h1-8,15-16H",MDGWZLQPNOETLH-UHFFFAOYSA-N,DTXSID70332204,DSSTox_Substance_Id,DTXSID70332204,RALOXIFENE CORE
18,NC1=CC=C(O)C2=C1C(=O)C1=CC=CC=C1C2=O,Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,"InChI=1S/C14H9NO3/c15-9-5-6-10(16)12-11(9)13(17)7-3-1-2-4-8(7)14(12)18/h1-6,16H,15H2",AQXYVFBSOOBBQV-UHFFFAOYSA-N,DTXSID1059440,DSSTox_Substance_Id,DTXSID1059440,"9,10-Anthracenedione, 1-amino-4-hydroxy-"
19,OCC(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,OCC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,"InChI=1S/C14H12Cl2O/c15-12-5-1-10(2-6-12)14(9-17)11-3-7-13(16)8-4-11/h1-8,14,17H,9H2",ZVIDYKRNLNAXFT-UHFFFAOYSA-N,DTXSID5041308,DSSTox_Substance_Id,DTXSID5041308,"2,2-Bis(4-chlorophenyl)ethanol"
20,CCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCC,CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,"InChI=1S/C22H34O4/c1-3-5-7-9-13-17-25-21(23)19-15-11-12-16-20(19)22(24)26-18-14-10-8-6-4-2/h11-12,15-16H,3-10,13-14,17-18H2,1-2H3",JQCXWCOOWVGKMT-UHFFFAOYSA-N,DTXSID8040779,DSSTox_Substance_Id,DTXSID8040779,Diheptyl phthalate
21,OC1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,O=C(OCc1ccccc1)c1ccccc1O,"InChI=1S/C14H12O3/c15-13-9-5-4-8-12(13)14(16)17-10-11-6-2-1-3-7-11/h1-9,15H,10H2",ZCTQGTTXIYCGGC-UHFFFAOYSA-N,DTXSID1024598,DSSTox_Substance_Id,DTXSID1024598,Benzyl salicylate
22,NC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C(Br)C=C1Br,Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O,"InChI=1S/C14H7Br2NO2/c15-8-5-9(16)12(17)11-10(8)13(18)6-3-1-2-4-7(6)14(11)19/h1-5H,17H2",ZINRVIQBCHAZMM-UHFFFAOYSA-N,DTXSID4039235,DSSTox_Substance_Id,DTXSID4039235,"1-Amino-2,4-dibromoanthraquinone"
23,OCC(Cl)(Cl)Cl,OCC(Cl)(Cl)Cl,"InChI=1S/C2H3Cl3O/c3-2(4,5)1-6/h6H,1H2",KPWDGTGXUYRARH-UHFFFAOYSA-N,DTXSID1021950,DSSTox_Substance_Id,DTXSID1021950,"2,2,2-Trichloroethanol"
