,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,CC1(COP(=O)(NC2=CC=C(Cl)C=C2)OC1)[N+]([O-])=O,CC1([N+](=O)[O-])COP(=O)(Nc2ccc(Cl)cc2)OC1,"InChI=1S/C10H12ClN2O5P/c1-10(13(14)15)6-17-19(16,18-7-10)12-9-4-2-8(11)3-5-9/h2-5H,6-7H2,1H3,(H,12,16)",UYGSCCWRKCKXKC-UHFFFAOYSA-N,DTXSID00297175,DSSTox_Substance_Id,DTXSID00297175,MLS002706575
1,CCOC(=O)CCCCCCCCC(=O)OCC,CCOC(=O)CCCCCCCCC(=O)OCC,"InChI=1S/C14H26O4/c1-3-17-13(15)11-9-7-5-6-8-10-12-14(16)18-4-2/h3-12H2,1-2H3",ONKUXPIBXRRIDU-UHFFFAOYSA-N,DTXSID0021915,DSSTox_Substance_Id,DTXSID0021915,Diethyl decanedioate
2,CCOC1=CC=C(C=C1)N1C(=S)NCC(C)C1=O,CCOc1ccc(N2C(=O)C(C)CNC2=S)cc1,"InChI=1S/C13H16N2O2S/c1-3-17-11-6-4-10(5-7-11)15-12(16)9(2)8-14-13(15)18/h4-7,9H,3,8H2,1-2H3,(H,14,18)",ALPJILGYFQKQKG-UHFFFAOYSA-N,DTXSID50397997,DSSTox_Substance_Id,DTXSID50397997,MLS002707156
3,O.[Na+].[O-]S(=O)(=O)CC(S)CS,O=S(=O)(O)CC(S)CS,"InChI=1S/C3H8O3S3/c4-9(5,6)2-3(8)1-7/h3,7-8H,1-2H2,(H,4,5,6)",JLVSRWOIZZXQAD-UHFFFAOYSA-N,DTXSID9046607,DSSTox_Substance_Id,DTXSID9046607,"Sodium 2,3-dimercaptopropanesulfonate hydrate"
4,[Na+].CC(=O)CC(C1=CC=CC=C1)C1=C([O-])C2=CC=CC=C2OC1=O,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,"InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3",PJVWKTKQMONHTI-UHFFFAOYSA-N,DTXSID7035010,DSSTox_Substance_Id,DTXSID7035010,Sodium warfarin
5,CN(C)C1=CC=C(CN(C2CCS(=O)(=O)C2)C(=O)COC2=CC=CC(C)=C2)C=C1,Cc1cccc(OCC(=O)N(Cc2ccc(N(C)C)cc2)C2CCS(=O)(=O)C2)c1,"InChI=1S/C22H28N2O4S/c1-17-5-4-6-21(13-17)28-15-22(25)24(20-11-12-29(26,27)16-20)14-18-7-9-19(10-8-18)23(2)3/h4-10,13,20H,11-12,14-16H2,1-3H3",ZXSPAIXDBQKSET-UHFFFAOYSA-N,DTXSID50413444,DSSTox_Substance_Id,DTXSID50413444,AC1NQQIO
6,CCCCCCCCCCCCCCCCCC(N)=O,CCCCCCCCCCCCCCCCCC(N)=O,"InChI=1S/C18H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H2,19,20)",LYRFLYHAGKPMFH-UHFFFAOYSA-N,DTXSID9027025,DSSTox_Substance_Id,DTXSID9027025,Octadecanamide
7,O=C1NCCO1,O=C1NCCO1,"InChI=1S/C3H5NO2/c5-3-4-1-2-6-3/h1-2H2,(H,4,5)",IZXIZTKNFFYFOF-UHFFFAOYSA-N,DTXSID2074326,DSSTox_Substance_Id,DTXSID2074326,2-Oxazolidinone
8,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CC(O)C1=C)[C@H](C)CCCC(C)(C)O,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3",GMRQFYUYWCNGIN-UHFFFAOYSA-N,DTXSID80873390,DSSTox_Substance_Id,DTXSID80873390,"1,25-Dihydroxycholecalciferol"
9,OC[C@H]1O[C@@H](OC2=C(O)C3=C(C=CC(=O)O3)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,O=c1ccc2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2o1,"InChI=1S/C15H16O9/c16-5-8-10(18)12(20)13(21)15(23-8)22-7-3-1-6-2-4-9(17)24-14(6)11(7)19/h1-4,8,10,12-13,15-16,18-21H,5H2",HOIXTKAYCMNVMY-UHFFFAOYSA-N,DTXSID80197563,DSSTox_Substance_Id,DTXSID80197563,Daphnin
10,CCCCCCCCCC1=CC=CC=C1,CCCCCCCCCc1ccccc1,"InChI=1S/C15H24/c1-2-3-4-5-6-7-9-12-15-13-10-8-11-14-15/h8,10-11,13-14H,2-7,9,12H2,1H3",LIXVMPBOGDCSRM-UHFFFAOYSA-N,DTXSID7040786,DSSTox_Substance_Id,DTXSID7040786,1-Phenylnonane
11,O=P(N1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,O=P(c1ccccc1)(c1ccccc1)N1CCCCC1,"InChI=1S/C17H20NOP/c19-20(16-10-4-1-5-11-16,17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-2,4-7,10-13H,3,8-9,14-15H2",PWNAGIFMKJXBJT-UHFFFAOYSA-N,DTXSID50308301,DSSTox_Substance_Id,DTXSID50308301,1-(Diphenylphosphoryl)piperidine
12,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO,CCCCCCCCCCCCCCC(O)C(O)C(N)CO,"InChI=1S/C18H39NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(21)18(22)16(19)15-20/h16-18,20-22H,2-15,19H2,1H3",AERBNCYCJBRYDG-UHFFFAOYSA-N,DTXSID80203951,DSSTox_Substance_Id,DTXSID80203951,Phytosphingosine
13,O=C1NC2=C(NC(=O)NC2=O)N1C1=CC=CC=C1,O=c1[nH]c(=O)c2[nH]c(=O)n(-c3ccccc3)c2[nH]1,"InChI=1S/C11H8N4O3/c16-9-7-8(13-10(17)14-9)15(11(18)12-7)6-4-2-1-3-5-6/h1-5H,(H,12,18)(H2,13,14,16,17)",UTABRMXJVYTHEA-UHFFFAOYSA-N,DTXSID70280998,DSSTox_Substance_Id,DTXSID70280998,MLS002638700
14,O=S1C2=CC=CC=C2NC2=C1C=CC=C2,[O-][S+]1c2ccccc2Nc2ccccc21,"InChI=1S/C12H9NOS/c14-15-11-7-3-1-5-9(11)13-10-6-2-4-8-12(10)15/h1-8,13H",DSAFSORWJPSMQS-UHFFFAOYSA-N,DTXSID0074471,DSSTox_Substance_Id,DTXSID0074471,"10H-Phenothiazine, 5-oxide"
15,CCNC1=CC(=O)N(C)C(=O)N1C,CCNc1cc(=O)n(C)c(=O)n1C,"InChI=1S/C8H13N3O2/c1-4-9-6-5-7(12)11(3)8(13)10(6)2/h5,9H,4H2,1-3H3",LKDYUNLCDHHAQX-UHFFFAOYSA-N,DTXSID10349553,DSSTox_Substance_Id,DTXSID10349553,"6-Ethylamino-1,3-dimethyl-1H-pyrimidine-2,4-dione"
16,CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,"InChI=1S/C18H26N2O5S/c1-6-7-11-23-16(21)19(4)26-20(5)17(22)24-14-10-8-9-13-12-18(2,3)25-15(13)14/h8-10H,6-7,11-12H2,1-5H3",HAWJXYBZNNRMNO-UHFFFAOYSA-N,DTXSID3052725,DSSTox_Substance_Id,DTXSID3052725,Furathiocarb
17,CCOC(=O)C(SP(=S)(OC)OC)C1=CC=CC=C1,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,"InChI=1S/C12H17O4PS2/c1-4-16-12(13)11(10-8-6-5-7-9-10)19-17(18,14-2)15-3/h5-9,11H,4H2,1-3H3",XAMUDJHXFNRLCY-UHFFFAOYSA-N,DTXSID6042280,DSSTox_Substance_Id,DTXSID6042280,Phenthoate
