,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,CCOC(=O)C1=CC2=C(N1)C=CC(C)=C2,CCOC(=O)c1cc2cc(C)ccc2[nH]1,"InChI=1S/C12H13NO2/c1-3-15-12(14)11-7-9-6-8(2)4-5-10(9)13-11/h4-7,13H,3H2,1-2H3",KMVFKXFOPNKHEM-UHFFFAOYSA-N,DTXSID50283326,DSSTox_Substance_Id,DTXSID50283326,Ethyl 5-methylindole-2-carboxylate
1,[O-][N+](=O)C1=C(C=C(C=C1)N1CCNCC1)N1CCCCC1,O=[N+]([O-])c1ccc(N2CCNCC2)cc1N1CCCCC1,"InChI=1S/C15H22N4O2/c20-19(21)14-5-4-13(17-10-6-16-7-11-17)12-15(14)18-8-2-1-3-9-18/h4-5,12,16H,1-3,6-11H2",IEZDTNCUMWPRTD-UHFFFAOYSA-N,DTXSID20386616,DSSTox_Substance_Id,DTXSID20386616,1-(4-nitro-3-piperidin-1-ylphenyl)piperazine
2,OC(=O)C1=CC=CC=C1N1C2=CC=CC=C2C2=CC=CC=C12,O=C(O)c1ccccc1-n1c2ccccc2c2ccccc21,"InChI=1S/C19H13NO2/c21-19(22)15-9-3-6-12-18(15)20-16-10-4-1-7-13(16)14-8-2-5-11-17(14)20/h1-12H,(H,21,22)",ADKWBMCELSRNFK-UHFFFAOYSA-N,DTXSID50278818,DSSTox_Substance_Id,DTXSID50278818,2-(9h-carbazol-9-yl)benzoic acid
3,COC1=CC=CC2=C1OC1=CC=CC=C1C2=O,COc1cccc2c(=O)c3ccccc3oc12,"InChI=1S/C14H10O3/c1-16-12-8-4-6-10-13(15)9-5-2-3-7-11(9)17-14(10)12/h2-8H,1H3",SYEHHMRXODULBY-UHFFFAOYSA-N,DTXSID20306192,DSSTox_Substance_Id,DTXSID20306192,4-Methoxy-9H-xanthen-9-one
4,CN(C)C1=CC=C(NC(N)=S)C=C1,CN(C)c1ccc(NC(N)=S)cc1,"InChI=1S/C9H13N3S/c1-12(2)8-5-3-7(4-6-8)11-9(10)13/h3-6H,1-2H3,(H3,10,11,13)",IETJMRDFWVXWMR-UHFFFAOYSA-N,DTXSID30176828,DSSTox_Substance_Id,DTXSID30176828,1-(p-(Dimethylamino)phenyl)thiourea
5,COC1=CC=C(OCC2=NNC(=S)O2)C=C1,COc1ccc(OCc2n[nH]c(=S)o2)cc1,"InChI=1S/C10H10N2O3S/c1-13-7-2-4-8(5-3-7)14-6-9-11-12-10(16)15-9/h2-5H,6H2,1H3,(H,12,16)",RMGYHGUVGLHBIF-UHFFFAOYSA-N,DTXSID50368703,DSSTox_Substance_Id,DTXSID50368703,"5-[(4-methoxyphenoxy)methyl]-1,3,4-oxadiazole-2-thiol"
6,NC1=C(C=C(S1)C1=CC=CC=C1)C(O)=O,Nc1sc(-c2ccccc2)cc1C(=O)O,"InChI=1S/C11H9NO2S/c12-10-8(11(13)14)6-9(15-10)7-4-2-1-3-5-7/h1-6H,12H2,(H,13,14)",QSMQLBVCCAMZHD-UHFFFAOYSA-N,DTXSID20352376,DSSTox_Substance_Id,DTXSID20352376,2-Amino-5-phenyl-thiophene-3-carboxylic acid
7,COC1=CC=CC=C1C1=NNC(=S)O1,COc1ccccc1-c1n[nH]c(=S)o1,"InChI=1S/C9H8N2O2S/c1-12-7-5-3-2-4-6(7)8-10-11-9(14)13-8/h2-5H,1H3,(H,11,14)",DVGHKLUHJSFLIT-UHFFFAOYSA-N,DTXSID20353722,DSSTox_Substance_Id,DTXSID20353722,"5-(2-methoxyphenyl)-1,3,4-oxadiazole-2-thiol"
8,COCC1=C(N=NN1C1=NON=C1N)C(N)=O,COCc1c(C(N)=O)nnn1-c1no[nH]c1=N,"InChI=1S/C7H9N7O3/c1-16-2-3-4(6(9)15)10-13-14(3)7-5(8)11-17-12-7/h2H2,1H3,(H2,8,11)(H2,9,15)",ODCBHLLZWBEKPP-UHFFFAOYSA-N,DTXSID30360907,DSSTox_Substance_Id,DTXSID30360907,SBB002004
9,S=C1NC2=C(CCCC2)C(C2=CC=CO2)=C1C#N,N#Cc1c(-c2ccco2)c2c([nH]c1=S)CCCC2,"InChI=1S/C14H12N2OS/c15-8-10-13(12-6-3-7-17-12)9-4-1-2-5-11(9)16-14(10)18/h3,6-7H,1-2,4-5H2,(H,16,18)",MTTDRMWFWJDYJL-UHFFFAOYSA-N,DTXSID20353601,DSSTox_Substance_Id,DTXSID20353601,"4-(2-furyl)-2-mercapto-5,6,7,8-tetrahydroquinoline-3-carbonitrile"
10,CC1=CC(=CC=C1)C1=NN=C(N)S1,Cc1cccc(-c2n[nH]c(=N)s2)c1,"InChI=1S/C9H9N3S/c1-6-3-2-4-7(5-6)8-11-12-9(10)13-8/h2-5H,1H3,(H2,10,12)",LPOIZXBPFTXVAO-UHFFFAOYSA-N,DTXSID70343618,DSSTox_Substance_Id,DTXSID70343618,"5-(3-Methylphenyl)-1,3,4-thiadiazol-2-amine"
11,CCC(CO)NC1=NC2=C(C=C(Cl)C=C2)C2=CC=CC=C12,CCC(CO)N=c1[nH]c2ccc(Cl)cc2c2ccccc12,"InChI=1S/C17H17ClN2O/c1-2-12(10-21)19-17-14-6-4-3-5-13(14)15-9-11(18)7-8-16(15)20-17/h3-9,12,21H,2,10H2,1H3,(H,19,20)",SFWJGPYRSHHELS-UHFFFAOYSA-N,DTXSID30301911,DSSTox_Substance_Id,DTXSID30301911,2-[(2-chlorophenanthridin-6-yl)amino]butan-1-ol
12,CCOCC1=C(C#N)C(=O)NC(C)=C1,CCOCc1cc(C)[nH]c(=O)c1C#N,"InChI=1S/C10H12N2O2/c1-3-14-6-8-4-7(2)12-10(13)9(8)5-11/h4H,3,6H2,1-2H3,(H,12,13)",NFLFYAQXZHFLQE-UHFFFAOYSA-N,DTXSID50305390,DSSTox_Substance_Id,DTXSID50305390,ST037999
