,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,smiles
1675,27425,DTXSID00316416,DSSTox_Substance_Id,DTXSID00316416,MLS003115780,CC1=NN(C(=O)C1C(=S)SC1CC(=O)NC1=O)C1=CC=CC=C1
1676,27426,DTXSID8040800,DSSTox_Substance_Id,DTXSID8040800,Etidronic acid monohydrate,O.CC(O)(P(O)(O)=O)P(O)(O)=O
1677,27427,DTXSID0044575,DSSTox_Substance_Id,DTXSID0044575,MON-4660,ClC(Cl)C(=O)N1CCOC11CCCCC1
1678,27428,DTXSID7049425,DSSTox_Substance_Id,DTXSID7049425,Tetracyanoethylene,N#CC(C#N)=C(C#N)C#N
1679,27429,DTXSID10233241,DSSTox_Substance_Id,DTXSID10233241,2'-(4-Bromobenzoyl)-1-naphthohydrazide,BrC1=CC=C(C=C1)C(=O)NNC(=O)C1=CC=CC2=CC=CC=C12
1680,27430,DTXSID4048856,DSSTox_Substance_Id,DTXSID4048856,Lanperisone hydrochloride,Cl.C[C@H](CN1CCCC1)C(=O)C1=CC=C(C=C1)C(F)(F)F
1681,27431,DTXSID7020895,DSSTox_Substance_Id,DTXSID7020895,Mirex,ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4(Cl)Cl)C2(Cl)C(Cl)(Cl)C35Cl
1682,27432,DTXSID1049356,DSSTox_Substance_Id,DTXSID1049356,"1-Butyl-2,3-dimethylimidazolium trifluoromethanesulfonate",[O-]S(=O)(=O)C(F)(F)F.CCCCN1C=C[N+](C)=C1C
1683,27433,DTXSID60385704,DSSTox_Substance_Id,DTXSID60385704,5-bromo-2-nitro-N-phenylpyridin-3-amine,[O-][N+](=O)C1=C(NC2=CC=CC=C2)C=C(Br)C=N1
1684,27434,DTXSID60304192,DSSTox_Substance_Id,DTXSID60304192,"2-(2,4-dichlorophenoxy)-N-(2-fluorophenyl)acetamide",FC1=CC=CC=C1NC(=O)COC1=C(Cl)C=C(Cl)C=C1
1685,27435,DTXSID4044587,DSSTox_Substance_Id,DTXSID4044587,3-[Ethyl(phenyl)amino]propanenitrile,CCN(CCC#N)C1=CC=CC=C1
1686,27436,DTXSID70404556,DSSTox_Substance_Id,DTXSID70404556,"1H-1,2,4-Triazole, 1-methyl-3,5-diphenyl-",CN1N=C(N=C1C1=CC=CC=C1)C1=CC=CC=C1
1687,27437,DTXSID30291085,DSSTox_Substance_Id,DTXSID30291085,MLS002693822,NC1=CC2=C(C=C1)C1=C(C=CC(Cl)=C1)C2=O
1688,27438,DTXSID6026167,DSSTox_Substance_Id,DTXSID6026167,3-Methylbenzonitrile,CC1=CC(=CC=C1)C#N
1689,27439,DTXSID00237475,DSSTox_Substance_Id,DTXSID00237475,"4(3H)-Quinazolinone, 2-methyl-3-(2-pyridyl)-",CC1=NC2=CC=CC=C2C(=O)N1C1=CC=CC=N1
1690,27440,DTXSID20279796,DSSTox_Substance_Id,DTXSID20279796,MLS002638357,CN1C2=C(NC(CC3=CC=CC4=CC=CC=C34)=N2)C(=O)N(C)C1=O
1691,27441,DTXSID90635527,DSSTox_Substance_Id,DTXSID90635527,"Potassium (2,6-difluorophenyl)(trifluoro)borate(1-)",[K+].FC1=CC=CC(F)=C1[B-](F)(F)F
1692,27442,DTXSID00195864,DSSTox_Substance_Id,DTXSID00195864,2-(4'-Chlorobenzyl)pyridine,ClC1=CC=C(CC2=CC=CC=N2)C=C1
1693,27443,DTXSID10308423,DSSTox_Substance_Id,DTXSID10308423,ST50181436,FC(F)(F)C1=CC(NC(=O)C2=CC=CO2)=CC=C1
1694,27444,DTXSID30350747,DSSTox_Substance_Id,DTXSID30350747,N-(4-bromophenyl)-2-morpholinoacetamide,BrC1=CC=C(NC(=O)CN2CCOCC2)C=C1
1695,27445,DTXSID50872350,DSSTox_Substance_Id,DTXSID50872350,(E)-Isoeugenol,COC1=CC(\C=C\C)=CC=C1O
1696,27446,DTXSID1046768,DSSTox_Substance_Id,DTXSID1046768,Iodophthalein sodium,[Na+].[Na+].[O-]C(=O)C1=C(C=CC=C1)C(C1=CC(I)=C([O-])C(I)=C1)=C1C=C(I)C(=O)C(I)=C1
1697,27447,DTXSID7042011,DSSTox_Substance_Id,DTXSID7042011,N-Dodecanoyl-N-methylglycine,CCCCCCCCCCCC(=O)N(C)CC(O)=O
1698,27448,DTXSID8020969,DSSTox_Substance_Id,DTXSID8020969,Nitroethane,CC[N+]([O-])=O
1699,27449,DTXSID10286590,DSSTox_Substance_Id,DTXSID10286590,NSC46613,CC1=CC(CNC2=NC=NC3=C2C=NN3)=CC=C1
