,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,NC1=NC(=O)C2=C(N1)C=CC(SC1=CC(Cl)=C(Cl)C=C1)=C2,N=c1[nH]c(=O)c2cc(Sc3ccc(Cl)c(Cl)c3)ccc2[nH]1,"InChI=1S/C14H9Cl2N3OS/c15-10-3-1-8(6-11(10)16)21-7-2-4-12-9(5-7)13(20)19-14(17)18-12/h1-6H,(H3,17,18,19,20)",LBDXPIQJCLBMPI-UHFFFAOYSA-N,DTXSID80658083,DSSTox_Substance_Id,DTXSID80658083,"2-Amino-6-[(3,4-dichlorophenyl)sulfanyl]quinazolin-4(1H)-one"
1,CC1=C(NCC2=CC=C(C=C2)C(=O)NC(CCC(O)=O)C(O)=O)C=CC2=C1C(N)=NC(N)=N2,Cc1c(NCc2ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc2)ccc2[nH]c(=N)[nH]c(=N)c12,"InChI=1S/C22H24N6O5/c1-11-14(6-7-15-18(11)19(23)28-22(24)27-15)25-10-12-2-4-13(5-3-12)20(31)26-16(21(32)33)8-9-17(29)30/h2-7,16,25H,8-10H2,1H3,(H,26,31)(H,29,30)(H,32,33)(H4,23,24,27,28)",MKOYTAPWWOTATD-UHFFFAOYSA-N,DTXSID00314871,DSSTox_Substance_Id,DTXSID00314871,"2-[[4-[[(2,4-diamino-5-methylquinazolin-6-yl)amino]methyl]benzoyl]amino]pentanedioic acid"
2,NC1=NC2=C(C(N)=N1)C(SC1=CC=C(Cl)C=C1)=CC=C2,N=c1[nH]c(=N)c2c(Sc3ccc(Cl)cc3)cccc2[nH]1,"InChI=1S/C14H11ClN4S/c15-8-4-6-9(7-5-8)20-11-3-1-2-10-12(11)13(16)19-14(17)18-10/h1-7H,(H4,16,17,18,19)",AVRPDIOCAAWICH-UHFFFAOYSA-N,DTXSID20332739,DSSTox_Substance_Id,DTXSID20332739,"5-(4-chlorophenyl)sulfanylquinazoline-2,4-diamine"
3,CCOC(=O)CCC(NC(=O)C1=CC=C(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)C=C1)C(=O)OCC,CCOC(=O)CCC(NC(=O)c1ccc(NCc2ccc3[nH]c(=N)[nH]c(=N)c3c2C)cc1)C(=O)OCC,"InChI=1S/C26H32N6O5/c1-4-36-21(33)13-12-20(25(35)37-5-2)30-24(34)16-6-9-18(10-7-16)29-14-17-8-11-19-22(15(17)3)23(27)32-26(28)31-19/h6-11,20,29H,4-5,12-14H2,1-3H3,(H,30,34)(H4,27,28,31,32)",FIITZYADNJQCEM-UHFFFAOYSA-N,DTXSID70330604,DSSTox_Substance_Id,DTXSID70330604,"diethyl 2-[[4-[(2,4-diamino-5-methylquinazolin-6-yl)methylamino]benzoyl]amino]pentanedioate"
4,CC1=C(NCC2=CC=C(C=C2)C(=O)NC(CCC(O)=O)C(O)=O)C=CC2=C1C(=O)N=C(N)N2,Cc1c(NCc2ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc2)ccc2[nH]c(=N)[nH]c(=O)c12,"InChI=1S/C22H23N5O6/c1-11-14(6-7-15-18(11)20(31)27-22(23)26-15)24-10-12-2-4-13(5-3-12)19(30)25-16(21(32)33)8-9-17(28)29/h2-7,16,24H,8-10H2,1H3,(H,25,30)(H,28,29)(H,32,33)(H3,23,26,27,31)",PWDUHBWWDCSSPY-UHFFFAOYSA-N,DTXSID40314870,DSSTox_Substance_Id,DTXSID40314870,2-[[4-[[(2-amino-5-methyl-4-oxo-3H-quinazolin-6-yl)amino]methyl]benzoyl]amino]pentanedioic acid
5,CS(=O)(=O)C1=CC2=C(C=C1)N=C(N)S2,CS(=O)(=O)c1ccc2[nH]c(=N)sc2c1,"InChI=1S/C8H8N2O2S2/c1-14(11,12)5-2-3-6-7(4-5)13-8(9)10-6/h2-4H,1H3,(H2,9,10)",ZYHNHJAMVNINSY-UHFFFAOYSA-N,DTXSID4051796,DSSTox_Substance_Id,DTXSID4051796,6-(Methylsulfonyl)-2-benzothiazolamine
6,NC1=NC(=O)NC2=CC=CC=C12,N=c1[nH]c(=O)[nH]c2ccccc12,"InChI=1S/C8H7N3O/c9-7-5-3-1-2-4-6(5)10-8(12)11-7/h1-4H,(H3,9,10,11,12)",NXBWFXMEJVOABP-UHFFFAOYSA-N,DTXSID60474748,DSSTox_Substance_Id,DTXSID60474748,4-aminoquinazolin-2-ol
7,NC1=NC(=S)C2=C(N1)C=CC(SC1=CC3=CC=CC=C3C=C1)=C2,N=c1[nH]c(=S)c2cc(Sc3ccc4ccccc4c3)ccc2[nH]1,"InChI=1S/C18H13N3S2/c19-18-20-16-8-7-14(10-15(16)17(22)21-18)23-13-6-5-11-3-1-2-4-12(11)9-13/h1-10H,(H3,19,20,21,22)",XZPFNKSRMYMMDE-UHFFFAOYSA-N,DTXSID30658078,DSSTox_Substance_Id,DTXSID30658078,2-Amino-6-[(naphthalen-2-yl)sulfanyl]quinazoline-4(1H)-thione
8,NC1=NC(=S)C2=C(N1)C=CC(=C2)S(=O)(=O)C1=CC2=CC=CC=C2C=C1,N=c1[nH]c(=S)c2cc(S(=O)(=O)c3ccc4ccccc4c3)ccc2[nH]1,"InChI=1S/C18H13N3O2S2/c19-18-20-16-8-7-14(10-15(16)17(24)21-18)25(22,23)13-6-5-11-3-1-2-4-12(11)9-13/h1-10H,(H3,19,20,21,24)",VIMUUMAJCABKSJ-UHFFFAOYSA-N,DTXSID90418690,DSSTox_Substance_Id,DTXSID90418690,AC1NSWQI
9,CC1=C(CNC2=CC=C(C=C2)C(=O)NC(CC(O)=O)CC(O)=O)C=CC2=C1C(N)=NC(N)=N2,Cc1c(CNc2ccc(C(=O)NC(CC(=O)O)CC(=O)O)cc2)ccc2[nH]c(=N)[nH]c(=N)c12,"InChI=1S/C22H24N6O5/c1-11-13(4-7-16-19(11)20(23)28-22(24)27-16)10-25-14-5-2-12(3-6-14)21(33)26-15(8-17(29)30)9-18(31)32/h2-7,15,25H,8-10H2,1H3,(H,26,33)(H,29,30)(H,31,32)(H4,23,24,27,28)",WSUHKUHBZFBXJE-UHFFFAOYSA-N,DTXSID50220115,DSSTox_Substance_Id,DTXSID50220115,"Pentanedioic acid, 3-((4-(((2,4-diamino-5-methyl-6-quinazolinyl)methyl)amino)benzoyl)amino)-"
10,NC1=NC2=C(C=C(C=C2)S(=O)(=O)C2=CC(Cl)=C(Cl)C=C2)C(N)=N1,N=c1[nH]c(=N)c2cc(S(=O)(=O)c3ccc(Cl)c(Cl)c3)ccc2[nH]1,"InChI=1S/C14H10Cl2N4O2S/c15-10-3-1-8(6-11(10)16)23(21,22)7-2-4-12-9(5-7)13(17)20-14(18)19-12/h1-6H,(H4,17,18,19,20)",FQPCGSYKAFBZTI-UHFFFAOYSA-N,DTXSID10316705,DSSTox_Substance_Id,DTXSID10316705,"6-(3,4-Dichlorobenzene-1-sulfonyl)quinazoline-2,4-diamine"
