,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,COC(=O)C1=CCCN(C)C1,COC(=O)C1=CCCN(C)C1,"InChI=1S/C8H13NO2/c1-9-5-3-4-7(6-9)8(10)11-2/h4H,3,5-6H2,1-2H3",HJJPJSXJAXAIPN-UHFFFAOYSA-N,425,DTXSID3022617,DSSTox_Substance_Id,DTXSID3022617,Arecoline
1,C[N+]1(C)CCC(CC1)OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,C[N+]1(C)CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1,"InChI=1S/C21H26NO2/c1-22(2)15-13-19(14-16-22)24-21(23)20(17-9-5-3-6-10-17)18-11-7-4-8-12-18/h3-12,19-20H,13-16H2,1-2H3/q+1",HYJRTXSYDAFGJK-UHFFFAOYSA-N,426,DTXSID70231086,DSSTox_Substance_Id,DTXSID70231086,"4-Diphenylacetoxy-1,1-dimethylpiperidinium"
2,C[C@H](NC(=O)C(C)(C)OC1=NC=C(C=C1)C(F)(F)F)[C@@H](CC1=CC=C(Cl)C=C1)C1=CC=CC(=C1)C#N,CC(NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)C(Cc1ccc(Cl)cc1)c1cccc(C#N)c1,"InChI=1S/C27H25ClF3N3O2/c1-17(34-25(35)26(2,3)36-24-12-9-21(16-33-24)27(29,30)31)23(14-18-7-10-22(28)11-8-18)20-6-4-5-19(13-20)15-32/h4-13,16-17,23H,14H2,1-3H3,(H,34,35)",QLYKJCMUNUWAGO-UHFFFAOYSA-N,427,DTXSID60220464,DSSTox_Substance_Id,DTXSID60220464,Taranabant
3,OC1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=C(F)C=C1)C1=CC=NC=C1,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,"InChI=1S/C20H14FN3O/c21-16-5-1-13(2-6-16)18-19(14-9-11-22-12-10-14)24-20(23-18)15-3-7-17(25)8-4-15/h1-12,25H,(H,23,24)",QHKYPYXTTXKZST-UHFFFAOYSA-N,428,DTXSID7041120,DSSTox_Substance_Id,DTXSID7041120,SB 202190
4,CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"InChI=1S/C26H28Cl2N4O4/c1-19(33)31-10-12-32(13-11-31)21-3-5-22(6-4-21)34-15-23-16-35-26(36-23,17-30-9-8-29-18-30)24-7-2-20(27)14-25(24)28/h2-9,14,18,23H,10-13,15-17H2,1H3",XMAYWYJOQHXEEK-UHFFFAOYSA-N,429,DTXSID7029879,DSSTox_Substance_Id,DTXSID7029879,Ketoconazole
5,CC(C)(C(=O)C1=CN=CC=C1)C1=CN=CC=C1,CC(C)(C(=O)c1cccnc1)c1cccnc1,"InChI=1S/C14H14N2O/c1-14(2,12-6-4-8-16-10-12)13(17)11-5-3-7-15-9-11/h3-10H,1-2H3",FJLBFSROUSIWMA-UHFFFAOYSA-N,430,DTXSID1023314,DSSTox_Substance_Id,DTXSID1023314,Metyrapone
6,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=C3C=CC=C4)CC1)C(=O)N2,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,"InChI=1S/C22H24ClN5O2/c23-15-6-7-20-18(14-15)25-22(30)28(20)16-8-12-26(13-9-16)10-3-11-27-19-5-2-1-4-17(19)24-21(27)29/h1-2,4-7,14,16H,3,8-13H2,(H,24,29)(H,25,30)",FGXWKSZFVQUSTL-UHFFFAOYSA-N,431,DTXSID1045116,DSSTox_Substance_Id,DTXSID1045116,Domperidone
7,COC1=CC=C2C(NC3=C(C)N=CC=C23)=C1,COc1ccc2c(c1)[nH]c1c(C)nccc12,"InChI=1S/C13H12N2O/c1-8-13-11(5-6-14-8)10-4-3-9(16-2)7-12(10)15-13/h3-7,15H,1-2H3",BXNJHAXVSOCGBA-UHFFFAOYSA-N,432,DTXSID30196066,DSSTox_Substance_Id,DTXSID30196066,Harmine
8,COC1=C(NC2=NC=C(Cl)C(OC3=CC=CC(NC(=O)C=C)=C3)=N2)C=CC(=C1)N1CCN(C)CC1,C=CC(=O)Nc1cccc(Oc2[nH]c(=Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,"InChI=1S/C25H27ClN6O3/c1-4-23(33)28-17-6-5-7-19(14-17)35-24-20(26)16-27-25(30-24)29-21-9-8-18(15-22(21)34-3)32-12-10-31(2)11-13-32/h4-9,14-16H,1,10-13H2,2-3H3,(H,28,33)(H,27,29,30)",ITTRLTNMFYIYPA-UHFFFAOYSA-N,433,DTXSID30153230,DSSTox_Substance_Id,DTXSID30153230,WZ-4002
9,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1C[C@@H](O)[C@@H]2O,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,"InChI=1S/C18H24O3/c1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h3,5,8,13-17,19-21H,2,4,6-7,9H2,1H3",PROQIPRRNZUXQM-UHFFFAOYSA-N,434,DTXSID9022366,DSSTox_Substance_Id,DTXSID9022366,Estriol
10,CCCCCCCCCC1=CC=C(O)C=C1,CCCCCCCCCc1ccc(O)cc1,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-9-14-10-12-15(16)13-11-14/h10-13,16H,2-9H2,1H3",IGFHQQFPSIBGKE-UHFFFAOYSA-N,435,DTXSID5033836,DSSTox_Substance_Id,DTXSID5033836,4-Nonylphenol
11,C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC1CCCC(=O)CCC=CCc2cc(O)cc(O)c2C(=O)O1,"InChI=1S/C18H22O5/c1-12-6-5-9-14(19)8-4-2-3-7-13-10-15(20)11-16(21)17(13)18(22)23-12/h2-3,10-12,20-21H,4-9H2,1H3",OBZMXIHZRUNYOT-UHFFFAOYSA-N,436,DTXSID0021460,DSSTox_Substance_Id,DTXSID0021460,Zearalenone
12,[H]C1=CC(O)=CC2=C1C(=O)C(=CO2)C1=CC=C(O)C=C1,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,"InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-8,16-17H",ZQSIJRDFPHDXIC-UHFFFAOYSA-N,437,DTXSID9022310,DSSTox_Substance_Id,DTXSID9022310,Daidzein
