,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,"InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H",XEFQLINVKFYRCS-UHFFFAOYSA-N,DTXSID5032498,DSSTox_Substance_Id,DTXSID5032498,Triclosan
1,N[C@@H](CCC(=O)N[C@@H](CSN=O)C(=O)NCC(O)=O)C(O)=O,NC(CCC(=O)NC(CSN=O)C(=O)NCC(=O)O)C(=O)O,"InChI=1S/C10H16N4O7S/c11-5(10(19)20)1-2-7(15)13-6(4-22-14-21)9(18)12-3-8(16)17/h5-6H,1-4,11H2,(H,12,18)(H,13,15)(H,16,17)(H,19,20)",HYHSBSXUHZOYLX-UHFFFAOYSA-N,DTXSID1040613,DSSTox_Substance_Id,DTXSID1040613,S-Nitrosoglutathione
2,O=C(C1=CC=CC=C1)C1=CC=NC=C1,O=C(c1ccccc1)c1ccncc1,InChI=1S/C12H9NO/c14-12(10-4-2-1-3-5-10)11-6-8-13-9-7-11/h1-9H,SKFLCXNDKRUHTA-UHFFFAOYSA-N,DTXSID6022262,DSSTox_Substance_Id,DTXSID6022262,4-Benzoylpyridine
3,OCCNCCN1C2=C(C(=O)C3=CC=CC=C23)C2=CC=CC=C2C1=O,O=C1c2ccccc2-c2c1c1ccccc1c(=O)n2CCNCCO,"InChI=1S/C20H18N2O3/c23-12-10-21-9-11-22-18-14-6-2-3-7-15(14)19(24)17(18)13-5-1-4-8-16(13)20(22)25/h1-8,21,23H,9-12H2",LRHPCRBOMKRVOA-UHFFFAOYSA-N,DTXSID00163967,DSSTox_Substance_Id,DTXSID00163967,Oracine
4,CCCC(=O)C(C)=O,CCCC(=O)C(C)=O,"InChI=1S/C6H10O2/c1-3-4-6(8)5(2)7/h3-4H2,1-2H3",MWVFCEVNXHTDNF-UHFFFAOYSA-N,DTXSID2047066,DSSTox_Substance_Id,DTXSID2047066,"2,3-Hexanedione"
5,OC(=O)CCC1=CNC2=CC=CC=C12,O=C(O)CCc1c[nH]c2ccccc12,"InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14)",GOLXRNDWAUTYKT-UHFFFAOYSA-N,DTXSID7061192,DSSTox_Substance_Id,DTXSID7061192,1H-Indole-3-propanoic acid
6,OC(=O)\C=C\C1=CNC2=CC=CC=C12,O=C(O)C=Cc1c[nH]c2ccccc12,"InChI=1S/C11H9NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-7,12H,(H,13,14)",PLVPPLCLBIEYEA-UHFFFAOYSA-N,DTXSID90184060,DSSTox_Substance_Id,DTXSID90184060,trans-3-Indoleacrylic acid
7,OCC(O)CO,OCC(O)CO,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",PEDCQBHIVMGVHV-UHFFFAOYSA-N,DTXSID9020663,DSSTox_Substance_Id,DTXSID9020663,Glycerol
8,OC(=O)C(=O)CC1=CNC2=C1C=CC=C2,O=C(O)C(=O)Cc1c[nH]c2ccccc12,"InChI=1S/C11H9NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,12H,5H2,(H,14,15)",RSTKLPZEZYGQPY-UHFFFAOYSA-N,DTXSID3042053,DSSTox_Substance_Id,DTXSID3042053,Indole-3-pyruvic acid
9,COC1=CC2=C(NC(C(O)=O)=C2CCC(O)=O)C=C1,COc1ccc2[nH]c(C(=O)O)c(CCC(=O)O)c2c1,"InChI=1S/C13H13NO5/c1-19-7-2-4-10-9(6-7)8(3-5-11(15)16)12(14-10)13(17)18/h2,4,6,14H,3,5H2,1H3,(H,15,16)(H,17,18)",GOWUBWYAUQFOOY-UHFFFAOYSA-N,DTXSID00359444,DSSTox_Substance_Id,DTXSID00359444,3-(2-carboxyethyl)-5-methoxy-1H-indole-2-carboxylic acid
