,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,OC1=CC=C(CCN2CCCCC2)C=C1,Oc1ccc(CCN2CCCCC2)cc1,"InChI=1S/C13H19NO/c15-13-6-4-12(5-7-13)8-11-14-9-2-1-3-10-14/h4-7,15H,1-3,8-11H2",CEHROLDZFZBIBK-UHFFFAOYSA-N,DTXSID20293932,DSSTox_Substance_Id,DTXSID20293932,4-[2-(piperidin-1-yl)ethyl]phenol
1,CC(=O)N1CC2=CC=CC=C2CC1C(O)=O,CC(=O)N1Cc2ccccc2CC1C(=O)O,"InChI=1S/C12H13NO3/c1-8(14)13-7-10-5-3-2-4-9(10)6-11(13)12(15)16/h2-5,11H,6-7H2,1H3,(H,15,16)",CNBQGXOEOOVTPA-UHFFFAOYSA-N,DTXSID00391268,DSSTox_Substance_Id,DTXSID00391268,"2-acetyl-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid"
2,OC(=O)C1=C(C=CC=C1)N=NC1=CC=C(O)C=C1,O=C(O)c1ccccc1N=Nc1ccc(O)cc1,"InChI=1S/C13H10N2O3/c16-10-7-5-9(6-8-10)14-15-12-4-2-1-3-11(12)13(17)18/h1-8,16H,(H,17,18)",DWQOTEPNRWVUDA-UHFFFAOYSA-N,DTXSID9061837,DSSTox_Substance_Id,DTXSID9061837,2-(p-Hydroxyphenylazo)benzoic acid
3,OC(=O)C1=CC=C(Cl)N=C1,O=C(O)c1ccc(Cl)nc1,"InChI=1S/C6H4ClNO2/c7-5-2-1-4(3-8-5)6(9)10/h1-3H,(H,9,10)",UAWMVMPAYRWUFX-UHFFFAOYSA-N,DTXSID6063775,DSSTox_Substance_Id,DTXSID6063775,6-Chloronicotinic acid
4,OC1=CC(=CC(O)=C1O)C(=O)OC1=CC=CC=C1,O=C(Oc1ccccc1)c1cc(O)c(O)c(O)c1,"InChI=1S/C13H10O5/c14-10-6-8(7-11(15)12(10)16)13(17)18-9-4-2-1-3-5-9/h1-7,14-16H",HBZMQFJTPHSKNH-UHFFFAOYSA-N,DTXSID40318656,DSSTox_Substance_Id,DTXSID40318656,phenyl gallate
5,CC(C)(C)C1CCC2=C(C1)C(=NN2)C(O)=O,CC(C)(C)C1CCc2[nH]nc(C(=O)O)c2C1,"InChI=1S/C12H18N2O2/c1-12(2,3)7-4-5-9-8(6-7)10(11(15)16)14-13-9/h7H,4-6H2,1-3H3,(H,13,14)(H,15,16)",SUXLFEALYPIVJT-UHFFFAOYSA-N,DTXSID60390530,DSSTox_Substance_Id,DTXSID60390530,"5-tert-butyl-4,5,6,7-tetrahydro-1H-indazole-3-carboxylic acid"
6,COC1=CC2=C(SC3=CC=CC(NCCN(C)C)=C3C2=O)C=C1,COc1ccc2sc3cccc(NCCN(C)C)c3c(=O)c2c1,"InChI=1S/C18H20N2O2S/c1-20(2)10-9-19-14-5-4-6-16-17(14)18(21)13-11-12(22-3)7-8-15(13)23-16/h4-8,11,19H,9-10H2,1-3H3",LXACNBOGQYSBSG-UHFFFAOYSA-N,DTXSID60321440,DSSTox_Substance_Id,DTXSID60321440,MLS003171335
7,CC1=CC2=NNC(=O)N2C(C)=C1,Cc1cc(C)n2c(=O)[nH]nc2c1,"InChI=1S/C8H9N3O/c1-5-3-6(2)11-7(4-5)9-10-8(11)12/h3-4H,1-2H3,(H,10,12)",ONLSPZUKGVNLAT-UHFFFAOYSA-N,DTXSID80197745,DSSTox_Substance_Id,DTXSID80197745,"5,7-Dimethyl(1,2,4)triazolo(4,3-a)pyridin-3(2H)-one"
8,O=C1NC(=S)NC=C1OC1=CC=CC=C1,O=c1[nH]c(=S)[nH]cc1Oc1ccccc1,"InChI=1S/C10H8N2O2S/c13-9-8(6-11-10(15)12-9)14-7-4-2-1-3-5-7/h1-6H,(H2,11,12,13,15)",RIIFDWLMPIDKQX-UHFFFAOYSA-N,DTXSID70393436,DSSTox_Substance_Id,DTXSID70393436,MLS002693991
9,CN1C2=C(N(CC(=O)N3CCN(CC3)C3=CC=C(C=C3)[N+]([O-])=O)C=N2)C(=O)N(C)C1=O,Cn1c(=O)c2c(ncn2CC(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)n(C)c1=O,"InChI=1S/C19H21N7O5/c1-21-17-16(18(28)22(2)19(21)29)25(12-20-17)11-15(27)24-9-7-23(8-10-24)13-3-5-14(6-4-13)26(30)31/h3-6,12H,7-11H2,1-2H3",BGZYPADYURYJQJ-UHFFFAOYSA-N,DTXSID80386859,DSSTox_Substance_Id,DTXSID80386859,CBMicro_007390
10,OC(=O)C1=CC=C(NC1=O)C1=CC=CC=C1,O=C(O)c1ccc(-c2ccccc2)[nH]c1=O,"InChI=1S/C12H9NO3/c14-11-9(12(15)16)6-7-10(13-11)8-4-2-1-3-5-8/h1-7H,(H,13,14)(H,15,16)",MHFTTYLYTCCJGW-UHFFFAOYSA-N,DTXSID90377612,DSSTox_Substance_Id,DTXSID90377612,"2-oxo-6-phenyl-1,2-dihydropyridine-3-carboxylic acid"
11,Cl.N[C@@H](CCC(O)=O)C(O)=O,NC(CCC(=O)O)C(=O)O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)",WHUUTDBJXJRKMK-UHFFFAOYSA-N,DTXSID6047155,DSSTox_Substance_Id,DTXSID6047155,L-Glutamic acid hydrochloride
12,CN1C(=S)NN=C1C1=CC=CO1,Cn1c(-c2ccco2)n[nH]c1=S,"InChI=1S/C7H7N3OS/c1-10-6(8-9-7(10)12)5-3-2-4-11-5/h2-4H,1H3,(H,9,12)",DGJGYKBNBLOGSA-UHFFFAOYSA-N,DTXSID70352023,DSSTox_Substance_Id,DTXSID70352023,"5-(2-furyl)-4-methyl-4H-1,2,4-triazole-3-thiol"
13,CN1CCN(CC1)C1=NC(=NC2=CC=CC=C12)C1=CC=C(Cl)C=C1,CN1CCN(c2nc(-c3ccc(Cl)cc3)nc3ccccc23)CC1,"InChI=1S/C19H19ClN4/c1-23-10-12-24(13-11-23)19-16-4-2-3-5-17(16)21-18(22-19)14-6-8-15(20)9-7-14/h2-9H,10-13H2,1H3",ZATIXFIANBVNRV-UHFFFAOYSA-N,DTXSID40351967,DSSTox_Substance_Id,DTXSID40351967,2-(4-chlorophenyl)-4-(4-methylpiperazin-1-yl)quinazoline
14,COC1=C(C)C2=C(OC3=C(C(C)=CC(O)=C3C=O)C(=O)O2)C(=C1)C(O)=O,COc1cc(C(=O)O)c2c(c1C)OC(=O)c1c(C)cc(O)c(C=O)c1O2,"InChI=1S/C18H14O8/c1-7-4-11(20)10(6-19)15-13(7)18(23)26-14-8(2)12(24-3)5-9(17(21)22)16(14)25-15/h4-6,20H,1-3H3,(H,21,22)",FUCWJKJZOHOLEO-UHFFFAOYSA-N,DTXSID70223264,DSSTox_Substance_Id,DTXSID70223264,Parellic acid
15,CCCC1CC(CCO1)C1=CSC(N)=N1,CCCC1CC(c2csc(=N)[nH]2)CCO1,"InChI=1S/C11H18N2OS/c1-2-3-9-6-8(4-5-14-9)10-7-15-11(12)13-10/h7-9H,2-6H2,1H3,(H2,12,13)",SIINGJBLYGBGDL-UHFFFAOYSA-N,DTXSID40342416,DSSTox_Substance_Id,DTXSID40342416,4-(2-Propyl-tetrahydro-pyran-4-yl)-thiazol-2-ylamine
16,CC1=CC=C(C)N1C1=CC=C(C=C1)C(=O)NN,Cc1ccc(C)n1-c1ccc(C(=O)NN)cc1,"InChI=1S/C13H15N3O/c1-9-3-4-10(2)16(9)12-7-5-11(6-8-12)13(17)15-14/h3-8H,14H2,1-2H3,(H,15,17)",HJLBBIMOIDHHIB-UHFFFAOYSA-N,DTXSID30351512,DSSTox_Substance_Id,DTXSID30351512,"4-(2,5-dimethylpyrrol-1-yl)benzohydrazide"
17,OC1=C(C=C(C(=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O)[N+]([O-])=O,O=[N+]([O-])c1cc([N+](=O)[O-])c(C(F)(F)F)c([N+](=O)[O-])c1O,"InChI=1S/C7H2F3N3O7/c8-7(9,10)4-2(11(15)16)1-3(12(17)18)6(14)5(4)13(19)20/h1,14H",KFQBCDZWGSUGLD-UHFFFAOYSA-N,DTXSID70326421,DSSTox_Substance_Id,DTXSID70326421,MLS003373857
18,OC1=CC=CC=C1C(=O)NN=C1CCCC1,O=C(NN=C1CCCC1)c1ccccc1O,"InChI=1S/C12H14N2O2/c15-11-8-4-3-7-10(11)12(16)14-13-9-5-1-2-6-9/h3-4,7-8,15H,1-2,5-6H2,(H,14,16)",IHEMBCPCLDZDBM-UHFFFAOYSA-N,DTXSID80309689,DSSTox_Substance_Id,DTXSID80309689,N-(cyclopentylideneamino)-2-hydroxybenzamide
19,NC(=O)C1=C(C=CC(N)=C1)N1CCCCC1,NC(=O)c1cc(N)ccc1N1CCCCC1,"InChI=1S/C12H17N3O/c13-9-4-5-11(10(8-9)12(14)16)15-6-2-1-3-7-15/h4-5,8H,1-3,6-7,13H2,(H2,14,16)",LUAYPIWXMDEQHJ-UHFFFAOYSA-N,DTXSID70357134,DSSTox_Substance_Id,DTXSID70357134,5-Amino-2-piperidin-1-yl-benzamide
20,COC1=CC=CC=C1NCCC#N,COc1ccccc1NCCC#N,"InChI=1S/C10H12N2O/c1-13-10-6-3-2-5-9(10)12-8-4-7-11/h2-3,5-6,12H,4,8H2,1H3",LUIMFCWRORVFTC-UHFFFAOYSA-N,DTXSID80367986,DSSTox_Substance_Id,DTXSID80367986,3-(2-Methoxyanilino)propanenitrile
21,CC1=CC=C(C)N1NC(=O)CN(CC=C)CC=C,C=CCN(CC=C)CC(=O)Nn1c(C)ccc1C,"InChI=1S/C14H21N3O/c1-5-9-16(10-6-2)11-14(18)15-17-12(3)7-8-13(17)4/h5-8H,1-2,9-11H2,3-4H3,(H,15,18)",LJJAJDMZXHQKFD-UHFFFAOYSA-N,DTXSID40174653,DSSTox_Substance_Id,DTXSID40174653,"Acetamide, 2-(diallylamino)-N-(2,5-dimethylpyrrol-1-yl)-"
22,O=C1NC(=O)C(=CC2=CC=CS2)C(=O)N1,O=C1NC(=O)C(=Cc2cccs2)C(=O)N1,"InChI=1S/C9H6N2O3S/c12-7-6(4-5-2-1-3-15-5)8(13)11-9(14)10-7/h1-4H,(H2,10,11,12,13,14)",VNCNRGORRVUAOZ-UHFFFAOYSA-N,DTXSID70294333,DSSTox_Substance_Id,DTXSID70294333,MLS002695339
23,CC(SC1=NN=NN1C1CCCCC1)C(O)=O,CC(Sc1nnnn1C1CCCCC1)C(=O)O,"InChI=1S/C10H16N4O2S/c1-7(9(15)16)17-10-11-12-13-14(10)8-5-3-2-4-6-8/h7-8H,2-6H2,1H3,(H,15,16)",ZUJQHSWZNUSBNZ-UHFFFAOYSA-N,DTXSID90337736,DSSTox_Substance_Id,DTXSID90337736,2-(1-Cyclohexyl-1H-tetrazol-5-ylsulfanyl)-propionic acid
24,CC1=CC=C(C=C1)C1=NC=NS1,Cc1ccc(-c2ncns2)cc1,"InChI=1S/C9H8N2S/c1-7-2-4-8(5-3-7)9-10-6-11-12-9/h2-6H,1H3",AMMKYYUZGBXXKP-UHFFFAOYSA-N,DTXSID70372327,DSSTox_Substance_Id,DTXSID70372327,"5-(4-methylphenyl)-1,2,4-thiadiazole"
