,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,CCOC1=CC2=C(NC(C)=CC2=O)C=C1,CCOc1ccc2[nH]c(C)cc(=O)c2c1,"InChI=1S/C12H13NO2/c1-3-15-9-4-5-11-10(7-9)12(14)6-8(2)13-11/h4-7H,3H2,1-2H3,(H,13,14)",XRQJZFPDCHMABR-UHFFFAOYSA-N,DTXSID40352651,DSSTox_Substance_Id,DTXSID40352651,6-ethoxy-2-methylquinolin-4-ol
1,C(NC1=C2C=NN(C2=NC=N1)C1=CC=CC=C1)C1=CC=CO1,c1ccc(-n2ncc3c(=NCc4ccco4)[nH]cnc32)cc1,"InChI=1S/C16H13N5O/c1-2-5-12(6-3-1)21-16-14(10-20-21)15(18-11-19-16)17-9-13-7-4-8-22-13/h1-8,10-11H,9H2,(H,17,18,19)",RVWAKGRFWFNZQF-UHFFFAOYSA-N,DTXSID30277768,DSSTox_Substance_Id,DTXSID30277768,"N-(2-Furylmethyl)-1-phenyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine"
2,OCC#C,C#CCO,"InChI=1S/C3H4O/c1-2-3-4/h1,4H,3H2",TVDSBUOJIPERQY-UHFFFAOYSA-N,DTXSID5021883,DSSTox_Substance_Id,DTXSID5021883,Propargyl alcohol
3,COC1=C(OC)C=C(CCNCC2=CC=NC=C2)C=C1,COc1ccc(CCNCc2ccncc2)cc1OC,"InChI=1S/C16H20N2O2/c1-19-15-4-3-13(11-16(15)20-2)5-10-18-12-14-6-8-17-9-7-14/h3-4,6-9,11,18H,5,10,12H2,1-2H3",GIEPYANIVMIXIM-UHFFFAOYSA-N,DTXSID30366060,DSSTox_Substance_Id,DTXSID30366060,"2-(3,4-dimethoxyphenyl)-N-(pyridin-4-ylmethyl)ethanamine"
4,COC(=O)CCCCCCCC=C,C=CCCCCCCCC(=O)OC,"InChI=1S/C11H20O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h3H,1,4-10H2,2H3",SBIGSHCJXYGFMX-UHFFFAOYSA-N,DTXSID30365139,DSSTox_Substance_Id,DTXSID30365139,methyl 9-decenoate
5,OC(=O)C1=CC=C(NC(=S)NC2=CC=CC=C2)C=C1,O=C(O)c1ccc(NC(=S)Nc2ccccc2)cc1,"InChI=1S/C14H12N2O2S/c17-13(18)10-6-8-12(9-7-10)16-14(19)15-11-4-2-1-3-5-11/h1-9H,(H,17,18)(H2,15,16,19)",YZKFAIKNFGGKER-UHFFFAOYSA-N,DTXSID60153566,DSSTox_Substance_Id,DTXSID60153566,"Benzoic acid, 4-(((phenylamino)thioxomethyl)amino)-"
6,O=C(NC1CCCC1)C(N(C1CCCC1)C(=O)C1=CSN=N1)C1=CC=NC=C1,O=C(NC1CCCC1)C(c1ccncc1)N(C(=O)c1csnn1)C1CCCC1,"InChI=1S/C20H25N5O2S/c26-19(22-15-5-1-2-6-15)18(14-9-11-21-12-10-14)25(16-7-3-4-8-16)20(27)17-13-28-24-23-17/h9-13,15-16,18H,1-8H2,(H,22,26)",VQUUHACPZXVARW-UHFFFAOYSA-N,DTXSID10390469,DSSTox_Substance_Id,DTXSID10390469,AC1MLMES
7,C=CCN1C(=S)NN=C1C1=CC=CO1,C=CCn1c(-c2ccco2)n[nH]c1=S,"InChI=1S/C9H9N3OS/c1-2-5-12-8(10-11-9(12)14)7-4-3-6-13-7/h2-4,6H,1,5H2,(H,11,14)",YSDWGZLERHARHG-UHFFFAOYSA-N,DTXSID50351650,DSSTox_Substance_Id,DTXSID50351650,"5-(Furan-2-yl)-4-(prop-2-en-1-yl)-2,4-dihydro-3H-1,2,4-triazole-3-thione"
8,COC1=C(OC)C=C(C=C1)C(=O)NC1=CC=CC(=C1)C(C)=O,COc1ccc(C(=O)Nc2cccc(C(C)=O)c2)cc1OC,"InChI=1S/C17H17NO4/c1-11(19)12-5-4-6-14(9-12)18-17(20)13-7-8-15(21-2)16(10-13)22-3/h4-10H,1-3H3,(H,18,20)",VCNDIQAPSXXUTG-UHFFFAOYSA-N,DTXSID30366803,DSSTox_Substance_Id,DTXSID30366803,"N-(3-acetylphenyl)-3,4-dimethoxybenzamide"
9,CN(C)C1=NC(=NC(NC2=CC=CC=C2)=N1)N(C)C,CN(C)c1nc(=Nc2ccccc2)nc(N(C)C)[nH]1,"InChI=1S/C13H18N6/c1-18(2)12-15-11(16-13(17-12)19(3)4)14-10-8-6-5-7-9-10/h5-9H,1-4H3,(H,14,15,16,17)",DREJSFACDNYYQZ-UHFFFAOYSA-N,DTXSID80360215,DSSTox_Substance_Id,DTXSID80360215,BAS 07769561
