,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,N#CC1=CC(=CC=C1)N1C=C(N=N1)C1=CC=CC=N1,N#Cc1cccc(-n2cc(-c3ccccn3)nn2)c1,"InChI=1S/C14H9N5/c15-9-11-4-3-5-12(8-11)19-10-14(17-18-19)13-6-1-2-7-16-13/h1-8,10H",NUAUHFOOUOUZDG-UHFFFAOYSA-N,DTXSID90437048,DSSTox_Substance_Id,DTXSID90437048,3-(4-pyridin-2-yltriazol-1-yl)benzonitrile
1,CN1CC(=O)N=C1NC(=O)NC1=CC=CC=C1,Cn1cc(O)[nH]c1=NC(=O)Nc1ccccc1,"InChI=1S/C11H12N4O2/c1-15-7-9(16)13-10(15)14-11(17)12-8-5-3-2-4-6-8/h2-7,16H,1H3,(H2,12,13,14,17)",GFTYQARKOHMLND-UHFFFAOYSA-N,DTXSID40613779,DSSTox_Substance_Id,DTXSID40613779,"N-(1-Methyl-4-oxo-4,5-dihydro-1H-imidazol-2-yl)-N'-phenylurea"
2,CCOC(=O)C1=C(N)SC(=C1C)C1=CC=CC=C1,CCOC(=O)c1c(N)sc(-c2ccccc2)c1C,"InChI=1S/C14H15NO2S/c1-3-17-14(16)11-9(2)12(18-13(11)15)10-7-5-4-6-8-10/h4-8H,3,15H2,1-2H3",FXPVOLWQNNGFHA-UHFFFAOYSA-N,DTXSID20350150,DSSTox_Substance_Id,DTXSID20350150,Ethyl 2-amino-4-methyl-5-phenylthiophene-3-carboxylate
3,C1=CC=C(C=C1)C#CC1=NC2=CC=CC=C2C=C1,C(#Cc1ccc2ccccc2n1)c1ccccc1,"InChI=1S/C17H11N/c1-2-6-14(7-3-1)10-12-16-13-11-15-8-4-5-9-17(15)18-16/h1-9,11,13H",OLIGWEDUXXPBHS-UHFFFAOYSA-N,DTXSID30506308,DSSTox_Substance_Id,DTXSID30506308,2-(Phenylethynyl)quinoline
4,CC(C)=CCC1=C(OC2=C(C(O)=CC(O)=C2[C@H]2C=C(C)C[C@H]([C@@H]2C(=O)C2=C(O)C=C(O)C=C2)C2=C(O)C=C(O)C=C2)C1=O)C1=C(O)C=C(O)C=C1,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c(C3C=C(C)CC(c4ccc(O)cc4O)C3C(=O)c3ccc(O)cc3O)c(O)cc(O)c2c1=O,"InChI=1S/C40H36O11/c1-18(2)4-8-26-38(50)36-33(48)17-32(47)35(40(36)51-39(26)25-11-7-22(43)16-31(25)46)28-13-19(3)12-27(23-9-5-20(41)14-29(23)44)34(28)37(49)24-10-6-21(42)15-30(24)45/h4-7,9-11,13-17,27-28,34,41-48H,8,12H2,1-3H3",APPXYONGBIXGRO-UHFFFAOYSA-N,DTXSID40226540,DSSTox_Substance_Id,DTXSID40226540,Kuwanon G
5,COC1=C(OC)C=C(C=C1)C1=C(C)C2=NC=CN=C2N1,COc1ccc(-c2[nH]c3nccnc3c2C)cc1OC,"InChI=1S/C15H15N3O2/c1-9-13(18-15-14(9)16-6-7-17-15)10-4-5-11(19-2)12(8-10)20-3/h4-8H,1-3H3,(H,17,18)",NOQBRRDCHJWUNA-UHFFFAOYSA-N,DTXSID10424874,DSSTox_Substance_Id,DTXSID10424874,"6-(3,4-dimethoxyphenyl)-7-methyl-5H-pyrrolo[2,3-b]pyrazine"
6,C(SC1=NN=C(O1)C1=CC=NC=C1)C1=CC=CC=C1,c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,"InChI=1S/C14H11N3OS/c1-2-4-11(5-3-1)10-19-14-17-16-13(18-14)12-6-8-15-9-7-12/h1-9H,10H2",JYGQRLOMJKRAQM-UHFFFAOYSA-N,DTXSID20355544,DSSTox_Substance_Id,DTXSID20355544,"Pyridine, 4-[5-[(phenylmethyl)thio]-1,3,4-oxadiazol-2-yl]-"
7,NC1=C(C=CC(NCCNC2=NC=C(C3=NC=CN3)C(=N2)C2=C(Cl)C=C(Cl)C=C2)=N1)[N+]([O-])=O,N=c1[nH]c(NCCN=c2nc(-c3ccc(Cl)cc3Cl)c(-c3ncc[nH]3)c[nH]2)ccc1[N+](=O)[O-],"InChI=1S/C20H17Cl2N9O2/c21-11-1-2-12(14(22)9-11)17-13(19-25-6-7-26-19)10-28-20(30-17)27-8-5-24-16-4-3-15(31(32)33)18(23)29-16/h1-4,6-7,9-10H,5,8H2,(H,25,26)(H3,23,24,29)(H,27,28,30)",NDFXSHIIGXVOKT-UHFFFAOYSA-N,DTXSID90433308,DSSTox_Substance_Id,DTXSID90433308,"N6-[2-[[4-(2,4-Dichlorophenyl)-5-(1H-imidazol-2-yl)-2-pyrimidinyl]amino]ethyl]-3-nitro-2,6-pyridinediamine"
8,CCN1C(=O)C(NC2=CC=C(OC)C=C2)=C(C1=O)C1=CC=CC=C1,CCN1C(=O)C(=Nc2ccc(OC)cc2)C(c2ccccc2)C1=O,"InChI=1S/C19H18N2O3/c1-3-21-18(22)16(13-7-5-4-6-8-13)17(19(21)23)20-14-9-11-15(24-2)12-10-14/h4-12,16H,3H2,1-2H3",RPLZMDXRKMOHKN-UHFFFAOYSA-N,DTXSID80647230,DSSTox_Substance_Id,DTXSID80647230,"1-Ethyl-3-(4-methoxyanilino)-4-phenyl-1H-pyrrole-2,5-dione"
9,[O-][N+](=O)C1=CC=C(C=C1)C(=O)CBr,O=C(CBr)c1ccc([N+](=O)[O-])cc1,"InChI=1S/C8H6BrNO3/c9-5-8(11)6-1-3-7(4-2-6)10(12)13/h1-4H,5H2",MBUPVGIGAMCMBT-UHFFFAOYSA-N,DTXSID9059202,DSSTox_Substance_Id,DTXSID9059202,2-Bromo-4'-nitroacetophenone
10,CN1C(=O)C(NCCC2=CC=C(F)C=C2)=C(C1=O)C1=C(C)NC2=CC=CC=C12,Cc1[nH]c2ccccc2c1-c1c(N=CCc2ccc(F)cc2)c(O)n(C)c1O,"InChI=1S/C22H20FN3O2/c1-13-18(16-5-3-4-6-17(16)25-13)19-20(22(28)26(2)21(19)27)24-12-11-14-7-9-15(23)10-8-14/h3-10,12,25,27-28H,11H2,1-2H3",HXPIXVZOFROXHG-UHFFFAOYSA-N,DTXSID20649091,DSSTox_Substance_Id,DTXSID20649091,"3-{[2-(4-Fluorophenyl)ethyl]amino}-1-methyl-4-(2-methyl-1H-indol-3-yl)-1H-pyrrole-2,5-dione"
11,COC1=CC=C(C=C1)C(=O)CBr,COc1ccc(C(=O)CBr)cc1,"InChI=1S/C9H9BrO2/c1-12-8-4-2-7(3-5-8)9(11)6-10/h2-5H,6H2,1H3",XQJAHBHCLXUGEP-UHFFFAOYSA-N,DTXSID20180934,DSSTox_Substance_Id,DTXSID20180934,Bromomethyl 4-methoxyphenyl ketone
12,O=C1CC(SC2=CC=CC=C2N1)C1=CC=CS1,O=C1CC(c2cccs2)Sc2ccccc2N1,"InChI=1S/C13H11NOS2/c15-13-8-12(11-6-3-7-16-11)17-10-5-2-1-4-9(10)14-13/h1-7,12H,8H2,(H,14,15)",LPKPHUUDFDWNPG-UHFFFAOYSA-N,DTXSID50402651,DSSTox_Substance_Id,DTXSID50402651,"2-(Thiophen-2-yl)-2,3-dihydro-1,5-benzothiazepin-4(5H)-one"
13,COC1=CC=C(C=C1)C1=C(C2=C(N)N=CN=C2O1)C1=CN=CC=C1,COc1ccc(-c2oc3[nH]cnc(=N)c3c2-c2cccnc2)cc1,"InChI=1S/C18H14N4O2/c1-23-13-6-4-11(5-7-13)16-14(12-3-2-8-20-9-12)15-17(19)21-10-22-18(15)24-16/h2-10H,1H3,(H2,19,21,22)",PXRQEGALPASNKW-UHFFFAOYSA-N,DTXSID70424895,DSSTox_Substance_Id,DTXSID70424895,"Furo[2,3-d]pyrimidin-4-amine, 6-(4-methoxyphenyl)-5-(3-pyridinyl)-"
14,CC(C)C1=CC(CN(C)C)=CC(C(C)C)=C1O,CC(C)c1cc(CN(C)C)cc(C(C)C)c1O,"InChI=1S/C15H25NO/c1-10(2)13-7-12(9-16(5)6)8-14(11(3)4)15(13)17/h7-8,10-11,17H,9H2,1-6H3",DEYFSRVIHDNQHT-UHFFFAOYSA-N,DTXSID40197701,DSSTox_Substance_Id,DTXSID40197701,"p-Cresol, alpha-(dimethylamino)-2,6-diisopropyl-"
15,[O-][N+](=O)C1=C(C=C2N=CC=NC2=C1)[N+]([O-])=O,O=[N+]([O-])c1cc2nccnc2cc1[N+](=O)[O-],InChI=1S/C8H4N4O4/c13-11(14)7-3-5-6(10-2-1-9-5)4-8(7)12(15)16/h1-4H,MRCFKNAXRGITFV-UHFFFAOYSA-N,DTXSID80369187,DSSTox_Substance_Id,DTXSID80369187,"6,7-dinitroquinoxaline"
