,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,CCCCCCCC(=O)C1=CC=C(O)C=C1,CCCCCCCC(=O)c1ccc(O)cc1,"InChI=1S/C14H20O2/c1-2-3-4-5-6-7-14(16)12-8-10-13(15)11-9-12/h8-11,15H,2-7H2,1H3",GPDYSJOGSNWMDZ-UHFFFAOYSA-N,DTXSID1062542,DSSTox_Substance_Id,DTXSID1062542,"1-Octanone, 1-(4-hydroxyphenyl)-"
1,CC1=C(Cl)C(=O)OC2=C1C=CC(O)=C2,Cc1c(Cl)c(=O)oc2cc(O)ccc12,"InChI=1S/C10H7ClO3/c1-5-7-3-2-6(12)4-8(7)14-10(13)9(5)11/h2-4,12H,1H3",ODZHLDRQCZXQFQ-UHFFFAOYSA-N,DTXSID8052724,DSSTox_Substance_Id,DTXSID8052724,3-Chloro-7-hydroxy-4-methyl-2-benzopyrone
2,CC1=C(CC2=CC=CC=C2)C(=O)OC2=CC(O)=CC=C12,Cc1c(Cc2ccccc2)c(=O)oc2cc(O)ccc12,"InChI=1S/C17H14O3/c1-11-14-8-7-13(18)10-16(14)20-17(19)15(11)9-12-5-3-2-4-6-12/h2-8,10,18H,9H2,1H3",IDFOCEQDKOOOER-UHFFFAOYSA-N,DTXSID5075361,DSSTox_Substance_Id,DTXSID5075361,3-Benzyl-4-methyl-7-hydroxycoumarin
3,OC1=CC2=C(C=C1)C(=CC(=O)O2)C(F)(F)F,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,"InChI=1S/C10H5F3O3/c11-10(12,13)7-4-9(15)16-8-3-5(14)1-2-6(7)8/h1-4,14H",CCKWMCUOHJAVOL-UHFFFAOYSA-N,DTXSID80206109,DSSTox_Substance_Id,DTXSID80206109,7-Hydroxy-4-trifluoromethylcoumarin
4,CC1=C(C#N)C(=O)OC2=C1C=CC(O)=C2,Cc1c(C#N)c(=O)oc2cc(O)ccc12,"InChI=1S/C11H7NO3/c1-6-8-3-2-7(13)4-10(8)15-11(14)9(6)5-12/h2-4,13H,1H3",GLGBPOSQDAZSIZ-UHFFFAOYSA-N,DTXSID00419830,DSSTox_Substance_Id,DTXSID00419830,3-Cyano-7-hydroxy-4-methylcoumarin
5,CCCCC(=O)C1=CC=C(O)C=C1,CCCCC(=O)c1ccc(O)cc1,"InChI=1S/C11H14O2/c1-2-3-4-11(13)9-5-7-10(12)8-6-9/h5-8,12H,2-4H2,1H3",ZKCJJGOOPOIZTE-UHFFFAOYSA-N,DTXSID6062541,DSSTox_Substance_Id,DTXSID6062541,"1-Pentanone, 1-(4-hydroxyphenyl)-"
6,CCCCCCCCCCCC(=O)C1=CC=C(O)C=C1,CCCCCCCCCCCC(=O)c1ccc(O)cc1,"InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-18(20)16-12-14-17(19)15-13-16/h12-15,19H,2-11H2,1H3",LQWPEACAJAMZQF-UHFFFAOYSA-N,DTXSID70342924,DSSTox_Substance_Id,DTXSID70342924,1-(4-hydroxyphenyl)dodecan-1-one
7,CCCC1=C(C)C2=C(OC1=O)C=C(O)C=C2,CCCc1c(C)c2ccc(O)cc2oc1=O,"InChI=1S/C13H14O3/c1-3-4-11-8(2)10-6-5-9(14)7-12(10)16-13(11)15/h5-7,14H,3-4H2,1-2H3",HKJUWQFMRNKNAF-UHFFFAOYSA-N,DTXSID50418752,DSSTox_Substance_Id,DTXSID50418752,7-hydroxy-4-methyl-3-propylchromen-2-one
8,CCCCCCC(=O)C1=CC=C(O)C=C1,CCCCCCC(=O)c1ccc(O)cc1,"InChI=1S/C13H18O2/c1-2-3-4-5-6-13(15)11-7-9-12(14)10-8-11/h7-10,14H,2-6H2,1H3",MAZPQHJYGKZQEA-UHFFFAOYSA-N,DTXSID40342072,DSSTox_Substance_Id,DTXSID40342072,4'-Hydroxyheptanophenone
9,OCC1=CC=CC=C1NS(=O)(=O)C1=CC=C(Cl)C=C1,O=S(=O)(Nc1ccccc1CO)c1ccc(Cl)cc1,"InChI=1S/C13H12ClNO3S/c14-11-5-7-12(8-6-11)19(17,18)15-13-4-2-1-3-10(13)9-16/h1-8,15-16H,9H2",NTRCTWQKMJAECQ-UHFFFAOYSA-N,DTXSID10353433,DSSTox_Substance_Id,DTXSID10353433,4-chloro-N-[2-(hydroxymethyl)phenyl]benzenesulfonamide
