,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,CN(C)C1=CC=C(C=C1)C(=O)NCCCCC(=O)NO,CN(C)c1ccc(C(=O)NCCCCC(O)=NO)cc1,"InChI=1S/C14H21N3O3/c1-17(2)12-8-6-11(7-9-12)14(19)15-10-4-3-5-13(18)16-20/h6-9,20H,3-5,10H2,1-2H3,(H,15,19)(H,16,18)",RMDLUKIPISOZHR-UHFFFAOYSA-N,DTXSID90274410,DSSTox_Substance_Id,DTXSID90274410,4-(dimethylamino)-N-[5-(hydroxyamino)-5-oxopentyl]benzamide
1,ONC(=O)CC1=CC=CC=C1,ON=C(O)Cc1ccccc1,"InChI=1S/C8H9NO2/c10-8(9-11)6-7-4-2-1-3-5-7/h1-5,11H,6H2,(H,9,10)",FPOQLQZHRCEVOT-UHFFFAOYSA-N,DTXSID80277490,DSSTox_Substance_Id,DTXSID80277490,N-HYDROXY-2-PHENYLACETAMIDE
2,ONC(=O)CCC1=CC=CC=C1,ON=C(O)CCc1ccccc1,"InChI=1S/C9H11NO2/c11-9(10-12)7-6-8-4-2-1-3-5-8/h1-5,12H,6-7H2,(H,10,11)",HYBGBWAPFWWJRE-UHFFFAOYSA-N,DTXSID20399509,DSSTox_Substance_Id,DTXSID20399509,N-hydroxy-3-phenylpropanamide
3,NC(=N)NC1=CC=C(C=C1)C(=O)OC1=CC2=C(C=C1)C=C(C=C2)C(N)=N,N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,"InChI=1S/C19H17N5O2/c20-17(21)14-2-1-13-10-16(8-5-12(13)9-14)26-18(25)11-3-6-15(7-4-11)24-19(22)23/h1-10H,(H3,20,21)(H4,22,23,24)",MQQNFDZXWVTQEH-UHFFFAOYSA-N,DTXSID0048420,DSSTox_Substance_Id,DTXSID0048420,Nafamstat
4,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,"InChI=1S/C25H48N6O8/c1-21(32)29(37)18-9-3-6-16-27-22(33)12-14-25(36)31(39)20-10-4-7-17-28-23(34)11-13-24(35)30(38)19-8-2-5-15-26/h37-39H,2-20,26H2,1H3,(H,27,33)(H,28,34)",UBQYURCVBFRUQT-UHFFFAOYSA-N,DTXSID7022887,DSSTox_Substance_Id,DTXSID7022887,Deferoxamine
5,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,O=C(C(O)CO)C(O)C(O)CO,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-5,7-11H,1-2H2",DWJZKGYQNOQQEZ-UHFFFAOYSA-N,DTXSID7022910,DSSTox_Substance_Id,DTXSID7022910,D-Glucose
6,[Cl-].[Cl-].[Fe++],[Fe+2],InChI=1S/Fe/q+2,CWYNVVGOOAEACU-UHFFFAOYSA-N,DTXSID9029695,DSSTox_Substance_Id,DTXSID9029695,Ferrous chloride
7,CC(O)=O.C[C@H](N)C(O)=O.NCCCC[C@H](N)C(O)=O.N[C@@H](CCC(O)=O)C(O)=O.N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,NC(Cc1ccc(O)cc1)C(=O)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)",OUYCCCASQSFEME-UHFFFAOYSA-N,DTXSID30163637,DSSTox_Substance_Id,DTXSID30163637,Glatiramer acetate
8,CC(O)(CC(O)=O)CC(O)=O,CC(O)(CC(=O)O)CC(=O)O,"InChI=1S/C6H10O5/c1-6(11,2-4(7)8)3-5(9)10/h11H,2-3H2,1H3,(H,7,8)(H,9,10)",NPOAOTPXWNWTSH-UHFFFAOYSA-N,DTXSID90198304,DSSTox_Substance_Id,DTXSID90198304,Meglutol
9,OC=O,O=CO,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",BDAGIHXWWSANSR-UHFFFAOYSA-N,DTXSID2024115,DSSTox_Substance_Id,DTXSID2024115,Formic acid
10,CCCCCCCC(=O)C1=C(CC(=O)OCC)C=C(O)C=C1O,CCCCCCCC(=O)c1c(O)cc(O)cc1CC(=O)OCC,"InChI=1S/C18H26O5/c1-3-5-6-7-8-9-15(20)18-13(11-17(22)23-4-2)10-14(19)12-16(18)21/h10,12,19,21H,3-9,11H2,1-2H3",UVVWQQKSNZLUQA-UHFFFAOYSA-N,DTXSID80443557,DSSTox_Substance_Id,DTXSID80443557,CYTOSPORONE B
11,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1,N=c1[nH]c(=O)c2ncn(C3OC(CO[PH](=O)(=O)O)C(O)C3O)c2[nH]1,"InChI=1S/C10H13N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,19,20,21)(H3,11,13,14,18)",UEXJHJMIABJNOA-UHFFFAOYSA-N,DTXSID9044295,DSSTox_Substance_Id,DTXSID9044295,5'-Guanylic acid
12,CC1=CC(CN2CCC(CC2)=C2C3=C(CCC4=C2N=CC=C4)C=C(Cl)C=C3)=CN=C1,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,"InChI=1S/C26H26ClN3/c1-18-13-19(16-28-15-18)17-30-11-8-20(9-12-30)25-24-7-6-23(27)14-22(24)5-4-21-3-2-10-29-26(21)25/h2-3,6-7,10,13-16H,4-5,8-9,11-12,17H2,1H3",WUZYKBABMWJHDL-UHFFFAOYSA-N,DTXSID00166534,DSSTox_Substance_Id,DTXSID00166534,Rupatadine
13,CC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,CC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,"InChI=1S/C21H21ClN2O/c1-14(25)24-11-8-15(9-12-24)20-19-7-6-18(22)13-17(19)5-4-16-3-2-10-23-21(16)20/h2-3,6-7,10,13H,4-5,8-9,11-12H2,1H3",FLTBEMVEAFMWDD-UHFFFAOYSA-N,DTXSID10151911,DSSTox_Substance_Id,DTXSID10151911,Sch 37370
14,CC1=NC=C(CCN)N1,Cc1nc(CCN)c[nH]1,"InChI=1S/C6H11N3/c1-5-8-4-6(9-5)2-3-7/h4H,2-3,7H2,1H3,(H,8,9)",XDKYTXBAVJELDQ-UHFFFAOYSA-N,DTXSID00187966,DSSTox_Substance_Id,DTXSID00187966,2-Methylhistamine
15,CCN(CC)C(=O)C1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1OC(C)=O,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,"InChI=1S/C22H32N2O5/c1-6-23(7-2)22(26)17-13-24-9-8-15-10-20(27-4)21(28-5)11-16(15)18(24)12-19(17)29-14(3)25/h10-11,17-19H,6-9,12-13H2,1-5H3",JSZILQVIPPROJI-UHFFFAOYSA-N,DTXSID9022657,DSSTox_Substance_Id,DTXSID9022657,Benzquinamide
16,CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,"InChI=1S/C20H24N2OS/c1-5-18(23)15-10-11-20-17(12-15)22(13-14(2)21(3)4)16-8-6-7-9-19(16)24-20/h6-12,14H,5,13H2,1-4H3",UVOIBTBFPOZKGP-UHFFFAOYSA-N,DTXSID1023520,DSSTox_Substance_Id,DTXSID1023520,Propiomazine
17,CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=CC=CC=N1,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,"InChI=1S/C16H20ClN3/c1-19(2)11-12-20(16-5-3-4-10-18-16)13-14-6-8-15(17)9-7-14/h3-10H,11-13H2,1-2H3",ICKFFNBDFNZJSX-UHFFFAOYSA-N,DTXSID50207729,DSSTox_Substance_Id,DTXSID50207729,Chloropyramine [INN:BAN:DCF]
18,NCCC1=NC=CS1,NCCc1nccs1,"InChI=1S/C5H8N2S/c6-2-1-5-7-3-4-8-5/h3-4H,1-2,6H2",TWZOYAWHWDRMEZ-UHFFFAOYSA-N,DTXSID60171583,DSSTox_Substance_Id,DTXSID60171583,2-(2-Aminoethyl)thiazole
19,CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,"InChI=1S/C17H20ClNO/c1-19(2)13-12-17(20,14-8-4-3-5-9-14)15-10-6-7-11-16(15)18/h3-11,20H,12-13H2,1-2H3",WRCHFMBCVFFYEQ-UHFFFAOYSA-N,DTXSID4022789,DSSTox_Substance_Id,DTXSID4022789,Chlophedianol
20,C\N=C(\NCCCCC1=CN=CN1)NC#N,CN=C(NC#N)NCCCCc1c[nH]cn1,"InChI=1S/C10H16N6/c1-12-10(15-7-11)14-5-3-2-4-9-6-13-8-16-9/h6,8H,2-5H2,1H3,(H,13,16)(H2,12,14,15)",SESBNJZEWNWYQM-UHFFFAOYSA-N,DTXSID90475147,DSSTox_Substance_Id,DTXSID90475147,1-cyano-3-[4-(1H-imidazol-5-yl)butyl]-2-methylguanidine
21,CN1N=C(CO)N=C1NCCCOC1=CC=CC(CN2CCCCC2)=C1,Cn1[nH]c(CO)nc1=NCCCOc1cccc(CN2CCCCC2)c1,"InChI=1S/C19H29N5O2/c1-23-19(21-18(15-25)22-23)20-9-6-12-26-17-8-5-7-16(13-17)14-24-10-3-2-4-11-24/h5,7-8,13,25H,2-4,6,9-12,14-15H2,1H3,(H,20,21,22)",VTLNPNNUIJHJQB-UHFFFAOYSA-N,DTXSID0020785,DSSTox_Substance_Id,DTXSID0020785,Loxtidine
