,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,CC1(C)CC2=C(CO1)SC(NC(=S)NC(=O)C1=CC=CC=C1)=C2C(O)=O,CC1(C)Cc2c(sc(NC(=S)NC(=O)c3ccccc3)c2C(=O)O)CO1,"InChI=1S/C18H18N2O4S2/c1-18(2)8-11-12(9-24-18)26-15(13(11)16(22)23)20-17(25)19-14(21)10-6-4-3-5-7-10/h3-7H,8-9H2,1-2H3,(H,22,23)(H2,19,20,21,25)",ATSWBWHRHAQVFM-UHFFFAOYSA-N,15000,DTXSID80360013,DSSTox_Substance_Id,DTXSID80360013,CID-1067700
1,CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,"InChI=1S/C15H11NO2/c1-8-6-7-11-12(13(8)16)15(18)10-5-3-2-4-9(10)14(11)17/h2-7H,16H2,1H3",ZLCUIOWQYBYEBG-UHFFFAOYSA-N,15001,DTXSID7020057,DSSTox_Substance_Id,DTXSID7020057,1-Amino-2-methylanthraquinone
2,Cl.O=C(CCN1CCOCC1)C1=CC=CC=C1,O=C(CCN1CCOCC1)c1ccccc1,"InChI=1S/C13H17NO2/c15-13(12-4-2-1-3-5-12)6-7-14-8-10-16-11-9-14/h1-5H,6-11H2",FUFXUDYTHVEYBS-UHFFFAOYSA-N,15002,DTXSID40144518,DSSTox_Substance_Id,DTXSID40144518,3-Morpholinopropiophenone hydrochloride
3,O=C(CN1C(=O)C2=CC=CC=C2C1=O)NN1C(=O)C2=CC=CC=C2C1=O,O=C(CN1C(=O)c2ccccc2C1=O)NN1C(=O)c2ccccc2C1=O,"InChI=1S/C18H11N3O5/c22-14(9-20-15(23)10-5-1-2-6-11(10)16(20)24)19-21-17(25)12-7-3-4-8-13(12)18(21)26/h1-8H,9H2,(H,19,22)",INWLYHNIDIUJHQ-UHFFFAOYSA-N,15003,DTXSID80385923,DSSTox_Substance_Id,DTXSID80385923,"N,2-bis(1,3-dioxoisoindol-2-yl)acetamide"
4,OC(=O)C1CSC(N1)C1=CN=CC=C1,O=C(O)C1CSC(c2cccnc2)N1,"InChI=1S/C9H10N2O2S/c12-9(13)7-5-14-8(11-7)6-2-1-3-10-4-6/h1-4,7-8,11H,5H2,(H,12,13)",FSNGLHIMQHWTNF-UHFFFAOYSA-N,15004,DTXSID50316421,DSSTox_Substance_Id,DTXSID50316421,2-(3-PIRIDYL)THIAZOLIDINE-4-CARBOXYLIC ACID
5,ClCC(=O)NN=C(C1=CC=CC=C1)C1=CC=CC=C1,O=C(CCl)NN=C(c1ccccc1)c1ccccc1,"InChI=1S/C15H13ClN2O/c16-11-14(19)17-18-15(12-7-3-1-4-8-12)13-9-5-2-6-10-13/h1-10H,11H2,(H,17,19)",FOGMNOHCZQDZGD-UHFFFAOYSA-N,15005,DTXSID10345792,DSSTox_Substance_Id,DTXSID10345792,2-Chloro-N'-(diphenylmethylene)acetohydrazide
6,CC1=CC(N)=CC(C)=C1,Cc1cc(C)cc(N)c1,"InChI=1S/C8H11N/c1-6-3-7(2)5-8(9)4-6/h3-5H,9H2,1-2H3",MKARNSWMMBGSHX-UHFFFAOYSA-N,15006,DTXSID8026309,DSSTox_Substance_Id,DTXSID8026309,"3,5-Dimethylaniline"
7,CCOC(=O)C1=C(N)C=CC=C1,CCOC(=O)c1ccccc1N,"InChI=1S/C9H11NO2/c1-2-12-9(11)7-5-3-4-6-8(7)10/h3-6H,2,10H2,1H3",TWLLPUMZVVGILS-UHFFFAOYSA-N,15007,DTXSID6025272,DSSTox_Substance_Id,DTXSID6025272,Ethyl anthranilate
8,O=C1NC=NC2=C1C=C(S2)C1=CC=CC=C1,O=c1[nH]cnc2sc(-c3ccccc3)cc12,"InChI=1S/C12H8N2OS/c15-11-9-6-10(8-4-2-1-3-5-8)16-12(9)14-7-13-11/h1-7H,(H,13,14,15)",DOGYRNXYBVJXFA-UHFFFAOYSA-N,15008,DTXSID10350563,DSSTox_Substance_Id,DTXSID10350563,"6-Phenyl-3H-thieno[2,3-d]pyrimidin-4-one"
9,NC1=NN=C(S1)C1=CC=CO1,N=c1[nH]nc(-c2ccco2)s1,"InChI=1S/C6H5N3OS/c7-6-9-8-5(11-6)4-2-1-3-10-4/h1-3H,(H2,7,9)",NJIPARYFCVPPCA-UHFFFAOYSA-N,15009,DTXSID30325975,DSSTox_Substance_Id,DTXSID30325975,"5-(Furan-2-yl)-1,3,4-thiadiazol-2-amine"
10,OC(=O)CCS(=O)(=O)C1=NC(=CC(=N1)C(F)(F)F)C1=CC=CS1,O=C(O)CCS(=O)(=O)c1nc(-c2cccs2)cc(C(F)(F)F)n1,"InChI=1S/C12H9F3N2O4S2/c13-12(14,15)9-6-7(8-2-1-4-22-8)16-11(17-9)23(20,21)5-3-10(18)19/h1-2,4,6H,3,5H2,(H,18,19)",IZEIESVXVPLADJ-UHFFFAOYSA-N,15010,DTXSID90360685,DSSTox_Substance_Id,DTXSID90360685,3-(4-Thiophen-2-yl-6-trifluoromethyl-pyrimidine-2-sulfonyl)-propionic acid
11,CC1CCN(CC1)C1=CC=C(O1)C=O,CC1CCN(c2ccc(C=O)o2)CC1,"InChI=1S/C11H15NO2/c1-9-4-6-12(7-5-9)11-3-2-10(8-13)14-11/h2-3,8-9H,4-7H2,1H3",RQILMBASKZCFER-UHFFFAOYSA-N,15011,DTXSID60390277,DSSTox_Substance_Id,DTXSID60390277,5-(4-methylpiperidin-1-yl)furan-2-carbaldehyde
12,NC1=NN=C(CC2=CC=C(Cl)C=C2)S1,N=c1[nH]nc(Cc2ccc(Cl)cc2)s1,"InChI=1S/C9H8ClN3S/c10-7-3-1-6(2-4-7)5-8-12-13-9(11)14-8/h1-4H,5H2,(H2,11,13)",BFEQYHQYYNNVEL-UHFFFAOYSA-N,15012,DTXSID00351524,DSSTox_Substance_Id,DTXSID00351524,"5-(4-chlorobenzyl)-1,3,4-thiadiazol-2-amine"
13,[O-][N+](=O)C1=CC2=C(SC(=C2)C(=O)N2CCCCC2)C=C1,O=C(c1cc2cc([N+](=O)[O-])ccc2s1)N1CCCCC1,"InChI=1S/C14H14N2O3S/c17-14(15-6-2-1-3-7-15)13-9-10-8-11(16(18)19)4-5-12(10)20-13/h4-5,8-9H,1-3,6-7H2",PKKSUEDZEGWZIG-UHFFFAOYSA-N,15013,DTXSID60393364,DSSTox_Substance_Id,DTXSID60393364,"Piperidine, 1-[(5-nitrobenzo[b]thien-2-yl)carbonyl]-"
14,COC1=C(OC)C=C(C=C1)C(=S)N1CCOCC1,COc1ccc(C(=S)N2CCOCC2)cc1OC,"InChI=1S/C13H17NO3S/c1-15-11-4-3-10(9-12(11)16-2)13(18)14-5-7-17-8-6-14/h3-4,9H,5-8H2,1-2H3",MKUCBRGTFLKHKV-UHFFFAOYSA-N,15014,DTXSID70356526,DSSTox_Substance_Id,DTXSID70356526,"4-(3,4-dimethoxybenzothioyl)morpholine"
15,CC1=CC(=CC(C)=C1)N1CC2=CC=CC=C2C1,Cc1cc(C)cc(N2Cc3ccccc3C2)c1,"InChI=1S/C16H17N/c1-12-7-13(2)9-16(8-12)17-10-14-5-3-4-6-15(14)11-17/h3-9H,10-11H2,1-2H3",XQMDUXLERZQIOA-UHFFFAOYSA-N,15015,DTXSID20346654,DSSTox_Substance_Id,DTXSID20346654,"2-(3,5-Dimethylphenyl)isoindoline"
16,CC1=CC(C)=C(C=C1)N1C(C)=NC2=CC=CC=C2C1=O,Cc1ccc(-n2c(C)nc3ccccc3c2=O)c(C)c1,"InChI=1S/C17H16N2O/c1-11-8-9-16(12(2)10-11)19-13(3)18-15-7-5-4-6-14(15)17(19)20/h4-10H,1-3H3",MPMDMUROZIYIIM-UHFFFAOYSA-N,15016,DTXSID00172675,DSSTox_Substance_Id,DTXSID00172675,"4(3H)-Quinazolinone, 3-(2,4-dimethylphenyl)-2-methyl-"
17,OC(=O)CCCCCNS(=O)(=O)C1=CC2=C(OCCO2)C=C1,O=C(O)CCCCCNS(=O)(=O)c1ccc2c(c1)OCCO2,"InChI=1S/C14H19NO6S/c16-14(17)4-2-1-3-7-15-22(18,19)11-5-6-12-13(10-11)21-9-8-20-12/h5-6,10,15H,1-4,7-9H2,(H,16,17)",FPEVGZPSPNACMN-UHFFFAOYSA-N,15017,DTXSID90386249,DSSTox_Substance_Id,DTXSID90386249,"6-(2,3-Dihydro-benzo[1,4]dioxine-6-sulfonylamino)-hexanoic acid"
18,OC1=C2N=CC=CC2=C(C=C1CC1=CC(=C2C=CC=NC2=C1O)[N+]([O-])=O)[N+]([O-])=O,O=[N+]([O-])c1cc(Cc2cc([N+](=O)[O-])c3cccnc3c2O)c(O)c2ncccc12,"InChI=1S/C19H12N4O6/c24-18-10(8-14(22(26)27)12-3-1-5-20-16(12)18)7-11-9-15(23(28)29)13-4-2-6-21-17(13)19(11)25/h1-6,8-9,24-25H,7H2",IDLYRQLIMDZRHY-UHFFFAOYSA-N,15018,DTXSID50299447,DSSTox_Substance_Id,DTXSID50299447,NSC130796
19,O=C(\C=C\C1=CC=C(C=C1)N1CCOCC1)C1=CC=CC=C1,O=C(C=Cc1ccc(N2CCOCC2)cc1)c1ccccc1,"InChI=1S/C19H19NO2/c21-19(17-4-2-1-3-5-17)11-8-16-6-9-18(10-7-16)20-12-14-22-15-13-20/h1-11H,12-15H2",GLOZWQPXJZJOHF-UHFFFAOYSA-N,15019,DTXSID60417594,DSSTox_Substance_Id,DTXSID60417594,ST041961
20,CCCN1N=C2C=C(C=CC2=C1OCC)C(=O)NCCC1=CC=CS1,CCCn1nc2cc(C(=O)NCCc3cccs3)ccc2c1OCC,"InChI=1S/C19H23N3O2S/c1-3-11-22-19(24-4-2)16-8-7-14(13-17(16)21-22)18(23)20-10-9-15-6-5-12-25-15/h5-8,12-13H,3-4,9-11H2,1-2H3,(H,20,23)",GSKMGAGLJIMSNR-UHFFFAOYSA-N,15020,DTXSID20474729,DSSTox_Substance_Id,DTXSID20474729,"2H-Indazole-6-carboxamide, 3-ethoxy-2-propyl-N-[2-(2-thienyl)ethyl]-"
21,N(C1=N\C(=N/C2=CC=CC=C2)C2=CC=CC=C12)C1=CC=CC=C1,c1ccc(N=C2N=C(Nc3ccccc3)c3ccccc32)cc1,"InChI=1S/C20H15N3/c1-3-9-15(10-4-1)21-19-17-13-7-8-14-18(17)20(23-19)22-16-11-5-2-6-12-16/h1-14H,(H,21,22,23)",QNNJXJQMWWOELA-UHFFFAOYSA-N,15021,DTXSID00352672,DSSTox_Substance_Id,DTXSID00352672,T0501-0864
22,C=CC(=O)NCNC(=O)C=C,C=CC(=O)NCNC(=O)C=C,"InChI=1S/C7H10N2O2/c1-3-6(10)8-5-9-7(11)4-2/h3-4H,1-2,5H2,(H,8,10)(H,9,11)",ZIUHHBKFKCYYJD-UHFFFAOYSA-N,15022,DTXSID8025595,DSSTox_Substance_Id,DTXSID8025595,"N,N'-Methylenebisacrylamide"
23,NC1=CC=C(OC2=CC=C(N)C=C2)C=C1,Nc1ccc(Oc2ccc(N)cc2)cc1,"InChI=1S/C12H12N2O/c13-9-1-5-11(6-2-9)15-12-7-3-10(14)4-8-12/h1-8H,13-14H2",HLBLWEWZXPIGSM-UHFFFAOYSA-N,15023,DTXSID0021094,DSSTox_Substance_Id,DTXSID0021094,"4,4'-Oxydianiline"
24,CN(C)C1=CC(=NC=C1)C(O)=O,CN(C)c1ccnc(C(=O)O)c1,"InChI=1S/C8H10N2O2/c1-10(2)6-3-4-9-7(5-6)8(11)12/h3-5H,1-2H3,(H,11,12)",VCLGAZSRYZRTSE-UHFFFAOYSA-N,15024,DTXSID30365992,DSSTox_Substance_Id,DTXSID30365992,4-(dimethylamino)pyridine-2-carboxylic acid
