,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,COC(=O)C(=CC1=CC=C(OC)C=C1)C(=O)OC,COC(=O)C(=Cc1ccc(OC)cc1)C(=O)OC,"InChI=1S/C13H14O5/c1-16-10-6-4-9(5-7-10)8-11(12(14)17-2)13(15)18-3/h4-8H,1-3H3",JMFYZMAVUHNCPW-UHFFFAOYSA-N,DTXSID5042328,DSSTox_Substance_Id,DTXSID5042328,Dimethyl (p-methoxybenzylidene)malonate
1,CN(C)CCNC(=O)CC1=CC=CC=C1,CN(C)CCNC(=O)Cc1ccccc1,"InChI=1S/C12H18N2O/c1-14(2)9-8-13-12(15)10-11-6-4-3-5-7-11/h3-7H,8-10H2,1-2H3,(H,13,15)",SKGYVELDSNNACR-UHFFFAOYSA-N,DTXSID30212598,DSSTox_Substance_Id,DTXSID30212598,"Acetamide, N-(2-(dimethylamino)ethyl)-2-phenyl-"
2,CC(C)(C)OC(=O)[C@@H](N)CC1=CC=CC=C1,CC(C)(C)OC(=O)C(N)Cc1ccccc1,"InChI=1S/C13H19NO2/c1-13(2,3)16-12(15)11(14)9-10-7-5-4-6-8-10/h4-8,11H,9,14H2,1-3H3",QOISWWBTZMFUEL-UHFFFAOYSA-N,DTXSID10426131,DSSTox_Substance_Id,DTXSID10426131,L-phenylalanine tert-butyl ester
3,OC(=O)C(=CC1=CC=CC=C1)C(O)=O,O=C(O)C(=Cc1ccccc1)C(=O)O,"InChI=1S/C10H8O4/c11-9(12)8(10(13)14)6-7-4-2-1-3-5-7/h1-6H,(H,11,12)(H,13,14)",KXTAOXNYQGASTA-UHFFFAOYSA-N,DTXSID80207111,DSSTox_Substance_Id,DTXSID80207111,"Malonic acid, benzylidene-"
4,COC(=O)C(=CC1=CC=C(F)C=C1)C(=O)OC,COC(=O)C(=Cc1ccc(F)cc1)C(=O)OC,"InChI=1S/C12H11FO4/c1-16-11(14)10(12(15)17-2)7-8-3-5-9(13)6-4-8/h3-7H,1-2H3",WVFFLBVHNOAHFP-UHFFFAOYSA-N,DTXSID70452219,DSSTox_Substance_Id,DTXSID70452219,dimethyl 2-[(4-fluorophenyl)methylidene]propanedioate
5,OC(=O)C(=CC1=CC=CC=C1[N+]([O-])=O)C(O)=O,O=C(O)C(=Cc1ccccc1[N+](=O)[O-])C(=O)O,"InChI=1S/C10H7NO6/c12-9(13)7(10(14)15)5-6-3-1-2-4-8(6)11(16)17/h1-5H,(H,12,13)(H,14,15)",PWOSYAXUKPDKHQ-UHFFFAOYSA-N,DTXSID90544726,DSSTox_Substance_Id,DTXSID90544726,[(2-Nitrophenyl)methylidene]propanedioic acid
6,COC(=O)C(=CC1=CC=CC=C1[N+]([O-])=O)C(=O)OC,COC(=O)C(=Cc1ccccc1[N+](=O)[O-])C(=O)OC,"InChI=1S/C12H11NO6/c1-18-11(14)9(12(15)19-2)7-8-5-3-4-6-10(8)13(16)17/h3-7H,1-2H3",LKLMASCOTOBEMT-UHFFFAOYSA-N,DTXSID00298788,DSSTox_Substance_Id,DTXSID00298788,MLS000737573
7,COC(=O)C(=CC1=CC=C(C=C1)[N+]([O-])=O)C(=O)OC,COC(=O)C(=Cc1ccc([N+](=O)[O-])cc1)C(=O)OC,"InChI=1S/C12H11NO6/c1-18-11(14)10(12(15)19-2)7-8-3-5-9(6-4-8)13(16)17/h3-7H,1-2H3",WKQDFBKYIAEZEP-UHFFFAOYSA-N,DTXSID80346110,DSSTox_Substance_Id,DTXSID80346110,Dimethyl [(4-nitrophenyl)methylidene]propanedioate
8,COC(=O)C(=CC1=CC=CC=C1)C(=O)OC,COC(=O)C(=Cc1ccccc1)C(=O)OC,"InChI=1S/C12H12O4/c1-15-11(13)10(12(14)16-2)8-9-6-4-3-5-7-9/h3-8H,1-2H3",HPLVTKYRGZZXJF-UHFFFAOYSA-N,DTXSID40288966,DSSTox_Substance_Id,DTXSID40288966,Dimethyl benzylidenemalonate
9,COC(=O)C(=CC1=CC=C(Cl)C=C1)C(=O)OC,COC(=O)C(=Cc1ccc(Cl)cc1)C(=O)OC,"InChI=1S/C12H11ClO4/c1-16-11(14)10(12(15)17-2)7-8-3-5-9(13)6-4-8/h3-7H,1-2H3",MLMWUEGNVJDKQJ-UHFFFAOYSA-N,DTXSID20401156,DSSTox_Substance_Id,DTXSID20401156,dimethyl 2-[(4-chlorophenyl)methylidene]propanedioate
