,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,C\C(\C=C\C1(O)C(C)=CC(=O)CC1(C)C)=C\C(O)=O,CC(C=CC1(O)C(C)=CC(=O)CC1(C)C)=CC(=O)O,"InChI=1S/C15H20O4/c1-10(7-13(17)18)5-6-15(19)11(2)8-12(16)9-14(15,3)4/h5-8,19H,9H2,1-4H3,(H,17,18)",JLIDBLDQVAYHNE-UHFFFAOYSA-N,DTXSID1030604,DSSTox_Substance_Id,DTXSID1030604,(RS)-Abscisic acid
1,NCCC(=O)N1[Zn]OC(=O)[C@@H]1CC1=CN=CN1,NCCC(=O)NC(Cc1c[nH]cn1)C(=O)O,"InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)",CQOVPNPJLQNMDC-UHFFFAOYSA-N,DTXSID7048615,DSSTox_Substance_Id,DTXSID7048615,Polaprezinc
2,ClC1=CC=CC(Cl)=C1S(Cl)(=O)=O,O=S(=O)(Cl)c1c(Cl)cccc1Cl,"InChI=1S/C6H3Cl3O2S/c7-4-2-1-3-5(8)6(4)12(9,10)11/h1-3H",WGGKQIKICKLWGN-UHFFFAOYSA-N,DTXSID7049346,DSSTox_Substance_Id,DTXSID7049346,"2,6-Dichlorobenzenesulfonylchloride"
3,OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](OC3OC(CN)=CCC3N)[C@@H]2O)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](OC3OC(CN)=CCC3N)[C@@H]2O)OC[C@]1(C)O,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O,"InChI=1S/C19H37N5O7/c1-19(27)7-28-18(13(26)16(19)24-2)31-15-11(23)5-10(22)14(12(15)25)30-17-9(21)4-3-8(6-20)29-17/h3,9-18,24-27H,4-7,20-23H2,1-2H3",URWAJWIAIPFPJE-UHFFFAOYSA-N,DTXSID9045479,DSSTox_Substance_Id,DTXSID9045479,Sisomicin sulfate
4,CCC1=CC(C)=CC(CC)=C1C1=C(OC(=O)C(C)(C)C)N2CCOCCN2C1=O,CCc1cc(C)cc(CC)c1-c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2,"InChI=1S/C23H32N2O4/c1-7-16-13-15(3)14-17(8-2)18(16)19-20(26)24-9-11-28-12-10-25(24)21(19)29-22(27)23(4,5)6/h13-14H,7-12H2,1-6H3",MGOHCFMYLBAPRN-UHFFFAOYSA-N,DTXSID8034823,DSSTox_Substance_Id,DTXSID8034823,Pinoxaden
5,Cl.CCOC(=O)COC1=C(Cl)C2=C(C=C1)C(C)=C(CCN(CC)CC)C(=O)O2,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl,"InChI=1S/C20H26ClNO5/c1-5-22(6-2)11-10-15-13(4)14-8-9-16(26-12-17(23)25-7-3)18(21)19(14)27-20(15)24/h8-9H,5-7,10-12H2,1-4H3",GYNNRVJJLAVVTQ-UHFFFAOYSA-N,DTXSID9046499,DSSTox_Substance_Id,DTXSID9046499,Cloricromen hydrochloride
6,CCOC(=O)C1=CC=C(C=C1)N(C)C,CCOC(=O)c1ccc(N(C)C)cc1,"InChI=1S/C11H15NO2/c1-4-14-11(13)9-5-7-10(8-6-9)12(2)3/h5-8H,4H2,1-3H3",FZUGPQWGEGAKET-UHFFFAOYSA-N,DTXSID2044763,DSSTox_Substance_Id,DTXSID2044763,Parbenate
7,CCC(=O)C=CC1=CC=C(OC)C=C1,CCC(=O)C=Cc1ccc(OC)cc1,"InChI=1S/C12H14O2/c1-3-11(13)7-4-10-5-8-12(14-2)9-6-10/h4-9H,3H2,1-2H3",SLDQOBRACOQXGE-UHFFFAOYSA-N,DTXSID4047412,DSSTox_Substance_Id,DTXSID4047412,1-(4-Methoxyphenyl)-1-pentene-3-one
8,CC(C)COC(=O)C1=CC=C(N)C=C1,CC(C)COC(=O)c1ccc(N)cc1,"InChI=1S/C11H15NO2/c1-8(2)7-14-11(13)9-3-5-10(12)6-4-9/h3-6,8H,7,12H2,1-2H3",PUYOAVGNCWPANW-UHFFFAOYSA-N,DTXSID9023170,DSSTox_Substance_Id,DTXSID9023170,Isocaine
9,CC1=CCC2C(C1)C2(C)C,CC1=CCC2C(C1)C2(C)C,"InChI=1S/C10H16/c1-7-4-5-8-9(6-7)10(8,2)3/h4,8-9H,5-6H2,1-3H3",BQOFWKZOCNGFEC-UHFFFAOYSA-N,DTXSID4047462,DSSTox_Substance_Id,DTXSID4047462,3-Carene
10,COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N(C)C,COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,"InChI=1S/C10H16NO5PS2/c1-11(2)19(12,13)10-7-5-9(6-8-10)16-17(18,14-3)15-4/h5-8H,1-4H3",JISACBWYRJHSMG-UHFFFAOYSA-N,DTXSID7041966,DSSTox_Substance_Id,DTXSID7041966,Famphur
