,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=N(=O)C1,CN=C1C=[N+]([O-])C(c2ccccc2)c2cc(Cl)ccc2N1,"InChI=1S/C16H14ClN3O/c1-18-15-10-20(21)16(11-5-3-2-4-6-11)13-9-12(17)7-8-14(13)19-15/h2-10,16H,1H3,(H,18,19)",RHUMXTALHSBJRL-UHFFFAOYSA-N,DTXSID4046022,DSSTox_Substance_Id,DTXSID4046022,Chlordiazepoxide
1,CCCCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,CCCCCCCCCN1CC(O)C(O)C(O)C1CO,"InChI=1S/C15H31NO4/c1-2-3-4-5-6-7-8-9-16-10-13(18)15(20)14(19)12(16)11-17/h12-15,17-20H,2-11H2,1H3",FTSCEGKYKXESFF-UHFFFAOYSA-N,DTXSID60333407,DSSTox_Substance_Id,DTXSID60333407,NN-DNJ
2,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,CC(C=Cc1c(C)c(O)c2ccccc2c1O)=CCCC(C)CCCC(C)CCCC(C)C,"InChI=1S/C31H46O2/c1-22(2)12-9-13-23(3)14-10-15-24(4)16-11-17-25(5)20-21-27-26(6)30(32)28-18-7-8-19-29(28)31(27)33/h7-8,17-24,32-33H,9-16H2,1-6H3",LLVIVPAPYJXADK-UHFFFAOYSA-N,DTXSID8023472,DSSTox_Substance_Id,DTXSID8023472,Phytonadione
3,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,NC(=O)OCC(COC(N)=O)c1ccccc1,"InChI=1S/C11H14N2O4/c12-10(14)16-6-9(7-17-11(13)15)8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H2,12,14)(H2,13,15)",WKGXYQFOCVYPAC-UHFFFAOYSA-N,DTXSID9023041,DSSTox_Substance_Id,DTXSID9023041,Felbamate
4,CC12CC3CC(C)(C1)CC(N)(C3)C2,CC12CC3CC(C)(C1)CC(N)(C3)C2,"InChI=1S/C12H21N/c1-10-3-9-4-11(2,6-10)8-12(13,5-9)7-10/h9H,3-8,13H2,1-2H3",BUGYDGFZZOZRHP-UHFFFAOYSA-N,DTXSID5045174,DSSTox_Substance_Id,DTXSID5045174,Memantine
5,CCOC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)OCCl,CCOC(=O)OC1(C(=O)OCCl)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,"InChI=1S/C24H31ClO7/c1-4-30-21(29)32-24(20(28)31-13-25)10-8-17-16-6-5-14-11-15(26)7-9-22(14,2)19(16)18(27)12-23(17,24)3/h5,7,9,16-19,27H,4,6,8,10-13H2,1-3H3",FBBYEJJQINKJNE-UHFFFAOYSA-N,DTXSID2046468,DSSTox_Substance_Id,DTXSID2046468,Loteprednol etabonate
6,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,"InChI=1S/C22H28Cl2O4/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,24)17(26)10-20(16,3)22(12,28)18(27)11-23/h4,6-7,12,15-17,26,28H,5,8-11H2,1-3H3",ADDZRWYKTHEDLJ-UHFFFAOYSA-N,DTXSID10872412,DSSTox_Substance_Id,DTXSID10872412,Mometasone
7,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,"InChI=1S/C22H29FO4/c1-12-8-16-15-5-4-13-9-14(25)6-7-21(13,3)22(15,23)18(27)10-20(16,2)19(12)17(26)11-24/h4,6-7,12,15-16,18-19,24,27H,5,8-11H2,1-3H3",RAKDWPCGCPYIRC-UHFFFAOYSA-N,DTXSID3045647,DSSTox_Substance_Id,DTXSID3045647,Desoximetasone
8,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,CC1CC2C3CC(F)=C4CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,"InChI=1S/C22H29FO5/c1-11-6-14-13-8-16(23)15-7-12(25)4-5-20(15,2)19(13)17(26)9-21(14,3)22(11,28)18(27)10-24/h4-5,11,13-14,17,19,24,26,28H,6-10H2,1-3H3",WBIMJJRLKVRZJD-UHFFFAOYSA-N,DTXSID3023421,DSSTox_Substance_Id,DTXSID3023421,Paramethasone
9,O=C(NC1=CC(=NN1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC(=C1)C#N,N#Cc1cccc(C(=O)N=c2cc(-c3ccccc3)[nH]n2-c2ccccc2)c1,"InChI=1S/C23H16N4O/c24-16-17-8-7-11-19(14-17)23(28)25-22-15-21(18-9-3-1-4-10-18)26-27(22)20-12-5-2-6-13-20/h1-15,26H",DVADPMKDYVQEFR-UHFFFAOYSA-N,DTXSID80459996,DSSTox_Substance_Id,DTXSID80459996,CDPPB
