,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,COC(=O)C1=C(O)C=CC=C1O,COC(=O)c1c(O)cccc1O,"InChI=1S/C8H8O4/c1-12-8(11)7-5(9)3-2-4-6(7)10/h2-4,9-10H,1H3",WCQZCKUNZVMBDC-UHFFFAOYSA-N,5725,DTXSID40334174,DSSTox_Substance_Id,DTXSID40334174,"Methyl 2,6-dihydroxybenzoate"
1,[F-].[K+],[K+],InChI=1S/K/q+1,NPYPAHLBTDXSSS-UHFFFAOYSA-N,5726,DTXSID8031940,DSSTox_Substance_Id,DTXSID8031940,Potassium fluoride
2,OC1=CC=CC=C1CNCCCCCNCC1=CC=CC=C1O,Oc1ccccc1CNCCCCCNCc1ccccc1O,"InChI=1S/C19H26N2O2/c22-18-10-4-2-8-16(18)14-20-12-6-1-7-13-21-15-17-9-3-5-11-19(17)23/h2-5,8-11,20-23H,1,6-7,12-15H2",JBHUFIMLAGWSDY-UHFFFAOYSA-N,5727,DTXSID60582014,DSSTox_Substance_Id,DTXSID60582014,"2,2'-[Pentane-1,5-diylbis(azanediylmethylene)]diphenol"
3,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1,CC(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,"InChI=1S/C14H13NO3S/c1-11(16)12-7-9-14(10-8-12)19(17,18)15-13-5-3-2-4-6-13/h2-10,15H,1H3",SWOITTWWCRUZRI-UHFFFAOYSA-N,5728,DTXSID60427451,DSSTox_Substance_Id,DTXSID60427451,4-acetyl-N-phenylbenzenesulfonamide
4,CC1=CC(=O)OC2=C1C=CC(O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)=C2,Cc1cc(=O)oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12,"InChI=1S/C16H18O8/c1-7-4-12(18)23-10-5-8(2-3-9(7)10)22-16-15(21)14(20)13(19)11(6-17)24-16/h2-5,11,13-17,19-21H,6H2,1H3",YUDPTGPSBJVHCN-UHFFFAOYSA-N,5729,DTXSID30210615,DSSTox_Substance_Id,DTXSID30210615,4-Methylumbelliferone beta-D-galactopyranoside
5,[Na+].[S-]C(=S)N1CCOCC1,S=C(S)N1CCOCC1,"InChI=1S/C5H9NOS2/c8-5(9)6-1-3-7-4-2-6/h1-4H2,(H,8,9)",NRMQMTQTYONMFY-UHFFFAOYSA-N,5730,DTXSID1061239,DSSTox_Substance_Id,DTXSID1061239,Sodium morpholine-4-dithiocarbamate
6,CC(=O)C1=C(OCC2=CC=CC=C2)C=CC2=C1OC(=O)C=C2,CC(=O)c1c(OCc2ccccc2)ccc2ccc(=O)oc12,"InChI=1S/C18H14O4/c1-12(19)17-15(21-11-13-5-3-2-4-6-13)9-7-14-8-10-16(20)22-18(14)17/h2-10H,11H2,1H3",QMLSJCDSHGYBMT-UHFFFAOYSA-N,5731,DTXSID60555920,DSSTox_Substance_Id,DTXSID60555920,8-Acetyl-7-(benzyloxy)-2H-1-benzopyran-2-one
7,O[Si](O)=O,O=[Si](O)O,InChI=1S/H2O3Si/c1-4(2)3/h1-2H,IJKVHSBPTUYDLN-UHFFFAOYSA-N,5732,DTXSID30872499,DSSTox_Substance_Id,DTXSID30872499,Metasilicic acid
8,CN1C=CC(=O)N(C)C1=O,Cn1ccc(=O)n(C)c1=O,"InChI=1S/C6H8N2O2/c1-7-4-3-5(9)8(2)6(7)10/h3-4H,1-2H3",JSDBKAHWADVXFU-UHFFFAOYSA-N,5733,DTXSID0061244,DSSTox_Substance_Id,DTXSID0061244,"2,4(1H,3H)-Pyrimidinedione, 1,3-dimethyl-"
9,COC1=C(C(C=O)=C(C)C)C2=C(C=CC(=O)O2)C=C1,COc1ccc2ccc(=O)oc2c1C(C=O)=C(C)C,"InChI=1S/C15H14O4/c1-9(2)11(8-16)14-12(18-3)6-4-10-5-7-13(17)19-15(10)14/h4-8H,1-3H3",PBAZKMWQUBDDLZ-UHFFFAOYSA-N,5734,DTXSID40201059,DSSTox_Substance_Id,DTXSID40201059,2-(7-Methoxy-2-oxochromen-8-yl)-3-methylbut-2-enal
