,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,BrC1=CC2=C(C=C1)C1=C3C(=CC=C4C5=CC=C6C(=O)C7=C(C=CC(Br)=C7)C7=C6C5=C(C=C7)C(C=C1)=C34)C2=O,O=C1c2cc(Br)ccc2-c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1cc(Br)ccc1-5,InChI=1S/C34H14Br2O2/c35-15-1-3-17-19-5-7-21-22-8-6-20-18-4-2-16(36)14-28(18)34(38)26-12-10-24(30(22)32(20)26)23-9-11-25(31(19)29(21)23)33(37)27(17)13-15/h1-14H,YAWQJGMFKCTSSJ-UHFFFAOYSA-N,5575,DTXSID80278422,DSSTox_Substance_Id,DTXSID80278422,"9,24-dibromononacyclo[18.10.2.22,5.03,16.04,13.06,11.017,31.022,27.028,32]tetratriaconta-1(31),2,4,6(11),7,9,13,15,17,19,22(27),23,25,28(32),29,33-hexadecaene-12,21-dione"
1,[Cl-].COC1=C(OC)C=C2C(C=C[N+]3=C2C=CC2=C3C=CC(=C2)[N+]([O-])=O)=C1,COc1cc2cc[n+]3c4ccc([N+](=O)[O-])cc4ccc3c2cc1OC,"InChI=1S/C19H15N2O4/c1-24-18-10-12-7-8-20-16-6-4-14(21(22)23)9-13(16)3-5-17(20)15(12)11-19(18)25-2/h3-11H,1-2H3/q+1",LDWBGDZUZCKKGH-UHFFFAOYSA-N,5576,DTXSID10611060,DSSTox_Substance_Id,DTXSID10611060,"9,10-Dimethoxy-2-nitroisoquinolino[2,1-a]quinolin-5-ium chloride"
2,O=C1C2=C(C=CC=C2)C2=CC=C3C4=CC=C5C6=C(C=CC=C6)C(=O)C6=C5C4=C(C=C6)C4=C3C2=C1C=C4,O=C1c2ccccc2-c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,InChI=1S/C34H16O2/c35-33-25-7-3-1-5-17(25)19-9-11-21-22-12-10-20-18-6-2-4-8-26(18)34(36)28-16-14-24(30(22)32(20)28)23-13-15-27(33)31(19)29(21)23/h1-16H,YKSGNOMLAIJTLT-UHFFFAOYSA-N,5577,DTXSID7026281,DSSTox_Substance_Id,DTXSID7026281,Vat Blue 20
3,OC1=CC2=C3C(=CC=C4C5=C6C(=C(O)C=C7C8=C(C=CC=C8)C(=O)C(C=C5)=C67)C1=C34)C(=O)C1=C2C=CC=C1,O=C1c2ccccc2-c2cc(O)c3c4c(O)cc5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,"InChI=1S/C34H16O4/c35-25-13-23-15-5-1-3-7-19(15)33(37)21-11-9-17-18-10-12-22-28-24(16-6-2-4-8-20(16)34(22)38)14-26(36)32(30(18)28)31(25)29(17)27(21)23/h1-14,35-36H",MGYICCKROPVHMA-UHFFFAOYSA-N,5578,DTXSID6059574,DSSTox_Substance_Id,DTXSID6059574,"Anthra[9,1,2-cde]benzo[rst]pentaphene-5,10-dione, 16,17-dihydroxy-"
4,O=C1C2=CC=CC=C2C2=NC3=CC=C4C(=O)C5=CC=CC=C5C5=NC6=CC=C1C2=C6C3=C45,O=c1c2ccccc2c2nc3ccc4c(=O)c5ccccc5c5nc6ccc1c2c6c3c45,InChI=1S/C28H12N2O2/c31-27-15-7-3-1-5-13(15)25-21-17(27)9-12-20-23(21)24-19(29-25)11-10-18-22(24)26(30-20)14-6-2-4-8-16(14)28(18)32/h1-12H,KJPJZBYFYBYKPK-UHFFFAOYSA-N,5579,DTXSID6060056,DSSTox_Substance_Id,DTXSID6060056,"Benzo[h]benz[5,6]acridino[2,1,9,8-klmna]acridine-8,16-dione"
5,NCC(=O)C1=CC2=C(C=C1)C=C(Br)C1=CC=CC=C21,NCC(=O)c1ccc2cc(Br)c3ccccc3c2c1,"InChI=1S/C16H12BrNO/c17-15-8-10-5-6-11(16(19)9-18)7-14(10)12-3-1-2-4-13(12)15/h1-8H,9,18H2",CRWATDVLKPSTCE-UHFFFAOYSA-N,5580,DTXSID10322220,DSSTox_Substance_Id,DTXSID10322220,"Ethanone, 2-amino-1-(9-bromo-3-phenanthrenyl)-"
6,COC1=C(O)C=C2C=CC=C(OC)C(=O)C2=C1OC,COc1c(O)cc2cccc(OC)c(=O)c2c1OC,"InChI=1S/C14H14O5/c1-17-10-6-4-5-8-7-9(15)13(18-2)14(19-3)11(8)12(10)16/h4-7,15H,1-3H3",YVNSAXVZKHCVBT-UHFFFAOYSA-N,5581,DTXSID40466984,DSSTox_Substance_Id,DTXSID40466984,"2-hydroxy-3,4,6-trimethoxybenzo[7]annulen-5-one"
7,OC1=CC2=CC=CC(=O)C(O)=C2C(O)=C1O,O=c1c(O)cccc2cc(O)c(O)c(O)c12,"InChI=1S/C11H8O5/c12-6-3-1-2-5-4-7(13)10(15)11(16)8(5)9(6)14/h1-4,13,15-16H,(H,12,14)",WDGFFVCWBZVLCE-UHFFFAOYSA-N,5582,DTXSID40205436,DSSTox_Substance_Id,DTXSID40205436,Purpurogallin
8,C1=NN(C2=NC=NC=C12)C1=CC=CC=C1,c1ccc(-n2ncc3cncnc32)cc1,InChI=1S/C11H8N4/c1-2-4-10(5-3-1)15-11-9(7-14-15)6-12-8-13-11/h1-8H,BDIXKUKUFWHLIO-UHFFFAOYSA-N,5583,DTXSID40461914,DSSTox_Substance_Id,DTXSID40461914,"1H-Pyrazolo[3,4-d]pyrimidine, 1-phenyl-"
9,OC1=CC=CC2=C1CCCC2,Oc1cccc2c1CCCC2,"InChI=1S/C10H12O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h3,5,7,11H,1-2,4,6H2",SCWNNOCLLOHZIG-UHFFFAOYSA-N,5584,DTXSID8074570,DSSTox_Substance_Id,DTXSID8074570,"1-Naphthalenol, 5,6,7,8-tetrahydro-"
10,OC(=O)C1=CC2=CC=CC=C2S1,O=C(O)c1cc2ccccc2s1,"InChI=1S/C9H6O2S/c10-9(11)8-5-6-3-1-2-4-7(6)12-8/h1-5H,(H,10,11)",DYSJMQABFPKAQM-UHFFFAOYSA-N,5585,DTXSID60212485,DSSTox_Substance_Id,DTXSID60212485,Thionaphthene-2-carboxylic acid
11,COC1=C(OC)C(OC)=C2C(=C1)C=CC=C(OC)C2=O,COc1cc2cccc(OC)c(=O)c2c(OC)c1OC,"InChI=1S/C15H16O5/c1-17-10-7-5-6-9-8-11(18-2)14(19-3)15(20-4)12(9)13(10)16/h5-8H,1-4H3",ZEEDZJJOWWIIFH-UHFFFAOYSA-N,5586,DTXSID80284104,DSSTox_Substance_Id,DTXSID80284104,"2,3,4,6-tetramethoxybenzo[7]annulen-5-one"
12,OC1=C(C=CC=C1)C1=CC=CC=C1,Oc1ccccc1-c1ccccc1,"InChI=1S/C12H10O/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9,13H",LLEMOWNGBBNAJR-UHFFFAOYSA-N,5587,DTXSID2021151,DSSTox_Substance_Id,DTXSID2021151,2-Phenylphenol
13,OC(=O)C1=CC=C(C=C1)C1=CC=C(F)C=C1,O=C(O)c1ccc(-c2ccc(F)cc2)cc1,"InChI=1S/C13H9FO2/c14-12-7-5-10(6-8-12)9-1-3-11(4-2-9)13(15)16/h1-8H,(H,15,16)",LXWNTLBMNCXRQN-UHFFFAOYSA-N,5588,DTXSID20382219,DSSTox_Substance_Id,DTXSID20382219,4-(4-Fluorophenyl)benzoic acid
