,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,NC1=NN=C(S1)C1=CC=CC=C1Cl,N=c1[nH]nc(-c2ccccc2Cl)s1,"InChI=1S/C8H6ClN3S/c9-6-4-2-1-3-5(6)7-11-12-8(10)13-7/h1-4H,(H2,10,12)",JKSGNHRIXMYPIO-UHFFFAOYSA-N,15125,DTXSID30339178,DSSTox_Substance_Id,DTXSID30339178,"5-(2-Chlorophenyl)-1,3,4-thiadiazol-2-amine"
1,CC1=C2CCCCC2=C(C#N)C(=O)N1,Cc1[nH]c(=O)c(C#N)c2c1CCCC2,"InChI=1S/C11H12N2O/c1-7-8-4-2-3-5-9(8)10(6-12)11(14)13-7/h2-5H2,1H3,(H,13,14)",UELWLLSJFNZKKZ-UHFFFAOYSA-N,15126,DTXSID20362596,DSSTox_Substance_Id,DTXSID20362596,"3-hydroxy-1-methyl-5,6,7,8-tetrahydroisoquinoline-4-carbonitrile"
2,CSCCC(NC(=O)C1=CC=C(C)O1)C(O)=O,CSCCC(NC(=O)c1ccc(C)o1)C(=O)O,"InChI=1S/C11H15NO4S/c1-7-3-4-9(16-7)10(13)12-8(11(14)15)5-6-17-2/h3-4,8H,5-6H2,1-2H3,(H,12,13)(H,14,15)",HOVMFGCJNPRZGK-UHFFFAOYSA-N,15127,DTXSID30349575,DSSTox_Substance_Id,DTXSID30349575,N-(5-Methylfuran-2-carbonyl)methionine
3,Cl\C=C\Cl,ClC=CCl,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H,KFUSEUYYWQURPO-UHFFFAOYSA-N,15128,DTXSID7024031,DSSTox_Substance_Id,DTXSID7024031,"(E)-1,2-Dichloroethylene"
4,C(SSCC1=CC=NC=C1)C1=CC=NC=C1,c1cc(CSSCc2ccncc2)ccn1,"InChI=1S/C12H12N2S2/c1-5-13-6-2-11(1)9-15-16-10-12-3-7-14-8-4-12/h1-8H,9-10H2",DAVWLGVBAUGEOK-UHFFFAOYSA-N,15129,DTXSID30144522,DSSTox_Substance_Id,DTXSID30144522,4-(((4-Pyridinylmethyl)dithio)methyl)pyridine
5,CSC1=[N+](CCCS([O-])(=O)=O)C2=CC=CC=C2S1,CSc1sc2ccccc2[n+]1CCCS(=O)(=O)[O-],"InChI=1S/C11H13NO3S3/c1-16-11-12(7-4-8-18(13,14)15)9-5-2-3-6-10(9)17-11/h2-3,5-6H,4,7-8H2,1H3",RREMLVIQMMQLLV-UHFFFAOYSA-N,15130,DTXSID8069729,DSSTox_Substance_Id,DTXSID8069729,"Benzothiazolium, 2-(methylthio)-3-(3-sulfopropyl)-, inner salt"
6,COC1=CC(=CC(OC)=C1OC)C(=S)N1CCCC1,COc1cc(C(=S)N2CCCC2)cc(OC)c1OC,"InChI=1S/C14H19NO3S/c1-16-11-8-10(9-12(17-2)13(11)18-3)14(19)15-6-4-5-7-15/h8-9H,4-7H2,1-3H3",WJHNXCXMGWAEPW-UHFFFAOYSA-N,15131,DTXSID00218380,DSSTox_Substance_Id,DTXSID00218380,"Pyrrolidine, 1-(3,4,5-trimethoxythiobenzoyl)-"
7,[O-][N+](=O)C1=CNC(=O)C(Br)=C1,O=c1[nH]cc([N+](=O)[O-])cc1Br,"InChI=1S/C5H3BrN2O3/c6-4-1-3(8(10)11)2-7-5(4)9/h1-2H,(H,7,9)",KWSOHRDMTWDAOI-UHFFFAOYSA-N,15132,DTXSID40346570,DSSTox_Substance_Id,DTXSID40346570,3-Bromo-2-hydroxy-5-nitropyridine
8,CCC(Cl)CC(Cl)C(Cl)C(Cl)C(Cl)C(C)Cl,CCC(Cl)CC(Cl)C(Cl)C(Cl)C(Cl)C(C)Cl,"InChI=1S/C10H16Cl6/c1-3-6(12)4-7(13)9(15)10(16)8(14)5(2)11/h5-10H,3-4H2,1-2H3",GJGHBJCMOWRRSZ-UHFFFAOYSA-N,15133,DTXSID30860639,DSSTox_Substance_Id,DTXSID30860639,"2,3,4,5,6,8-Hexachlorodecane"
9,C1CN2C=CC=C2C(N1)C1=CC=CC=C1,c1ccc(C2NCCn3cccc32)cc1,"InChI=1S/C13H14N2/c1-2-5-11(6-3-1)13-12-7-4-9-15(12)10-8-14-13/h1-7,9,13-14H,8,10H2",OJWIBJCTTSRXTB-UHFFFAOYSA-N,15134,DTXSID70377892,DSSTox_Substance_Id,DTXSID70377892,"1-phenyl-1,2,3,4-tetrahydropyrrolo[1,2-a]pyrazine"
10,CCOC1=C(O)C=CC(=C1)C1NC(=S)NC(C)=C1C(=O)NC1=CC=C(OC)C=C1,CCOc1cc(C2NC(=S)N=C(C)C2C(=O)Nc2ccc(OC)cc2)ccc1O,"InChI=1S/C21H23N3O4S/c1-4-28-17-11-13(5-10-16(17)25)19-18(12(2)22-21(29)24-19)20(26)23-14-6-8-15(27-3)9-7-14/h5-11,18-19,25H,4H2,1-3H3,(H,23,26)(H,24,29)",VJNFCBBHFDGNSX-UHFFFAOYSA-N,15135,DTXSID50386604,DSSTox_Substance_Id,DTXSID50386604,AE-848/12918211
11,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCC3=CC=C(O)C(O)=C3)O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2OC(=O)\C=C\C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(COC3OC(CO)C(O)C(O)C3O)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O,"InChI=1S/C35H46O20/c1-14-24(42)26(44)29(47)35(51-14)55-32-30(48)34(49-9-8-16-3-6-18(38)20(40)11-16)53-22(13-50-33-28(46)27(45)25(43)21(12-36)52-33)31(32)54-23(41)7-4-15-2-5-17(37)19(39)10-15/h2-7,10-11,14,21-22,24-40,42-48H,8-9,12-13H2,1H3",FSBUXLDOLNLABB-UHFFFAOYSA-N,15136,DTXSID0033469,DSSTox_Substance_Id,DTXSID0033469,Echinacoside
12,COC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC2=CC=C(Cl)C=C2)CC1,COc1ccc(S(=O)(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)cc1,"InChI=1S/C18H21ClN2O3S/c1-24-17-6-8-18(9-7-17)25(22,23)21-12-10-20(11-13-21)14-15-2-4-16(19)5-3-15/h2-9H,10-14H2,1H3",DPLFWVGSDMHTLV-UHFFFAOYSA-N,15137,DTXSID80349540,DSSTox_Substance_Id,DTXSID80349540,SMR000011840
13,FC1=CC=CC=C1NC(=S)NC1=CC=C(Br)C=C1,Fc1ccccc1NC(=S)Nc1ccc(Br)cc1,"InChI=1S/C13H10BrFN2S/c14-9-5-7-10(8-6-9)16-13(18)17-12-4-2-1-3-11(12)15/h1-8H,(H2,16,17,18)",OTFSLGRMDQRXQJ-UHFFFAOYSA-N,15138,DTXSID40359620,DSSTox_Substance_Id,DTXSID40359620,1-(4-bromophenyl)-3-(2-fluorophenyl)thiourea
14,CC(C)(C1=CC(Br)=C(OCC(Br)CBr)C(Br)=C1)C1=CC(Br)=C(OCC(Br)CBr)C(Br)=C1,CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1,"InChI=1S/C21H20Br8O2/c1-21(2,11-3-15(26)19(16(27)4-11)30-9-13(24)7-22)12-5-17(28)20(18(29)6-12)31-10-14(25)8-23/h3-6,13-14H,7-10H2,1-2H3",LXIZRZRTWSDLKK-UHFFFAOYSA-N,15139,DTXSID3032129,DSSTox_Substance_Id,DTXSID3032129,"Tetrabromobisphenol A-bis(2,3-dibromopropyl ether)"
15,O=C1NC(NC2=CC=CC=C12)C1=CC=CO1,O=C1NC(c2ccco2)Nc2ccccc21,"InChI=1S/C12H10N2O2/c15-12-8-4-1-2-5-9(8)13-11(14-12)10-6-3-7-16-10/h1-7,11,13H,(H,14,15)",QCRTXSVKRLCOBJ-UHFFFAOYSA-N,15140,DTXSID60349624,DSSTox_Substance_Id,DTXSID60349624,"2-Furan-2-yl-2,3-dihydro-1H-quinazolin-4-one"
16,CC(C)C[C@H](NC(C)=O)C(O)=O,CC(=O)NC(CC(C)C)C(=O)O,"InChI=1S/C8H15NO3/c1-5(2)4-7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)",WXNXCEHXYPACJF-UHFFFAOYSA-N,15141,DTXSID6045870,DSSTox_Substance_Id,DTXSID6045870,Acetyl-L-leucine
17,CCOC(=O)C1=CC=C(NC2=NC3=CC=CC=C3N=C2)C=C1,CCOC(=O)c1ccc(N=c2cnc3ccccc3[nH]2)cc1,"InChI=1S/C17H15N3O2/c1-2-22-17(21)12-7-9-13(10-8-12)19-16-11-18-14-5-3-4-6-15(14)20-16/h3-11H,2H2,1H3,(H,19,20)",ZCLXAFUZIXNJHF-UHFFFAOYSA-N,15142,DTXSID70363270,DSSTox_Substance_Id,DTXSID70363270,4-(2-Quinoxalinylamino)benzoic acid ethyl ester
18,CC1=CC=C(C)N1C1=CC=CC(=C1)C(O)=O,Cc1ccc(C)n1-c1cccc(C(=O)O)c1,"InChI=1S/C13H13NO2/c1-9-6-7-10(2)14(9)12-5-3-4-11(8-12)13(15)16/h3-8H,1-2H3,(H,15,16)",NJPUZFUOUGTNOV-UHFFFAOYSA-N,15143,DTXSID50180806,DSSTox_Substance_Id,DTXSID50180806,"Benzoic acid, m-(2,5-dimethylpyrrol-1-yl)-"
19,COC(=O)CC1=CC(=O)OC2=C1C=CC(O)=C2,COC(=O)Cc1cc(=O)oc2cc(O)ccc12,"InChI=1S/C12H10O5/c1-16-11(14)4-7-5-12(15)17-10-6-8(13)2-3-9(7)10/h2-3,5-6,13H,4H2,1H3",YRNMDWOVAZLMDY-UHFFFAOYSA-N,15144,DTXSID30419843,DSSTox_Substance_Id,DTXSID30419843,methyl (7-hydroxy-2-oxo-2H-chromen-4-yl)acetate
20,ClC1=CC=C(C=C1)C1=CSC(=O)N1,O=c1[nH]c(-c2ccc(Cl)cc2)cs1,"InChI=1S/C9H6ClNOS/c10-7-3-1-6(2-4-7)8-5-13-9(12)11-8/h1-5H,(H,11,12)",XODFWCAVOQHJFC-UHFFFAOYSA-N,15145,DTXSID70288393,DSSTox_Substance_Id,DTXSID70288393,"4-(4-Chlorophenyl)-1,3-thiazol-2(3H)-one"
21,OCC1=C(O)C=CC=N1,OCc1ncccc1O,"InChI=1S/C6H7NO2/c8-4-5-6(9)2-1-3-7-5/h1-3,8-9H,4H2",ZJRBRKUGRKKZOO-UHFFFAOYSA-N,15146,DTXSID00161408,DSSTox_Substance_Id,DTXSID00161408,3-Hydroxypyridine-2-methanol
22,CCOC(=O)C1=C(NC(=O)CSC2=NN=C3N2C=C(Cl)C=C3Cl)SC2=C1CCC2,CCOC(=O)c1c(NC(=O)CSc2nnc3c(Cl)cc(Cl)cn23)sc2c1CCC2,"InChI=1S/C18H16Cl2N4O3S2/c1-2-27-17(26)14-10-4-3-5-12(10)29-16(14)21-13(25)8-28-18-23-22-15-11(20)6-9(19)7-24(15)18/h6-7H,2-5,8H2,1H3,(H,21,25)",GGHJXWGVKJAVJK-UHFFFAOYSA-N,15147,DTXSID30368746,DSSTox_Substance_Id,DTXSID30368746,"ethyl 2-[[2-[(6,8-dichloro-[1,2,4]triazolo[4,3-a]pyridin-3-yl)sulfanyl]acetyl]amino]-5,6-dihydro-4H-cyclopenta[b]thiophene-3-carboxylate"
23,CC1=CC(=CC=C1)C1=NN(C(N)=C1)C1=CC=CC=C1,Cc1cccc(-c2cc(=N)n(-c3ccccc3)[nH]2)c1,"InChI=1S/C16H15N3/c1-12-6-5-7-13(10-12)15-11-16(17)19(18-15)14-8-3-2-4-9-14/h2-11,17-18H,1H3",CJJDWUODNYNGES-UHFFFAOYSA-N,15148,DTXSID50366188,DSSTox_Substance_Id,DTXSID50366188,3-(3-methylphenyl)-1-phenyl-1H-pyrazol-5-amine
24,[O-][N+](=O)C1=CC(F)=C(C=C1N1CCN(CC1)C(=O)C1=CC(F)=CC=C1)N1CCCCC1,O=C(c1cccc(F)c1)N1CCN(c2cc(N3CCCCC3)c(F)cc2[N+](=O)[O-])CC1,"InChI=1S/C22H24F2N4O3/c23-17-6-4-5-16(13-17)22(29)27-11-9-26(10-12-27)20-15-19(25-7-2-1-3-8-25)18(24)14-21(20)28(30)31/h4-6,13-15H,1-3,7-12H2",MFWLWWCUCDKAEP-UHFFFAOYSA-N,15149,DTXSID30386960,DSSTox_Substance_Id,DTXSID30386960,ST051101
