,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,NNC1=NC2=C(C=C(Cl)C=C2)C(=N1)C1=CC=CC=C1,NN=c1nc(-c2ccccc2)c2cc(Cl)ccc2[nH]1,"InChI=1S/C14H11ClN4/c15-10-6-7-12-11(8-10)13(18-14(17-12)19-16)9-4-2-1-3-5-9/h1-8H,16H2,(H,17,18,19)",XZEPOFNTLFSHFB-UHFFFAOYSA-N,DTXSID20353585,DSSTox_Substance_Id,DTXSID20353585,(6-chloro-4-phenylquinazolin-2-yl)hydrazine
1,CC1=NC2=NNC(N)=C2C=C1,Cc1ccc2c(=N)[nH][nH]c2n1,"InChI=1S/C7H8N4/c1-4-2-3-5-6(8)10-11-7(5)9-4/h2-3H,1H3,(H3,8,9,10,11)",ICQJGRLWSLEFFW-UHFFFAOYSA-N,DTXSID90354322,DSSTox_Substance_Id,DTXSID90354322,"6-methyl-1h-pyrazolo[3,4-b]pyridin-3-amine"
2,C=CCNC(=S)N(CC1=CC=CC=C1)CC1=CC=CC=C1,C=CCNC(=S)N(Cc1ccccc1)Cc1ccccc1,"InChI=1S/C18H20N2S/c1-2-13-19-18(21)20(14-16-9-5-3-6-10-16)15-17-11-7-4-8-12-17/h2-12H,1,13-15H2,(H,19,21)",IPNYWESNDBXTQP-UHFFFAOYSA-N,DTXSID20364373,DSSTox_Substance_Id,DTXSID20364373,"1,1-dibenzyl-3-prop-2-en-1-ylthiourea"
3,CCOC(=O)C1=CSC(=N1)C1=CC=C(C=C1)[N+]([O-])=O,CCOC(=O)c1csc(-c2ccc([N+](=O)[O-])cc2)n1,"InChI=1S/C12H10N2O4S/c1-2-18-12(15)10-7-19-11(13-10)8-3-5-9(6-4-8)14(16)17/h3-7H,2H2,1H3",XQBNPFPSRBLFHV-UHFFFAOYSA-N,DTXSID20395809,DSSTox_Substance_Id,DTXSID20395809,"Ethyl 2-(4-nitrophenyl)-1,3-thiazole-4-carboxylate"
4,C1CCN=C(NC2=CC=CC3=CC=CC=C23)SC1,c1ccc2c(N=C3NCCCCS3)cccc2c1,"InChI=1S/C15H16N2S/c1-2-8-13-12(6-1)7-5-9-14(13)17-15-16-10-3-4-11-18-15/h1-2,5-9H,3-4,10-11H2,(H,16,17)",WKFNUOKSXONBIU-UHFFFAOYSA-N,DTXSID10356161,DSSTox_Substance_Id,DTXSID10356161,"Naphthalen-1-yl-[1,3]thiazepan-2-ylidene-amine"
5,[O-][N+](=O)C1=C(N2CCCCC2)C2=CC=CC=C2OC1=O,O=c1oc2ccccc2c(N2CCCCC2)c1[N+](=O)[O-],"InChI=1S/C14H14N2O4/c17-14-13(16(18)19)12(15-8-4-1-5-9-15)10-6-2-3-7-11(10)20-14/h2-3,6-7H,1,4-5,8-9H2",DMELURZBMAWHKC-UHFFFAOYSA-N,DTXSID00191785,DSSTox_Substance_Id,DTXSID00191785,"Coumarin, 3-nitro-4-piperidino-"
6,CC1=NC2=C(S1)C=C(C)C(C)=C2,Cc1nc2cc(C)c(C)cc2s1,"InChI=1S/C10H11NS/c1-6-4-9-10(5-7(6)2)12-8(3)11-9/h4-5H,1-3H3",ZZLZXZFVVOXVRG-UHFFFAOYSA-N,DTXSID70205368,DSSTox_Substance_Id,DTXSID70205368,"2,5,6-Trimethylbenzothiazole"
7,C1CNC(=NC1)C1=CC=CC=C1,c1ccc(C2=NCCCN2)cc1,"InChI=1S/C10H12N2/c1-2-5-9(6-3-1)10-11-7-4-8-12-10/h1-3,5-6H,4,7-8H2,(H,11,12)",MNLNQEMXGZMOEI-UHFFFAOYSA-N,DTXSID50328221,DSSTox_Substance_Id,DTXSID50328221,"2-phenyl-1,4,5,6-tetrahydropyrimidine"
8,CC(C)(C)NC(=O)NC(=O)CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,CC(C)(C)NC(=O)NC(=O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,"InChI=1S/C24H32N4O2/c1-24(2,3)26-23(30)25-21(29)18-27-14-16-28(17-15-27)22(19-10-6-4-7-11-19)20-12-8-5-9-13-20/h4-13,22H,14-18H2,1-3H3,(H2,25,26,29,30)",OCXOVOKZNMPYRK-UHFFFAOYSA-N,DTXSID70410718,DSSTox_Substance_Id,DTXSID70410718,2-(4-benzhydrylpiperazin-1-yl)-N-(tert-butylcarbamoyl)acetamide
9,OC(=O)C1=C(OCC=C)C=CC(Cl)=C1,C=CCOc1ccc(Cl)cc1C(=O)O,"InChI=1S/C10H9ClO3/c1-2-5-14-9-4-3-7(11)6-8(9)10(12)13/h2-4,6H,1,5H2,(H,12,13)",XAJFEVFAVBYSQP-UHFFFAOYSA-N,DTXSID40365367,DSSTox_Substance_Id,DTXSID40365367,2-Allyloxy-5-chloro-benzoic acid
