,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,C[C@@]1(CCCN1)C1=NC2=C(C=CC=C2N1)C(N)=O,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,"InChI=1S/C13H16N4O/c1-13(6-3-7-15-13)12-16-9-5-2-4-8(11(14)18)10(9)17-12/h2,4-5,15H,3,6-7H2,1H3,(H2,14,18)(H,16,17)",JNAHVYVRKWKWKQ-UHFFFAOYSA-N,475,DTXSID90238456,DSSTox_Substance_Id,DTXSID90238456,Veliparib
1,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,"InChI=1S/C17H19N3O/c1-13-5-7-14(8-6-13)20(12-17-18-9-10-19-17)15-3-2-4-16(21)11-15/h2-8,11,21H,9-10,12H2,1H3,(H,18,19)",MRBDMNSDAVCSSF-UHFFFAOYSA-N,476,DTXSID4023462,DSSTox_Substance_Id,DTXSID4023462,Phentolamine
2,C[C@H](C1=CN=CN1)C1=C(C)C(C)=CC=C1,Cc1cccc(C(C)c2c[nH]cn2)c1C,"InChI=1S/C13H16N2/c1-9-5-4-6-12(10(9)2)11(3)13-7-14-8-15-13/h4-8,11H,1-3H3,(H,14,15)",CUHVIMMYOGQXCV-UHFFFAOYSA-N,477,DTXSID10873388,DSSTox_Substance_Id,DTXSID10873388,Dexmedetomidine
3,COC1=CC=C(C[C@@H](C)NC[C@H](O)C2=CC(NC=O)=C(O)C=C2)C=C1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,"InChI=1S/C19H24N2O4/c1-13(9-14-3-6-16(25-2)7-4-14)20-11-19(24)15-5-8-18(23)17(10-15)21-12-22/h3-8,10,12-13,19-20,23-24H,9,11H2,1-2H3,(H,21,22)",BPZSYCZIITTYBL-UHFFFAOYSA-N,478,DTXSID40110071,DSSTox_Substance_Id,DTXSID40110071,"(R,R)-Formoterol"
4,[Na+].[Na+].C[C@H](CC1=CC2=C(OC(O2)(C([O-])=O)C([O-])=O)C=C1)NC[C@H](O)C1=CC=CC(Cl)=C1,CC(Cc1ccc2c(c1)OC(C(=O)O)(C(=O)O)O2)NCC(O)c1cccc(Cl)c1,"InChI=1S/C20H20ClNO7/c1-11(22-10-15(23)13-3-2-4-14(21)9-13)7-12-5-6-16-17(8-12)29-20(28-16,18(24)25)19(26)27/h2-6,8-9,11,15,22-23H,7,10H2,1H3,(H,24,25)(H,26,27)",JEDJMKTVUPSHFW-UHFFFAOYSA-N,479,DTXSID6041004,DSSTox_Substance_Id,DTXSID6041004,"Disodium (R,R)-5-(2-((2-(3-chlorophenyl)-2-hydroxyethyl)-amino)propyl)-1,3-benzodioxole-2,3-dicarboxylate"
5,CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,"InChI=1S/C24H20N6O3/c1-2-33-24-25-20-9-5-8-19(23(31)32)21(20)30(24)14-15-10-12-16(13-11-15)17-6-3-4-7-18(17)22-26-28-29-27-22/h3-13H,2,14H2,1H3,(H,31,32)(H,26,27,28,29)",HTQMVQVXFRQIKW-UHFFFAOYSA-N,480,DTXSID0022725,DSSTox_Substance_Id,DTXSID0022725,Candesartan
6,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,InChI=1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H,UCNVFOCBFJOQAL-UHFFFAOYSA-N,481,DTXSID9020374,DSSTox_Substance_Id,DTXSID9020374,"p,p'-DDE"
7,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,"InChI=1S/C20H30O2/c1-18-9-6-14(21)12-13(18)4-5-15-16(18)7-10-19(2)17(15)8-11-20(19,3)22/h12,15-17,22H,4-11H2,1-3H3",GCKMFJBGXUYNAG-UHFFFAOYSA-N,482,DTXSID1033664,DSSTox_Substance_Id,DTXSID1033664,17-Methyltestosterone
8,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,CC1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3(F)C(O)CC21C,"InChI=1S/C20H29FO3/c1-17-8-6-13(22)10-12(17)4-5-15-14-7-9-19(3,24)18(14,2)11-16(23)20(15,17)21/h4,14-16,23-24H,5-11H2,1-3H3",WIMXESZJAILKCH-UHFFFAOYSA-N,483,DTXSID8033512,DSSTox_Substance_Id,DTXSID8033512,Fluoxymestrone
9,N[C@@H](CCCNC(N)=O)C(O)=O,NC(=O)NCCCC(N)C(=O)O,"InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)",RHGKLRLOHDJJDR-UHFFFAOYSA-N,484,DTXSID80883373,DSSTox_Substance_Id,DTXSID80883373,Citrulline
