,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,OC1=CC(C=O)=C(O)C=C1,O=Cc1cc(O)ccc1O,"InChI=1S/C7H6O3/c8-4-5-3-6(9)1-2-7(5)10/h1-4,9-10H",CLFRCXCBWIQVRN-UHFFFAOYSA-N,DTXSID1061601,DSSTox_Substance_Id,DTXSID1061601,"Benzaldehyde, 2,5-dihydroxy-"
1,COC1=CC=C(CC2=C(CC3=CC=C(O)C=C3)N(C)C(NC3=NC(=O)N(C)C3=O)=N2)C=C1,COc1ccc(Cc2[nH]c(=NC3=NC(=O)N(C)C3=O)n(C)c2Cc2ccc(O)cc2)cc1,"InChI=1S/C23H23N5O4/c1-27-19(13-15-4-8-16(29)9-5-15)18(12-14-6-10-17(32-3)11-7-14)24-22(27)25-20-21(30)28(2)23(31)26-20/h4-11,29H,12-13H2,1-3H3,(H,24,25,26,31)",REQFUGYVPAQCTH-UHFFFAOYSA-N,DTXSID40149164,DSSTox_Substance_Id,DTXSID40149164,Naamidine A
2,OC1=CC2=C(C(O)=C1)C(=O)C(=CN2)C1=CC(Cl)=CC=C1,O=c1c(-c2cccc(Cl)c2)c[nH]c2cc(O)cc(O)c12,"InChI=1S/C15H10ClNO3/c16-9-3-1-2-8(4-9)11-7-17-12-5-10(18)6-13(19)14(12)15(11)20/h1-7,18-19H,(H,17,20)",ZDTZOBIXVNHHCR-UHFFFAOYSA-N,DTXSID00445174,DSSTox_Substance_Id,DTXSID00445174,"3-(3-chlorophenyl)-5,7-dihydroxy-1H-quinolin-4-one"
3,CCN1C2=C(C=C(OC(C)=O)C=C2)C(C)=C1C1=CC=C(OC(C)=O)C=C1,CCn1c(-c2ccc(OC(C)=O)cc2)c(C)c2cc(OC(C)=O)ccc21,"InChI=1S/C21H21NO4/c1-5-22-20-11-10-18(26-15(4)24)12-19(20)13(2)21(22)16-6-8-17(9-7-16)25-14(3)23/h6-12H,5H2,1-4H3",KSZGVNZSUJHOJA-UHFFFAOYSA-N,DTXSID60235396,DSSTox_Substance_Id,DTXSID60235396,Zindoxifene
4,CCC(C(CC)C1=CC=C(O)C(O)=C1)C1=CC(O)=C(O)C=C1,CCC(c1ccc(O)c(O)c1)C(CC)c1ccc(O)c(O)c1,"InChI=1S/C18H22O4/c1-3-13(11-5-7-15(19)17(21)9-11)14(4-2)12-6-8-16(20)18(22)10-12/h5-10,13-14,19-22H,3-4H2,1-2H3",SQJDIVYCVVFMOZ-UHFFFAOYSA-N,DTXSID6022503,DSSTox_Substance_Id,DTXSID6022503,"3,3'-Dihydroxyhexestrol"
5,CCN1C2=C(C=C1C1=C(Cl)C=C(O)C=C1Cl)C(Cl)=CC(O)=C2,CCn1c(-c2c(Cl)cc(O)cc2Cl)cc2c(Cl)cc(O)cc21,"InChI=1S/C16H12Cl3NO2/c1-2-20-14-6-9(22)3-11(17)10(14)7-15(20)16-12(18)4-8(21)5-13(16)19/h3-7,21-22H,2H2,1H3",ZATDYQOGSPTLBG-UHFFFAOYSA-N,DTXSID60232300,DSSTox_Substance_Id,DTXSID60232300,D 15413
6,CC(C)(C1=C(F)C=C(O)C=C1)C(C)(C)C1=C(F)C=C(O)C=C1,CC(C)(c1ccc(O)cc1F)C(C)(C)c1ccc(O)cc1F,"InChI=1S/C18H20F2O2/c1-17(2,13-7-5-11(21)9-15(13)19)18(3,4)14-8-6-12(22)10-16(14)20/h5-10,21-22H,1-4H3",IUTGISNYEDWTCS-UHFFFAOYSA-N,DTXSID60242580,DSSTox_Substance_Id,DTXSID60242580,"2,3-Bis(2-fluoro-4-hydroxyphenyl)-2,3-dimethylbutane"
7,CCC1=C(C2=CC=C3C=CC=C1N23)C1=CC=C(O)C=C1,CCc1c(-c2ccc(O)cc2)c2ccc3cccc1n32,"InChI=1S/C18H15NO/c1-2-15-16-5-3-4-13-8-11-17(19(13)16)18(15)12-6-9-14(20)10-7-12/h3-11,20H,2H2,1H3",GBHFDPQPLXKNIU-UHFFFAOYSA-N,DTXSID60432621,DSSTox_Substance_Id,DTXSID60432621,"4-(1-Ethylpyrrolo[2,1,5-cd]indolizin-2-yl)phenol"
8,C[C@@H]([C@@H](C)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(c1ccc(O)cc1)C(C)c1ccc(O)cc1,"InChI=1S/C16H18O2/c1-11(13-3-7-15(17)8-4-13)12(2)14-5-9-16(18)10-6-14/h3-12,17-18H,1-2H3",GDUYFVYTXYOMSJ-UHFFFAOYSA-N,DTXSID00183802,DSSTox_Substance_Id,DTXSID00183802,meso-Butestrol
9,C\C(=C(\C)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(=C(C)c1ccc(O)cc1)c1ccc(O)cc1,"InChI=1S/C16H16O2/c1-11(13-3-7-15(17)8-4-13)12(2)14-5-9-16(18)10-6-14/h3-10,17-18H,1-2H3",XPINIPXARSNZDM-UHFFFAOYSA-N,DTXSID2022468,DSSTox_Substance_Id,DTXSID2022468,Dimethylstilbestrol
