,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,COC(=O)C1=C(C=CC=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=NC(C)=N1,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,"InChI=1S/C14H15N5O6S/c1-8-15-12(18-14(16-8)25-3)17-13(21)19-26(22,23)10-7-5-4-6-9(10)11(20)24-2/h4-7H,1-3H3,(H2,15,16,17,18,19,21)",RSMUVYRMZCOLBH-UHFFFAOYSA-N,DTXSID6023864,DSSTox_Substance_Id,DTXSID6023864,Metsulfuron-methyl
1,ClC1=CC2=C(C=C1Cl)C1=C(O2)C(Cl)=C(Cl)C(Cl)=C1Cl,Clc1cc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2cc1Cl,InChI=1S/C12H2Cl6O/c13-4-1-3-6(2-5(4)14)19-12-7(3)8(15)9(16)10(17)11(12)18/h1-2H,LVYBAQIVPKCOEE-UHFFFAOYSA-N,DTXSID6029915,DSSTox_Substance_Id,DTXSID6029915,"1,2,3,4,7,8-Hexachlorodibenzofuran"
2,CC1=CC2=C(C=C1)C=CC1=CC3=CC=CC=C3C=C21,Cc1ccc2ccc3cc4ccccc4cc3c2c1,"InChI=1S/C19H14/c1-13-6-7-14-8-9-17-11-15-4-2-3-5-16(15)12-19(17)18(14)10-13/h2-12H,1H3",XPRFYYVRSILJDC-UHFFFAOYSA-N,DTXSID90179698,DSSTox_Substance_Id,DTXSID90179698,2-Methylbenz(a)anthracene
3,COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,"InChI=1S/C7H7Cl3NO3PS/c1-12-15(16,13-2)14-7-5(9)3-4(8)6(10)11-7/h3H,1-2H3",HRBKVYFZANMGRE-UHFFFAOYSA-N,DTXSID6032352,DSSTox_Substance_Id,DTXSID6032352,Chlorpyrifos-methyl
4,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,"InChI=1S/C16H12O6/c1-21-14-4-8(2-3-10(14)18)13-7-12(20)16-11(19)5-9(17)6-15(16)22-13/h2-7,17-19H,1H3",SCZVLDHREVKTSH-UHFFFAOYSA-N,DTXSID60197687,DSSTox_Substance_Id,DTXSID60197687,"4',5,7-trihydroxy-3'-methoxyflavone"
5,COC(=O)C1=C(C=CC(OC2=CC=C(Cl)C=C2Cl)=C1)[N+]([O-])=O,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],"InChI=1S/C14H9Cl2NO5/c1-21-14(18)10-7-9(3-4-12(10)17(19)20)22-13-5-2-8(15)6-11(13)16/h2-7H,1H3",SUSRORUBZHMPCO-UHFFFAOYSA-N,DTXSID1040320,DSSTox_Substance_Id,DTXSID1040320,Bifenox
6,NC1=C(Cl)C=C(C=C1)C1=CC(Cl)=C(N)C(Cl)=C1,Nc1ccc(-c2cc(Cl)c(N)c(Cl)c2)cc1Cl,"InChI=1S/C12H9Cl3N2/c13-8-3-6(1-2-11(8)16)7-4-9(14)12(17)10(15)5-7/h1-5H,16-17H2",FOHQHSMQKDVWSW-UHFFFAOYSA-N,DTXSID60212804,DSSTox_Substance_Id,DTXSID60212804,"3,3',5-Trichlorobenzidine"
7,C[C@H](CN1C=NC2=C1N=CN=C2N)OCP(O)(O)=O,CC(Cn1cnc2c(=N)[nH]cnc21)OC[PH](=O)(=O)O,"InChI=1S/C9H13N5O4P/c1-6(18-5-19(15,16)17)2-14-4-13-7-8(10)11-3-12-9(7)14/h3-4,6H,2,5H2,1H3,(H2,10,11,12)(H,15,16,17)",WUCSXTDWYHOFKK-UHFFFAOYSA-N,DTXSID9040132,DSSTox_Substance_Id,DTXSID9040132,Tenofovir
8,NC1=C2N=CN(C3=CC=C(CO)O3)C2=NC=N1,N=c1[nH]cnc2c1ncn2-c1ccc(CO)o1,"InChI=1S/C10H9N5O2/c11-9-8-10(13-4-12-9)15(5-14-8)7-2-1-6(3-16)17-7/h1-2,4-5,16H,3H2,(H2,11,12,13)",PCVSGOKFMHYKSA-UHFFFAOYSA-N,DTXSID50617364,DSSTox_Substance_Id,DTXSID50617364,[5-(6-Amino-9H-purin-9-yl)furan-2-yl]methanol
9,C(SC1=NC=NC2=C1NC=N2)C1=CC=CC=C1,c1ccc(CSc2ncnc3[nH]cnc23)cc1,"InChI=1S/C12H10N4S/c1-2-4-9(5-3-1)6-17-12-10-11(14-7-13-10)15-8-16-12/h1-5,7-8H,6H2,(H,13,14,15,16)",ULIQGBPQLPCTAJ-UHFFFAOYSA-N,DTXSID30222697,DSSTox_Substance_Id,DTXSID30222697,"Purine, 6-(benzylthio)-"
