,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,NC1=CC(=C(NCCO)C=C1)[N+]([O-])=O,Nc1ccc(NCC=O)c(N(O)O)c1,"InChI=1S/C8H11N3O3/c9-6-1-2-7(10-3-4-12)8(5-6)11(13)14/h1-2,4-5,10,13-14H,3,9H2",IRRCFWICZYCBHT-UHFFFAOYSA-N,27000,DTXSID2021236,DSSTox_Substance_Id,DTXSID2021236,HC Red 3
1,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C6HF11O2/c7-2(8,1(18)19)3(9,10)4(11,12)5(13,14)6(15,16)17/h(H,18,19)",PXUULQAPEKKVAH-UHFFFAOYSA-N,27001,DTXSID3031862,DSSTox_Substance_Id,DTXSID3031862,Perfluorohexanoic acid
2,ClC1=CC=CC=C1C1=NN=C(N=N1)C1=C(Cl)C=CC=C1,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,InChI=1S/C14H8Cl2N4/c15-11-7-3-1-5-9(11)13-17-19-14(20-18-13)10-6-2-4-8-12(10)16/h1-8H,UXADOQPNKNTIHB-UHFFFAOYSA-N,27002,DTXSID9023881,DSSTox_Substance_Id,DTXSID9023881,Clofentezine
3,CC1=CC(NC(=O)C2=CC=CC=C2)=C(Cl)C=C1N,Cc1cc(NC(=O)c2ccccc2)c(Cl)cc1N,"InChI=1S/C14H13ClN2O/c1-9-7-13(11(15)8-12(9)16)17-14(18)10-5-3-2-4-6-10/h2-8H,16H2,1H3,(H,17,18)",OIDXADKOPPNJOB-UHFFFAOYSA-N,27003,DTXSID70153097,DSSTox_Substance_Id,DTXSID70153097,N-(4-Amino-2-chloro-5-methylphenyl)benzamide
4,OC1=C(C=C(Cl)C=C1)C1CCCC1,Oc1ccc(Cl)cc1C1CCCC1,"InChI=1S/C11H13ClO/c12-9-5-6-11(13)10(7-9)8-3-1-2-4-8/h5-8,13H,1-4H2",LZUKCYHMVDGDBK-UHFFFAOYSA-N,27004,DTXSID1041506,DSSTox_Substance_Id,DTXSID1041506,4-Chloro-2-cyclopentylphenol
5,FC1=CC=C(NC(=O)CC2=CC=CC=C2)C=C1,O=C(Cc1ccccc1)Nc1ccc(F)cc1,"InChI=1S/C14H12FNO/c15-12-6-8-13(9-7-12)16-14(17)10-11-4-2-1-3-5-11/h1-9H,10H2,(H,16,17)",QWJXFNYAVPBLDW-UHFFFAOYSA-N,27005,DTXSID90336289,DSSTox_Substance_Id,DTXSID90336289,N-(4-fluorophenyl)-2-phenylacetamide
6,CC1=NC2=NC(=NN2C(N)=C1)C(F)(F)F,Cc1cc(=N)n2[nH]c(C(F)(F)F)nc2n1,"InChI=1S/C7H6F3N5/c1-3-2-4(11)15-6(12-3)13-5(14-15)7(8,9)10/h2,11H,1H3,(H,12,13,14)",WEGATMLPXNCAEI-UHFFFAOYSA-N,27006,DTXSID80368312,DSSTox_Substance_Id,DTXSID80368312,"5-methyl-2-(trifluoromethyl)-[1,2,4]triazolo[1,5-a]pyrimidin-7-amine"
7,CC1=CC=C(NC2=C3C(=O)C4=C(C=CC=C4)C(=O)C3=C(O)C=C2)C=C1,Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,"InChI=1S/C21H15NO3/c1-12-6-8-13(9-7-12)22-16-10-11-17(23)19-18(16)20(24)14-4-2-3-5-15(14)21(19)25/h2-11,22-23H,1H3",LJFWQNJLLOFIJK-UHFFFAOYSA-N,27007,DTXSID1026293,DSSTox_Substance_Id,DTXSID1026293,D&C Violet 2
8,OCCOCCOCCOCCO,OCCOCCOCCOCCO,"InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2",UWHCKJMYHZGTIT-UHFFFAOYSA-N,27008,DTXSID9026922,DSSTox_Substance_Id,DTXSID9026922,Tetraethylene glycol
9,CCCCOCCOC(C)=O,CCCCOCCOC(C)=O,"InChI=1S/C8H16O3/c1-3-4-5-10-6-7-11-8(2)9/h3-7H2,1-2H3",NQBXSWAWVZHKBZ-UHFFFAOYSA-N,27009,DTXSID1026904,DSSTox_Substance_Id,DTXSID1026904,2-Butoxyethyl acetate
10,COC[C@H](C)N(C(=O)CCl)C1=C(C)SC=C1C,COCC(C)N(C(=O)CCl)c1c(C)csc1C,"InChI=1S/C12H18ClNO2S/c1-8-7-17-10(3)12(8)14(11(15)5-13)9(2)6-16-4/h7,9H,5-6H2,1-4H3",JLYFCTQDENRSOL-UHFFFAOYSA-N,27010,DTXSID2034542,DSSTox_Substance_Id,DTXSID2034542,Dimethenamid-P
11,CNC=NC1=CC=C(C)C=C1C,CN=CNc1ccc(C)cc1C,"InChI=1S/C10H14N2/c1-8-4-5-10(9(2)6-8)12-7-11-3/h4-7H,1-3H3,(H,11,12)",JIIOLEGNERQDIP-UHFFFAOYSA-N,27011,DTXSID1037696,DSSTox_Substance_Id,DTXSID1037696,"N'-(2,4-Dimethylphenyl)-N-methylformamidine"
12,CC(C)(C)C(O)C(=C/C1=CC=C(Cl)C=C1)\N1C=NC=N1,CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1)n1cncn1,"InChI=1S/C15H18ClN3O/c1-15(2,3)14(20)13(19-10-17-9-18-19)8-11-4-6-12(16)7-5-11/h4-10,14,20H,1-3H3",YNWVFADWVLCOPU-UHFFFAOYSA-N,27012,DTXSID7032505,DSSTox_Substance_Id,DTXSID7032505,"(E)-1-(4-Chlorophenyl)-4,4-dimethyl-2-(1,2,4-triazol-1-yl)-1-penten-3-ol"
