,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,O=C(CCC(=O)NCC1=CC=CC=C1)NCC1=CC=CC=C1,O=C(CCC(=O)NCc1ccccc1)NCc1ccccc1,"InChI=1S/C18H20N2O2/c21-17(19-13-15-7-3-1-4-8-15)11-12-18(22)20-14-16-9-5-2-6-10-16/h1-10H,11-14H2,(H,19,21)(H,20,22)",YNGRIMNXGLLGOZ-UHFFFAOYSA-N,DTXSID70389617,DSSTox_Substance_Id,DTXSID70389617,"N,N'-dibenzylbutanediamide"
1,ClC1=CC=C(C=C1)C(=O)NC1(CC1)N1CCOCC1,O=C(NC1(N2CCOCC2)CC1)c1ccc(Cl)cc1,"InChI=1S/C14H17ClN2O2/c15-12-3-1-11(2-4-12)13(18)16-14(5-6-14)17-7-9-19-10-8-17/h1-4H,5-10H2,(H,16,18)",ANKUTHYEGGHUSE-UHFFFAOYSA-N,DTXSID50321611,DSSTox_Substance_Id,DTXSID50321611,MLS000757137
2,Cl.Cl.CC1CN(CCN1)S(=O)(=O)C1=CC=CC2=C1C=CN=C2,CC1CN(S(=O)(=O)c2cccc3cnccc23)CCN1,"InChI=1S/C14H17N3O2S/c1-11-10-17(8-7-16-11)20(18,19)14-4-2-3-12-9-15-6-5-13(12)14/h2-6,9,11,16H,7-8,10H2,1H3",QGSCXAWTTISKLF-UHFFFAOYSA-N,DTXSID90474690,DSSTox_Substance_Id,DTXSID90474690,1-(5-Isoquinolinylsulfonyl)-3-methylpiperazine dihydrochloride
3,CN1CCN(CC1)C1=C(N)C=C(C=C1)C(F)(F)F,CN1CCN(c2ccc(C(F)(F)F)cc2N)CC1,"InChI=1S/C12H16F3N3/c1-17-4-6-18(7-5-17)11-3-2-9(8-10(11)16)12(13,14)15/h2-3,8H,4-7,16H2,1H3",COSZABZQSFPDEA-UHFFFAOYSA-N,DTXSID60351207,DSSTox_Substance_Id,DTXSID60351207,2-(4-methylpiperazin-1-yl)-5-(trifluoromethyl)aniline
4,NNC(=O)C1=CC=C(NS(=O)(=O)C2=CC=C(Br)C=C2)C=C1,NNC(=O)c1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1,"InChI=1S/C13H12BrN3O3S/c14-10-3-7-12(8-4-10)21(19,20)17-11-5-1-9(2-6-11)13(18)16-15/h1-8,17H,15H2,(H,16,18)",BKMWNNPETITMMY-UHFFFAOYSA-N,DTXSID10368087,DSSTox_Substance_Id,DTXSID10368087,4-Bromo-N-[4-(hydrazinecarbonyl)phenyl]benzene-1-sulfonamide
5,CC1=CC(C)=NC(NC(N)=S)=N1,Cc1cc(C)[nH]c(=NC(N)=S)n1,"InChI=1S/C7H10N4S/c1-4-3-5(2)10-7(9-4)11-6(8)12/h3H,1-2H3,(H3,8,9,10,11,12)",HRVSCCSCURRUPW-UHFFFAOYSA-N,DTXSID30353657,DSSTox_Substance_Id,DTXSID30353657,"4,6-dimethylpyrimidin-2-ylthiourea"
6,CC1=CC=CN2C(=O)C(=CN=C12)C1=NN=NN1,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,"InChI=1S/C10H8N6O/c1-6-3-2-4-16-9(6)11-5-7(10(16)17)8-12-14-15-13-8/h2-5H,1H3,(H,12,13,14,15)",HIANJWSAHKJQTH-UHFFFAOYSA-N,DTXSID1048338,DSSTox_Substance_Id,DTXSID1048338,Pemirolast
7,CC(C)N(C)S(=O)(=O)C1=CC(C(O)=O)=C(Cl)C=C1,CC(C)N(C)S(=O)(=O)c1ccc(Cl)c(C(=O)O)c1,"InChI=1S/C11H14ClNO4S/c1-7(2)13(3)18(16,17)8-4-5-10(12)9(6-8)11(14)15/h4-7H,1-3H3,(H,14,15)",PBMZQGCWEFDASK-UHFFFAOYSA-N,DTXSID90368929,DSSTox_Substance_Id,DTXSID90368929,2-chloro-5-{[isopropyl(methyl)amino]sulfonyl}benzoic acid
8,CC1CCCCN1CCCOC(=O)C1=CC=CC=C1,CC1CCCCN1CCCOC(=O)c1ccccc1,"InChI=1S/C16H23NO2/c1-14-8-5-6-11-17(14)12-7-13-19-16(18)15-9-3-2-4-10-15/h2-4,9-10,14H,5-8,11-13H2,1H3",YQKAVWCGQQXBGW-UHFFFAOYSA-N,DTXSID8048315,DSSTox_Substance_Id,DTXSID8048315,Piperocaine
9,CNC1=CC(Cl)=NC(SC)=N1,CN=c1cc(Cl)[nH]c(SC)n1,"InChI=1S/C6H8ClN3S/c1-8-5-3-4(7)9-6(10-5)11-2/h3H,1-2H3,(H,8,9,10)",NHJWXOKUEKCRKF-UHFFFAOYSA-N,DTXSID60363385,DSSTox_Substance_Id,DTXSID60363385,6-chloro-N-methyl-2-(methylsulfanyl)-4-pyrimidinamine
10,OC(=O)CSC1=NN=C(O1)C1=CC=CC=C1,O=C(O)CSc1nnc(-c2ccccc2)o1,"InChI=1S/C10H8N2O3S/c13-8(14)6-16-10-12-11-9(15-10)7-4-2-1-3-5-7/h1-5H,6H2,(H,13,14)",VKPCKQCSWWCRFI-UHFFFAOYSA-N,DTXSID00325826,DSSTox_Substance_Id,DTXSID00325826,"(5-Phenyl-[1,3,4]oxadiazol-2-ylsulfanyl)-acetic acid"
