,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,CC1=CC2=C(N1)C=CC(OC1=NC=NN3C=C(O)C(C)=C13)=C2F,Cc1cc2c(F)c(Oc3ncnn4cc(O)c(C)c34)ccc2[nH]1,"InChI=1S/C16H13FN4O2/c1-8-5-10-11(20-8)3-4-13(14(10)17)23-16-15-9(2)12(22)6-21(15)19-7-18-16/h3-7,20,22H,1-2H3",NBBOVDMBSDVVFP-UHFFFAOYSA-N,DTXSID00433233,DSSTox_Substance_Id,DTXSID00433233,"4-[(4-fluoro-2-methyl-1H-indol-5-yl)oxy]-5-methylpyrrolo[2,1-f][1,2,4]triazin-6-ol"
1,Cl.Cl.COC1=C(C=C(CN([C@@H](C)C2=NC=C(N2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1)C(O)=O,COc1ccc(CN(C(=O)C(N)Cc2c(C)cc(C(N)=O)cc2C)C(C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O,"InChI=1S/C32H35N5O5/c1-18-12-23(29(34)38)13-19(2)24(18)15-26(33)31(39)37(17-21-10-11-28(42-4)25(14-21)32(40)41)20(3)30-35-16-27(36-30)22-8-6-5-7-9-22/h5-14,16,20,26H,15,17,33H2,1-4H3,(H2,34,38)(H,35,36)(H,40,41)",QFNHIDANIVGXPE-UHFFFAOYSA-N,DTXSID80235590,DSSTox_Substance_Id,DTXSID80235590,Mudelta
2,CNC(=O)C1=CC2=C(C=C1)C=C(C=C2)[C@]1(O)CCN2C=NC=C12,CNC(=O)c1ccc2cc(C3(O)CCn4cncc43)ccc2c1,"InChI=1S/C18H17N3O2/c1-19-17(22)14-3-2-13-9-15(5-4-12(13)8-14)18(23)6-7-21-11-20-10-16(18)21/h2-5,8-11,23H,6-7H2,1H3,(H,19,22)",OZPFIJIOIVJZMN-UHFFFAOYSA-N,DTXSID90226191,DSSTox_Substance_Id,DTXSID90226191,"Orteronel, (R)-"
3,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@H](N)[C@H](C)[C@@H](O)[C@]1(C)O,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(N)C(C)C(O)C1(C)O,"InChI=1S/C37H70N2O12/c1-14-25-37(10,45)30(41)20(4)27(38)18(2)16-35(8,44)32(51-34-28(40)24(39(11)12)15-19(3)47-34)21(5)29(22(6)33(43)49-25)50-26-17-36(9,46-13)31(42)23(7)48-26/h18-32,34,40-42,44-45H,14-17,38H2,1-13H3",XCLJRCAJSCMIND-UHFFFAOYSA-N,DTXSID00180750,DSSTox_Substance_Id,DTXSID00180750,"Erythromycin, 9-amino-9-deoxo-, (9S)- (9CI)"
4,NNC1=C2C=CC=CC2=C(NN)N=N1,NN=c1[nH][nH]c(=NN)c2ccccc12,"InChI=1S/C8H10N6/c9-11-7-5-3-1-2-4-6(5)8(12-10)14-13-7/h1-4H,9-10H2,(H,11,13)(H,12,14)",VQKLRVZQQYVIJW-UHFFFAOYSA-N,DTXSID0022935,DSSTox_Substance_Id,DTXSID0022935,Dihydralazine
5,COC1=C(O)C=C2C(CC[N+]3=C2C=C2C=CC(OC)=C(OC)C2=C3)=C1,COc1cc2c(cc1O)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,"InChI=1S/C20H19NO4/c1-23-18-5-4-12-8-16-14-10-17(22)19(24-2)9-13(14)6-7-21(16)11-15(12)20(18)25-3/h4-5,8-11H,6-7H2,1-3H3/p+1",YYFOFDHQVIODOQ-UHFFFAOYSA-O,DTXSID80189766,DSSTox_Substance_Id,DTXSID80189766,Columbamine
6,CCN1C2=C(C=CC=N2)N(C)C(=O)C2=C1N=CC(CCOC1=CC=[N+]([O-])C3=CC=CC=C13)=C2,CCN1c2ncc(CCOc3cc[n+]([O-])c4ccccc34)cc2C(=O)N(C)c2cccnc21,"InChI=1S/C25H23N5O3/c1-3-29-23-19(25(31)28(2)21-9-6-12-26-24(21)29)15-17(16-27-23)11-14-33-22-10-13-30(32)20-8-5-4-7-18(20)22/h4-10,12-13,15-16H,3,11,14H2,1-2H3",BEMBRAMZGVDPMH-UHFFFAOYSA-N,DTXSID30191455,DSSTox_Substance_Id,DTXSID30191455,BILR 355
7,N#CC1=NC=CC(=C1)C1=NNC(=N1)C1=CC=NC=C1,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,"InChI=1S/C13H8N6/c14-8-11-7-10(3-6-16-11)13-17-12(18-19-13)9-1-4-15-5-2-9/h1-7H,(H,17,18,19)",UBVZQGOVTLIHLH-UHFFFAOYSA-N,DTXSID80206462,DSSTox_Substance_Id,DTXSID80206462,Topiroxostat
8,[H][C@]12CC(=O)OC[C@@]11[C@@]([H])(CC(=O)[C@]3(C)[C@]1([H])CC[C@@]1(C)[C@@H](OC(=O)[C@H]4O[C@@]314)C1=COC=C1)C(C)(C)O2,CC1(C)OC2CC(=O)OCC23C1CC(=O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321,"InChI=1S/C26H30O8/c1-22(2)15-9-16(27)24(4)14(25(15)12-31-18(28)10-17(25)33-22)5-7-23(3)19(13-6-8-30-11-13)32-21(29)20-26(23,24)34-20/h6,8,11,14-15,17,19-20H,5,7,9-10,12H2,1-4H3",KBDSLGBFQAGHBE-UHFFFAOYSA-N,DTXSID8045985,DSSTox_Substance_Id,DTXSID8045985,Limonin
9,[H]C(=O)\C=C(/C)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O,"InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3",NCYCYZXNIZJOKI-UHFFFAOYSA-N,DTXSID00891233,DSSTox_Substance_Id,DTXSID00891233,9-cis-Retinal
10,CNCCN1C2=C(S[C@H]([C@@H](OC(C)=O)C1=O)C1=CC=C(OC)C=C1)C=CC=C2,CNCCN1C(=O)C(OC(C)=O)C(c2ccc(OC)cc2)Sc2ccccc21,"InChI=1S/C21H24N2O4S/c1-14(24)27-19-20(15-8-10-16(26-3)11-9-15)28-18-7-5-4-6-17(18)23(21(19)25)13-12-22-2/h4-11,19-20,22H,12-13H2,1-3H3",YOMLDISQSWWYOT-UHFFFAOYSA-N,DTXSID40234221,DSSTox_Substance_Id,DTXSID40234221,N-Monodemethyldiltiazem
11,COC1=C(OC)C(OC)=C2C(=C1)[C@H](OC(=O)C1=CC=CC=C1)[C@@](C)(O)[C@@H](C)CC1=CC3=C(OCO3)C(OC)=C21,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)CC(C)C(C)(O)C2OC(=O)c1ccccc1,"InChI=1S/C30H32O9/c1-16-12-18-13-21-25(38-15-37-21)26(35-5)22(18)23-19(14-20(33-3)24(34-4)27(23)36-6)28(30(16,2)32)39-29(31)17-10-8-7-9-11-17/h7-11,13-14,16,28,32H,12,15H2,1-6H3",UFCGDBKFOKKVAC-UHFFFAOYSA-N,DTXSID70207261,DSSTox_Substance_Id,DTXSID70207261,"Benzo(3,4)cycloocta(1,2-f)(1,3)benzodioxole-5,6-diol, 5,6,7,8-tetrahydro-1,2,3,13-tetramethoxy-6,7-dimethyl-, 5-benzoate, (5S-(5alpha,6beta,7beta))-"
12,CC1=CC(Cl)=CC(OCCN2C=C(F)C=N2)=C1C1=NC(N)=NC2=C1CN(C2)C(=O)NCC(C)(F)F,Cc1cc(Cl)cc(OCCn2cc(F)cn2)c1-c1[nH]c(=N)nc2c1CN(C(=O)NCC(C)(F)F)C2,"InChI=1S/C22H23ClF3N7O2/c1-12-5-13(23)6-17(35-4-3-33-8-14(24)7-29-33)18(12)19-15-9-32(10-16(15)30-20(27)31-19)21(34)28-11-22(2,25)26/h5-8H,3-4,9-11H2,1-2H3,(H,28,34)(H2,27,30,31)",IRGGXYIIIARJBD-UHFFFAOYSA-N,DTXSID30673009,DSSTox_Substance_Id,DTXSID30673009,"2-Amino-4-{4-chloro-2-[2-(4-fluoro-1H-pyrazol-1-yl)ethoxy]-6-methylphenyl}-N-(2,2-difluoropropyl)-5,7-dihydro-6H-pyrrolo[3,4-d]pyrimidine-6-carboxamide"
13,NCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,NCc1ccc(-c2ccc3[nH]cnc(=Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,"InChI=1S/C26H20ClFN4O2/c27-22-12-19(5-8-25(22)33-14-16-2-1-3-18(28)10-16)32-26-21-11-17(4-7-23(21)30-15-31-26)24-9-6-20(13-29)34-24/h1-12,15H,13-14,29H2,(H,30,31,32)",NQHFMDSFFGTFSK-UHFFFAOYSA-N,DTXSID40620660,DSSTox_Substance_Id,DTXSID40620660,6-[5-(Aminomethyl)furan-2-yl]-N-{3-chloro-4-[(3-fluorophenyl)methoxy]phenyl}quinazolin-4-amine
14,N1N=C(N=C1C1=CC=CC=N1)C1=CC=NC=C1,c1ccc(-c2n[nH]c(-c3ccncc3)n2)nc1,"InChI=1S/C12H9N5/c1-2-6-14-10(3-1)12-15-11(16-17-12)9-4-7-13-8-5-9/h1-8H,(H,15,16,17)",WOFXUCJTFGKKIF-UHFFFAOYSA-N,DTXSID00384397,DSSTox_Substance_Id,DTXSID00384397,"2-[3-(Pyridin-4-yl)-1H-1,2,4-triazol-5-yl]pyridine"
15,CC1=CC2=C(C=C1C)N(CC(=O)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)C(NCCCO)=N2,Cc1cc2[nH]c(=NCCCO)n(CC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2cc1C,"InChI=1S/C28H39N3O3/c1-17-12-22-23(13-18(17)2)31(26(30-22)29-10-9-11-32)16-24(33)19-14-20(27(3,4)5)25(34)21(15-19)28(6,7)8/h12-15,32,34H,9-11,16H2,1-8H3,(H,29,30)",CYCGGKILBWERDJ-UHFFFAOYSA-N,DTXSID30386304,DSSTox_Substance_Id,DTXSID30386304,CID-2858522
16,C[C@H]1CO[C@@H]2CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C(O)=C3C(=O)N12,CC1COC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,"InChI=1S/C19H17F2N3O5/c1-9-8-29-14-7-23-6-12(16(25)17(26)15(23)19(28)24(9)14)18(27)22-5-10-2-3-11(20)4-13(10)21/h2-4,6,9,14,26H,5,7-8H2,1H3,(H,22,27)",WCWSTNLSLKSJPK-UHFFFAOYSA-N,DTXSID50146982,DSSTox_Substance_Id,DTXSID50146982,GSK-1265744
17,ClC1=CC(Cl)=C(C=C1)C(=O)CN1C=NC=N1,O=C(Cn1cncn1)c1ccc(Cl)cc1Cl,"InChI=1S/C10H7Cl2N3O/c11-7-1-2-8(9(12)3-7)10(16)4-15-6-13-5-14-15/h1-3,5-6H,4H2",XOHMICFWUQPTNP-UHFFFAOYSA-N,DTXSID50353396,DSSTox_Substance_Id,DTXSID50353396,"1-(2,4-Dichlorophenyl)-2-(1H-1,2,4-triazol-1-yl)ethanone"
18,O[C@H]1C=C2CCN3CC4=CC5=C(OCO5)C=C4[C@@H]([C@@H]23)[C@@H]1O,OC1C=C2CCN3Cc4cc5c(cc4C(C1O)C23)OCO5,"InChI=1S/C16H17NO4/c18-11-3-8-1-2-17-6-9-4-12-13(21-7-20-12)5-10(9)14(15(8)17)16(11)19/h3-5,11,14-16,18-19H,1-2,6-7H2",XGVJWXAYKUHDOO-UHFFFAOYSA-N,DTXSID60197208,DSSTox_Substance_Id,DTXSID60197208,Lycorine
19,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@@H](O)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)C(O)=O,CC1(C)OC2CC3=C4CC(=O)C5CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)C(=O)O)O1,"InChI=1S/C24H29FO8/c1-20(2)32-17-9-12-13-8-15(27)14-7-11(26)5-6-21(14,3)23(13,25)16(28)10-22(12,4)24(17,33-20)18(29)19(30)31/h14,16-17,28H,5-10H2,1-4H3,(H,30,31)",QXKAMLLDQZWVEQ-UHFFFAOYSA-N,DTXSID70652616,DSSTox_Substance_Id,DTXSID70652616,"[(4aS,4bR,5S,6aS,6bS,9aR,10aS,10bS,12R)-4b-Fluoro-5,12-dihydroxy-4a,6a,8,8-tetramethyl-2-oxo-2,4a,4b,5,6,6a,9a,10,10a,10b,11,12-dodecahydro-6bH,8H-naphtho[2',1':4,5]indeno[1,2-d][1,3]dioxol-6b-yl](oxo)acetic acid"
