,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,[Na+].[Na+].CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C([O-])=O)OC(=O)CCC([O-])=O,CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C2CCC13C,"InChI=1S/C34H50O7/c1-29(2)23-10-13-34(7)27(32(23,5)12-11-24(29)41-26(38)9-8-25(36)37)22(35)18-20-21-19-31(4,28(39)40)15-14-30(21,3)16-17-33(20,34)6/h23-24,27H,8-19H2,1-7H3,(H,36,37)(H,39,40)",WTRSDYASGDJGGB-UHFFFAOYSA-N,27275,DTXSID7045572,DSSTox_Substance_Id,DTXSID7045572,Carbenoxolone sodium
1,C1=CC=C(C=C1)B(C1=CC=CC=C1)C1=CC=CC=C1,c1ccc(B(c2ccccc2)c2ccccc2)cc1,InChI=1S/C18H15B/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H,MXSVLWZRHLXFKH-UHFFFAOYSA-N,27276,DTXSID6027345,DSSTox_Substance_Id,DTXSID6027345,Triphenylborane
2,ClC1=CC=CC(=C1)C(=O)CCN1CCCCC1,O=C(CCN1CCCCC1)c1cccc(Cl)c1,"InChI=1S/C14H18ClNO/c15-13-6-4-5-12(11-13)14(17)7-10-16-8-2-1-3-9-16/h4-6,11H,1-3,7-10H2",KALXKAGOMISNSJ-UHFFFAOYSA-N,27277,DTXSID20296362,DSSTox_Substance_Id,DTXSID20296362,1-(3-chlorophenyl)-3-(piperidin-1-yl)propan-1-one
3,[O-][N+](=O)C1=C(NC(=O)C2=CC=CC=C2)C=CC2=CC=CC=C12,O=C(Nc1ccc2ccccc2c1[N+](=O)[O-])c1ccccc1,"InChI=1S/C17H12N2O3/c20-17(13-7-2-1-3-8-13)18-15-11-10-12-6-4-5-9-14(12)16(15)19(21)22/h1-11H,(H,18,20)",LQKIJWZEGBTMHP-UHFFFAOYSA-N,27278,DTXSID20286304,DSSTox_Substance_Id,DTXSID20286304,n-(1-nitronaphthalen-2-yl)benzamide
4,COC1=CC=NC2=C1CCCCC2S(=O)C1=NC2=CC=CC=C2N1,COc1ccnc2c1CCCCC2[S+]([O-])c1nc2ccccc2[nH]1,"InChI=1S/C18H19N3O2S/c1-23-15-10-11-19-17-12(15)6-2-5-9-16(17)24(22)18-20-13-7-3-4-8-14(13)21-18/h3-4,7-8,10-11,16H,2,5-6,9H2,1H3,(H,20,21)",JWMQOWBYKLZSPY-UHFFFAOYSA-N,27279,DTXSID2057653,DSSTox_Substance_Id,DTXSID2057653,Nepaprazole
5,CCS(=O)(=O)CCSP(=O)(OC)OC,CCS(=O)(=O)CCSP(=O)(OC)OC,"InChI=1S/C6H15O5PS2/c1-4-14(8,9)6-5-13-12(7,10-2)11-3/h4-6H2,1-3H3",PZIRJMYRYORVIT-UHFFFAOYSA-N,27280,DTXSID4037582,DSSTox_Substance_Id,DTXSID4037582,Demeton-S-methyl sulfone
6,COC1=CC(\C=C2/SC(N)=NC2=O)=CC(OC)=C1,COc1cc(C=C2SC(=N)NC2=O)cc(OC)c1,"InChI=1S/C12H12N2O3S/c1-16-8-3-7(4-9(6-8)17-2)5-10-11(15)14-12(13)18-10/h3-6H,1-2H3,(H2,13,14,15)",PTRJKBPNFGCUAW-UHFFFAOYSA-N,27281,DTXSID20361943,DSSTox_Substance_Id,DTXSID20361943,STK319161
7,CC(C)(C)C1CCC(CC2=C(O)C(=O)C3=CC=CC=C3C2=O)CC1,CC(C)(C)C1CCC(=Cc2c(O)c(O)c3ccccc3c2O)CC1,"InChI=1S/C21H26O3/c1-21(2,3)14-10-8-13(9-11-14)12-17-18(22)15-6-4-5-7-16(15)19(23)20(17)24/h4-7,12,14,22-24H,8-11H2,1-3H3",PPINWYOLRRJCPE-UHFFFAOYSA-N,27282,DTXSID4057849,DSSTox_Substance_Id,DTXSID4057849,Buparvaquone
8,CC(CN)CC(C)(C)CCN,CC(CN)CC(C)(C)CCN,"InChI=1S/C9H22N2/c1-8(7-11)6-9(2,3)4-5-10/h8H,4-7,10-11H2,1-3H3",DPQHRXRAZHNGRU-UHFFFAOYSA-N,27283,DTXSID30274136,DSSTox_Substance_Id,DTXSID30274136,"2,4,4-Trimethylhexane-1,6-diamine"
9,Cl.O=C(NC1=CC=CC=C1)OCC(CN1CCCCC1)OC(=O)NC1=CC=CC=C1,O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,"InChI=1S/C22H27N3O4/c26-21(23-18-10-4-1-5-11-18)28-17-20(16-25-14-8-3-9-15-25)29-22(27)24-19-12-6-2-7-13-19/h1-2,4-7,10-13,20H,3,8-9,14-17H2,(H,23,26)(H,24,27)",YUGZHQHSNYIFLG-UHFFFAOYSA-N,27284,DTXSID1045324,DSSTox_Substance_Id,DTXSID1045324,Diperodon hydrochloride
