,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,"InChI=1S/C17H16F3NO2/c1-11(2)23-13-7-5-6-12(10-13)21-16(22)14-8-3-4-9-15(14)17(18,19)20/h3-11H,1-2H3,(H,21,22)",PTCGDEVVHUXTMP-UHFFFAOYSA-N,DTXSID8024109,DSSTox_Substance_Id,DTXSID8024109,Flutolanil
1,CCCCCCCCCCCCCCC[C@H](O)[C@@H](N)CO,CCCCCCCCCCCCCCCC(O)C(N)CO,"InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3",OTKJDMGTUTTYMP-UHFFFAOYSA-N,DTXSID9045768,DSSTox_Substance_Id,DTXSID9045768,Safingol
2,CC(=O)CBr,CC(=O)CBr,"InChI=1S/C3H5BrO/c1-3(5)2-4/h2H2,1H3",VQFAIAKCILWQPZ-UHFFFAOYSA-N,DTXSID6060507,DSSTox_Substance_Id,DTXSID6060507,Bromoacetone
3,CC(C)C1=CC=C(C)C(O)=C1,Cc1ccc(C(C)C)cc1O,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4-7,11H,1-3H3",RECUKUPTGUEGMW-UHFFFAOYSA-N,DTXSID6042074,DSSTox_Substance_Id,DTXSID6042074,Isopropyl-o-cresol
4,NC(=O)CI,NC(=O)CI,"InChI=1S/C2H4INO/c3-1-2(4)5/h1H2,(H2,4,5)",PGLTVOMIXTUURA-UHFFFAOYSA-N,DTXSID9020742,DSSTox_Substance_Id,DTXSID9020742,Iodoacetamide
5,C1C2=CC=CC=C2C=NC2=CC=CC=C12,C1=Nc2ccccc2Cc2ccccc21,"InChI=1S/C14H11N/c1-2-7-13-10-15-14-8-4-3-6-12(14)9-11(13)5-1/h1-8,10H,9H2",IDWNSAXOQLJYOF-UHFFFAOYSA-N,DTXSID00446803,DSSTox_Substance_Id,DTXSID00446803,"11H-Dibenz[b,e]azepine"
6,CCC(C)C1=CC=C(NC(=O)CN2C=NC3=C2C(=O)N(C)C(=O)N3C)C=C1,CCC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,"InChI=1S/C19H23N5O3/c1-5-12(2)13-6-8-14(9-7-13)21-15(25)10-24-11-20-17-16(24)18(26)23(4)19(27)22(17)3/h6-9,11-12H,5,10H2,1-4H3,(H,21,25)",ZUTUWJYMCADJHD-UHFFFAOYSA-N,DTXSID60386817,DSSTox_Substance_Id,DTXSID60386817,TCS 5861528
7,BrCC1=CC=CC=C1,BrCc1ccccc1,"InChI=1S/C7H7Br/c8-6-7-4-2-1-3-5-7/h1-5H,6H2",AGEZXYOZHKGVCM-UHFFFAOYSA-N,DTXSID8024658,DSSTox_Substance_Id,DTXSID8024658,alpha-Bromotoluene
8,CCCCCCCCCCOP(O)(O)=O,CCCCCCCCCCO[PH](=O)(=O)O,"InChI=1S/C10H22O4P/c1-2-3-4-5-6-7-8-9-10-14-15(11,12)13/h2-10H2,1H3,(H,11,12,13)",YXVSQUCJWQKUBW-UHFFFAOYSA-N,DTXSID1042289,DSSTox_Substance_Id,DTXSID1042289,"Phosphoric acid, monodecyl ester"
9,CC(=O)C(O)=O,CC(=O)C(=O)O,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)",LCTONWCANYUPML-UHFFFAOYSA-N,DTXSID2021650,DSSTox_Substance_Id,DTXSID2021650,Pyruvic acid
10,CCS(=O)(=O)C1=CC=CC(=C1)C1=CC(C(=O)NC2CCN(C)CC2)=C(C)C2=C1C1=C(N2)N=CC(C)=C1,CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,"InChI=1S/C28H32N4O3S/c1-5-36(34,35)21-8-6-7-19(14-21)23-15-22(28(33)30-20-9-11-32(4)12-10-20)18(3)26-25(23)24-13-17(2)16-29-27(24)31-26/h6-8,13-16,20H,5,9-12H2,1-4H3,(H,29,31)(H,30,33)",WKDACQVEJIVHMZ-UHFFFAOYSA-N,DTXSID70583097,DSSTox_Substance_Id,DTXSID70583097,"5-[3-(Ethanesulfonyl)phenyl]-3,8-dimethyl-N-(1-methylpiperidin-4-yl)-9H-pyrido[2,3-b]indole-7-carboxamide"
11,CCN1C2=CC=CC=C2N=C1C1=NON=C1N,CCn1c(-c2no[nH]c2=N)nc2ccccc21,"InChI=1S/C11H11N5O/c1-2-16-8-6-4-3-5-7(8)13-11(16)9-10(12)15-17-14-9/h3-6H,2H2,1H3,(H2,12,15)",HCRQPXYLXXLKPT-UHFFFAOYSA-N,DTXSID30344722,DSSTox_Substance_Id,DTXSID30344722,"4-(1-Ethyl-1H-benzimidazol-2-yl)-1,2,5-oxadiazol-3-amine"
12,CCCCCCCCCC1=CC=C(CNCCCP(O)(O)=O)C=C1,CCCCCCCCCc1ccc(CNCCC[PH](=O)(=O)O)cc1,"InChI=1S/C19H33NO3P/c1-2-3-4-5-6-7-8-10-18-11-13-19(14-12-18)17-20-15-9-16-24(21,22)23/h11-14,20H,2-10,15-17H2,1H3,(H,21,22,23)",CGADFDRXYSRIMC-UHFFFAOYSA-N,DTXSID10471181,DSSTox_Substance_Id,DTXSID10471181,3-[(4-nonylphenyl)methylamino]propylphosphonic acid
13,CC(C)C1=CC(NNC(=O)NC2=CC(Cl)=NC(Cl)=C2)=NC2=C1C(C)=NN2C,Cc1nn(C)c2[nH]c(=NNC(=O)N=c3cc(Cl)[nH]c(Cl)c3)cc(C(C)C)c12,"InChI=1S/C17H19Cl2N7O/c1-8(2)11-7-14(22-16-15(11)9(3)25-26(16)4)23-24-17(27)20-10-5-12(18)21-13(19)6-10/h5-8H,1-4H3,(H,22,23)(H2,20,21,24,27)",RNSLRQNDXRSASX-UHFFFAOYSA-N,DTXSID60436982,DSSTox_Substance_Id,DTXSID60436982,Jte 013
14,CC(=O)OC1=CNC2=CC=CC=C12,CC(=O)Oc1c[nH]c2ccccc12,"InChI=1S/C10H9NO2/c1-7(12)13-10-6-11-9-5-3-2-4-8(9)10/h2-6,11H,1H3",JBOPQACSHPPKEP-UHFFFAOYSA-N,DTXSID6060559,DSSTox_Substance_Id,DTXSID6060559,3-Indoxyl acetate
15,CCCCCCCC(O)=O,CCCCCCCC(=O)O,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)",WWZKQHOCKIZLMA-UHFFFAOYSA-N,DTXSID3021645,DSSTox_Substance_Id,DTXSID3021645,Octanoic acid
16,OS(=O)(=O)CC(S)CS,O=S(=O)(O)CC(S)CS,"InChI=1S/C3H8O3S3/c4-9(5,6)2-3(8)1-7/h3,7-8H,1-2H2,(H,4,5,6)",JLVSRWOIZZXQAD-UHFFFAOYSA-N,DTXSID5048344,DSSTox_Substance_Id,DTXSID5048344,"2,3-Dimercapto-1-propanesulfonic acid"
17,CCCC1=C(C)C(C(O)=O)=C(CCC(O)=O)O1,CCCc1oc(CCC(=O)O)c(C(=O)O)c1C,"InChI=1S/C12H16O5/c1-3-4-8-7(2)11(12(15)16)9(17-8)5-6-10(13)14/h3-6H2,1-2H3,(H,13,14)(H,15,16)",WMCQWXZMVIETAO-UHFFFAOYSA-N,DTXSID90235940,DSSTox_Substance_Id,DTXSID90235940,3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid
18,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)C(O)=O,CN(Cc1cnc2[nH]c(=N)[nH]c(=N)c2n1)c1ccc(C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,"InChI=1S/C30H36N10O11/c1-40(13-15-12-33-25-23(34-15)24(31)38-30(32)39-25)16-4-2-14(3-5-16)26(45)37-19(29(50)51)7-10-21(42)35-17(27(46)47)6-9-20(41)36-18(28(48)49)8-11-22(43)44/h2-5,12,17-19H,6-11,13H2,1H3,(H,35,42)(H,36,41)(H,37,45)(H,43,44)(H,46,47)(H,48,49)(H,50,51)(H4,31,32,33,38,39)",SBFRVUOTZGQNGW-UHFFFAOYSA-N,DTXSID40194432,DSSTox_Substance_Id,DTXSID40194432,NSC341076
19,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O,CN(Cc1cnc2[nH]c(=N)[nH]c(=N)c2n1)c1ccc(C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,"InChI=1S/C35H43N11O14/c1-46(15-17-14-38-29-27(39-17)28(36)44-35(37)45-29)18-4-2-16(3-5-18)30(52)43-22(34(59)60)8-12-25(49)41-20(32(55)56)6-10-23(47)40-19(31(53)54)7-11-24(48)42-21(33(57)58)9-13-26(50)51/h2-5,14,19-22H,6-13,15H2,1H3,(H,40,47)(H,41,49)(H,42,48)(H,43,52)(H,50,51)(H,53,54)(H,55,56)(H,57,58)(H,59,60)(H4,36,37,38,44,45)",UORBZCNWEGKEOP-UHFFFAOYSA-N,DTXSID70223800,DSSTox_Substance_Id,DTXSID70223800,NSC 341077
20,CC1=C2C=C(NC3CCCN(CC4=CC=CC=C4)C3)C=CC2=NN1,Cc1[nH]nc2ccc(NC3CCCN(Cc4ccccc4)C3)cc12,"InChI=1S/C20H24N4/c1-15-19-12-17(9-10-20(19)23-22-15)21-18-8-5-11-24(14-18)13-16-6-3-2-4-7-16/h2-4,6-7,9-10,12,18,21H,5,8,11,13-14H2,1H3,(H,22,23)",RWIWATQFHWUZHC-UHFFFAOYSA-N,DTXSID00658924,DSSTox_Substance_Id,DTXSID00658924,N-(1-Benzylpiperidin-3-yl)-3-methyl-2H-indazol-5-amine
21,CCOC(=O)C1=C(CC2=CC(Cl)=CC=C2)NC2=C1C=C(O)C1=CC=CC=C21,CCOC(=O)c1c(Cc2cccc(Cl)c2)[nH]c2c1cc(O)c1ccccc12,"InChI=1S/C22H18ClNO3/c1-2-27-22(26)20-17-12-19(25)15-8-3-4-9-16(15)21(17)24-18(20)11-13-6-5-7-14(23)10-13/h3-10,12,24-25H,2,11H2,1H3",UNDGVXYIMIZWAS-UHFFFAOYSA-N,DTXSID90657668,DSSTox_Substance_Id,DTXSID90657668,Ethyl 2-[(3-chlorophenyl)methyl]-5-hydroxy-1H-benzo[g]indole-3-carboxylate
