,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,smiles
25,27025,DTXSID80157485,DSSTox_Substance_Id,DTXSID80157485,"4-Morpholineacetamide, N-(5-ethyl-1,3,4-thiadiazol-2-yl)-",CCC1=NN=C(NC(=O)CN2CCOCC2)S1
26,27026,DTXSID80378173,DSSTox_Substance_Id,DTXSID80378173,2-Oxo-1-oxa-spiro[4.4]nonane-4-carboxylic acid,OC(=O)C1CC(=O)OC11CCCC1
27,27027,DTXSID4027652,DSSTox_Substance_Id,DTXSID4027652,Sodium 2-propenoate,[Na+].[O-]C(=O)C=C
28,27028,DTXSID5045380,DSSTox_Substance_Id,DTXSID5045380,Furaltadone hydrochloride,Cl.[O-][N+](=O)C1=CC=C(O1)C=NN1CC(CN2CCOCC2)OC1=O
29,27029,DTXSID90495709,DSSTox_Substance_Id,DTXSID90495709,"2-Phenyl-1,2-benzoxazol-3(2H)-one",O=C1N(OC2=CC=CC=C12)C1=CC=CC=C1
30,27030,DTXSID90358946,DSSTox_Substance_Id,DTXSID90358946,N-(1-ethyltetrazol-5-yl)-3-methoxybenzamide,CCN1N=NN=C1NC(=O)C1=CC(OC)=CC=C1
31,27031,DTXSID4026715,DSSTox_Substance_Id,DTXSID4026715,Ethyl chloroacetate,CCOC(=O)CCl
32,27032,DTXSID5021914,DSSTox_Substance_Id,DTXSID5021914,5-Methyl-2-hexanone,CC(C)CCC(C)=O
33,27033,DTXSID4036229,DSSTox_Substance_Id,DTXSID4036229,Sodium decyl sulfate,[Na+].CCCCCCCCCCOS([O-])(=O)=O
34,27034,DTXSID60365389,DSSTox_Substance_Id,DTXSID60365389,"Quinoxaline, 5,6,7,8-tetrahydro-2-methyl-3-phenyl-, 1,4-dioxide",CC1=C(C2=CC=CC=C2)[N+](=O)C2=C(CCCC2)N1[O-]
35,27035,DTXSID10378762,DSSTox_Substance_Id,DTXSID10378762,1-[3-chloro-5-(trifluoromethyl)-2-pyridinyl]-N-(2-hydroxyethyl)-N-methyl-4-piperidinecarboxamide,CN(CCO)C(=O)C1CCN(CC1)C1=C(Cl)C=C(C=N1)C(F)(F)F
36,27036,DTXSID7042514,DSSTox_Substance_Id,DTXSID7042514,Xylitol,OCC(O)C(O)C(O)CO
37,27037,DTXSID8029739,DSSTox_Substance_Id,DTXSID8029739,Fluoboric acid,[H+].F[B-](F)(F)F
38,27038,DTXSID9041526,DSSTox_Substance_Id,DTXSID9041526,"4-Phenyl-3H-1,2-dithiole-3-thione",S=C1SSC=C1C1=CC=CC=C1
39,27039,DTXSID30385998,DSSTox_Substance_Id,DTXSID30385998,ST088007,CC(C)CC1=CC=C(C=C1)C(C)C(=O)N1CCOCC1
40,27040,DTXSID10368249,DSSTox_Substance_Id,DTXSID10368249,"N-(4-Fluorophenyl)-1,3-benzothiazol-2-amine",FC1=CC=C(NC2=NC3=CC=CC=C3S2)C=C1
41,27041,DTXSID50389453,DSSTox_Substance_Id,DTXSID50389453,"2-(2-hydroxyphenyl)-2,3-dihydro-1H-quinazolin-4-one",OC1=CC=CC=C1C1NC(=O)C2=CC=CC=C2N1
42,27042,DTXSID6029670,DSSTox_Substance_Id,DTXSID6029670,Bis(4-amino-3-methylcyclohexyl)methane,CC1CC(CC2CCC(N)C(C)C2)CCC1N
43,27043,DTXSID6032358,DSSTox_Substance_Id,DTXSID6032358,Cymoxanil,CCNC(=O)NC(=O)C(=NOC)C#N
44,27044,DTXSID10316568,DSSTox_Substance_Id,DTXSID10316568,"6,7-dimethoxy-3-phenylisoquinoline",COC1=C(OC)C=C2C=C(N=CC2=C1)C1=CC=CC=C1
45,27045,DTXSID80286542,DSSTox_Substance_Id,DTXSID80286542,"bicyclo[2.2.1]heptane-2,3-dicarboxamide",[H]C12CCC([H])(C1)C(C2C(N)=O)C(N)=O
46,27046,DTXSID2048820,DSSTox_Substance_Id,DTXSID2048820,Zelandopam,Cl.OC1=CC=C(C=C1O)[C@H]1CNCC2=C1C=CC(O)=C2O
47,27047,DTXSID50287243,DSSTox_Substance_Id,DTXSID50287243,MLS002667310,CCCCN1C=NC2=C1N=C(N)N=C2SCC1=CC(F)=CC=C1
48,27048,DTXSID90381719,DSSTox_Substance_Id,DTXSID90381719,"3-(2-Chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbothioamide",CC1=C(C(N)=S)C(=NO1)C1=C(F)C=CC=C1Cl
49,27049,DTXSID60366058,DSSTox_Substance_Id,DTXSID60366058,"4-allyl-5-cyclopropyl-4H-1,2,4-triazole-3-thiol",C=CCN1C(=S)NN=C1C1CC1
