,SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,Unnamed: 0,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME
0,O=C(CCC1=CN=CC=C1)N1CCC(CC1)NC(=O)C(C1CCCCC1)C1=CC=CC=C1,O=C(NC1CCN(C(=O)CCc2cccnc2)CC1)C(c1ccccc1)C1CCCCC1,"InChI=1S/C27H35N3O2/c31-25(14-13-21-8-7-17-28-20-21)30-18-15-24(16-19-30)29-27(32)26(22-9-3-1-4-10-22)23-11-5-2-6-12-23/h1,3-4,7-10,17,20,23-24,26H,2,5-6,11-16,18-19H2,(H,29,32)",RMFOYNMWESQGBZ-UHFFFAOYSA-N,5625,DTXSID90659061,DSSTox_Substance_Id,DTXSID90659061,2-Cyclohexyl-2-phenyl-N-{1-[3-(pyridin-3-yl)propanoyl]piperidin-4-yl}acetamide
1,CC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)S(=O)(=O)C1=CC=C(C)C=C1,Cc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)cc1,"InChI=1S/C18H22N2O4S2/c1-15-3-7-17(8-4-15)25(21,22)19-11-13-20(14-12-19)26(23,24)18-9-5-16(2)6-10-18/h3-10H,11-14H2,1-2H3",LMIXCJFVEQOWSQ-UHFFFAOYSA-N,5626,DTXSID00284444,DSSTox_Substance_Id,DTXSID00284444,"1,4-ditosylpiperazine"
2,CN(C1=CC=CC=C1N(C)S(=O)(=O)C1=CC=C(C)C=C1)S(=O)(=O)C1=CC=C(C)C=C1,Cc1ccc(S(=O)(=O)N(C)c2ccccc2N(C)S(=O)(=O)c2ccc(C)cc2)cc1,"InChI=1S/C22H24N2O4S2/c1-17-9-13-19(14-10-17)29(25,26)23(3)21-7-5-6-8-22(21)24(4)30(27,28)20-15-11-18(2)12-16-20/h5-16H,1-4H3",WOBGBOUAUABUFZ-UHFFFAOYSA-N,5627,DTXSID20295299,DSSTox_Substance_Id,DTXSID20295299,"N,4-dimethyl-N-[2-[methyl-(4-methylphenyl)sulfonylamino]phenyl]benzenesulfonamide"
3,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@@H](NC=O)C(C)C,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(NC=O)C(C)C,"InChI=1S/C28H51NO5/c1-5-7-9-11-12-13-14-15-16-18-23(33-28(32)26(22(3)4)29-21-30)20-25-24(27(31)34-25)19-17-10-8-6-2/h21-26H,5-20H2,1-4H3,(H,29,30)",BKBOLZATQOJKKM-UHFFFAOYSA-N,5628,DTXSID30649380,DSSTox_Substance_Id,DTXSID30649380,"(2S)-1-[(2S,3S)-3-Hexyl-4-oxooxetan-2-yl]tridecan-2-yl N-formyl-L-valinate"
4,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@@H](CC(C)C)NC=O,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,"InChI=1S/C29H53NO5/c1-5-7-9-11-12-13-14-15-16-18-24(34-29(33)26(30-22-31)20-23(3)4)21-27-25(28(32)35-27)19-17-10-8-6-2/h22-27H,5-21H2,1-4H3,(H,30,31)",AHLBNYSZXLDEJQ-UHFFFAOYSA-N,5629,DTXSID50146801,DSSTox_Substance_Id,DTXSID50146801,"Leucine orlistat, (-)-"
5,CCCCCCCCCCCCCCCCS(F)(=O)=O,CCCCCCCCCCCCCCCCS(=O)(=O)F,"InChI=1S/C16H33FO2S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-20(17,18)19/h2-16H2,1H3",QIVFMUVBIHIZAM-UHFFFAOYSA-N,5630,DTXSID60235876,DSSTox_Substance_Id,DTXSID60235876,Hexadecanesulfonyl fluoride
6,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,"InChI=1S/C36H59NO6/c1-5-7-9-11-12-13-14-15-19-23-30(26-33-31(34(38)43-33)24-20-10-8-6-2)42-35(39)32(25-28(3)4)37-36(40)41-27-29-21-17-16-18-22-29/h16-18,21-22,28,30-33H,5-15,19-20,23-27H2,1-4H3,(H,37,40)",OITCZADOYPEICM-UHFFFAOYSA-N,5631,DTXSID30564645,DSSTox_Substance_Id,DTXSID30564645,"(2S)-1-[(2S,3S)-3-Hexyl-4-oxooxetan-2-yl]tridecan-2-yl N-[(benzyloxy)carbonyl]-L-leucinate"
7,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@@H](NC=O)[C@@H](C)CC,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(NC=O)C(C)CC,"InChI=1S/C29H53NO5/c1-5-8-10-12-13-14-15-16-17-19-24(34-29(33)27(30-22-31)23(4)7-3)21-26-25(28(32)35-26)20-18-11-9-6-2/h22-27H,5-21H2,1-4H3,(H,30,31)",CBHKWVNFZKJLIS-UHFFFAOYSA-N,5632,DTXSID50147994,DSSTox_Substance_Id,DTXSID50147994,"Isoleucine orlistat, L-"
8,CCOC(=O)C1=C(O)C=CC=C1O,CCOC(=O)c1c(O)cccc1O,"InChI=1S/C9H10O4/c1-2-13-9(12)8-6(10)4-3-5-7(8)11/h3-5,10-11H,2H2,1H3",MIGILBRMELSWJT-UHFFFAOYSA-N,5633,DTXSID10405022,DSSTox_Substance_Id,DTXSID10405022,"Ethyl 2,6-dihydroxybenzoate"
9,NC1=C(Cl)C=CC(O)=C1,Nc1cc(O)ccc1Cl,"InChI=1S/C6H6ClNO/c7-5-2-1-4(9)3-6(5)8/h1-3,9H,8H2",FWUALUHYKLDYAN-UHFFFAOYSA-N,5634,DTXSID80408020,DSSTox_Substance_Id,DTXSID80408020,3-Amino-4-chlorophenol
10,NS(=O)(=O)OCCCCOS(N)(=O)=O,NS(=O)(=O)OCCCCOS(N)(=O)=O,"InChI=1S/C4H12N2O6S2/c5-13(7,8)11-3-1-2-4-12-14(6,9)10/h1-4H2,(H2,5,7,8)(H2,6,9,10)",XHCZRWMTVBHWQT-UHFFFAOYSA-N,5635,DTXSID40209297,DSSTox_Substance_Id,DTXSID40209297,"Sulfamic acid, tetramethylene ester"
11,NS(=O)(=O)C1=CC=C(SCCO)C=C1,NS(=O)(=O)c1ccc(SCCO)cc1,"InChI=1S/C8H11NO3S2/c9-14(11,12)8-3-1-7(2-4-8)13-6-5-10/h1-4,10H,5-6H2,(H2,9,11,12)",LTXDVFFEVZJDGT-UHFFFAOYSA-N,5636,DTXSID20401419,DSSTox_Substance_Id,DTXSID20401419,4-[(2-Hydroxyethyl)sulfanyl]benzenesulfonamide
12,NS(=O)(=O)C1=CC=C(NC(=O)CC#N)C=C1,N#CCC(=O)Nc1ccc(S(N)(=O)=O)cc1,"InChI=1S/C9H9N3O3S/c10-6-5-9(13)12-7-1-3-8(4-2-7)16(11,14)15/h1-4H,5H2,(H,12,13)(H2,11,14,15)",IQSWUJWQROLSRO-UHFFFAOYSA-N,5637,DTXSID60368234,DSSTox_Substance_Id,DTXSID60368234,2-Cyano-N-(4-sulfamoylphenyl)acetamide
13,NS(=O)(=O)OCCCCCCCOS(N)(=O)=O,NS(=O)(=O)OCCCCCCCOS(N)(=O)=O,"InChI=1S/C7H18N2O6S2/c8-16(10,11)14-6-4-2-1-3-5-7-15-17(9,12)13/h1-7H2,(H2,8,10,11)(H2,9,12,13)",GOJJWDOZNKBUSR-UHFFFAOYSA-N,5638,DTXSID90242619,DSSTox_Substance_Id,DTXSID90242619,Hepsulfam
14,O=C1OC2=C(C=C1)C=CC(OCC1=CC=CC=C1)=C2,O=c1ccc2ccc(OCc3ccccc3)cc2o1,"InChI=1S/C16H12O3/c17-16-9-7-13-6-8-14(10-15(13)19-16)18-11-12-4-2-1-3-5-12/h1-10H,11H2",QDLFCBKKECTJSK-UHFFFAOYSA-N,5639,DTXSID30358687,DSSTox_Substance_Id,DTXSID30358687,7-(benzyloxy)-2H-chromen-2-one
15,CC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1C1=CC=CC=C1,Cc1ccc(S(=O)(=O)Nc2ccccc2-c2ccccc2)cc1,"InChI=1S/C19H17NO2S/c1-15-11-13-17(14-12-15)23(21,22)20-19-10-6-5-9-18(19)16-7-3-2-4-8-16/h2-14,20H,1H3",VPIDANAIZIMNGX-UHFFFAOYSA-N,5640,DTXSID20355968,DSSTox_Substance_Id,DTXSID20355968,N-Biphenyl-2-yl-4-methyl-benzenesulfonamide
16,COC(=O)CC1=CC(Cl)=C(O)C=C1,COC(=O)Cc1ccc(O)c(Cl)c1,"InChI=1S/C9H9ClO3/c1-13-9(12)5-6-2-3-8(11)7(10)4-6/h2-4,11H,5H2,1H3",ACBFEXJHCINJDS-UHFFFAOYSA-N,5641,DTXSID10205625,DSSTox_Substance_Id,DTXSID10205625,Methyl 3-chloro-4-hydroxyphenylacetate
