OASIS_ID,Compound_name,Assay_Endpoint,POD_um,POD_um_l,POD_um_u
OASIS1513,Bithionol,cc,32.80205951338299,32.39108253285995,33.20147842869355
OASIS1030,Vismodegib,cc,26.39643318093823,25.297600339511472,27.505491284975403
OASIS465,3-Iodoprop-2-yn-1-yl butylcarbamate,cc,7.519392239253247,7.318182631599585,7.724514832550727
,Compound_567dbb1e,cc,11.835097531441534,11.290934447723451,12.387587795972651
OASIS1456,Rifapentine,cc,17.00017786519398,16.568445595393072,17.4265771609543
OASIS595,Curcumin,cc,64.18797258563535,63.03681755704312,65.3180561547173
OASIS937,Imatinib,cc,11.29230100789538,11.049670781217296,11.531221029369817
OASIS1864,(E/Z)-Belinostat,cc,35.957331512243734,34.79774636170983,37.11739165920267
OASIS1401,Citalopram,cc,9.905560110259263,9.202684728661104,10.649844941923508
OASIS1392,Ambroxol,cc,50.95777789260941,49.05261640586314,52.86779835238306
,Compound_26e57091,cc,7.241849062941673,7.028391247218596,7.45990230615051
OASIS1893,Selinexor,cc,0.10986611921447319,0.08996329518142805,0.1411547040934278
,Compound_96d7185a,cc,82.4132053386619,75.98770764799437,89.28109217330564
,Compound_1dccd867,cc,83.87599138082413,82.30972010650727,85.41421775507047
OASIS011,Cyclosporin A,cc,22.489487848964316,22.045337295123314,22.925202411373803
OASIS1499,Actinomycin D,cc,0.015223602719173071,0.015222613163287149,0.015224667299135937
OASIS775,Niperotidine,cc,41.665184886523754,40.637284853394824,42.680468618175155
OASIS571,Basic green 4,cc,11.20512585488217,10.877489975831677,11.539927240271325
OASIS1702,Talazoparib,cc,81.27808899838776,80.50765124479949,82.02594427356586
OASIS1925,Capmatinib,cc,9.23187012883901,8.841673850868029,9.634715437095014
OASIS850,Pimecrolimus,cc,61.480563476030284,60.62078157647406,62.32008985411566
OASIS995,Amsacrine,cc,13.579231241823011,13.120210753744532,14.039175757648152
OASIS1388,Riboflavin,cc,54.42635185740012,53.05692286516082,55.78165656093555
OASIS1413,Josamycin,cc,46.32500649395704,44.30953127863861,48.362909145896545
OASIS1717,Calcifediol,cc,34.25857895825555,32.44496732291351,36.151204539128514
OASIS1789,Selumetinib,cc,71.06514352735394,69.87380695921685,72.22739157921538
,Compound_5c4491cc,cc,7.712419444189631,7.460016275872895,7.964464269979504
OASIS1756,Nintedanib,cc,51.65058171234759,50.927759174372696,52.35537421469241
OASIS1310,Losartan,cc,87.35786864716277,79.04102860605606,96.39889281037213
OASIS1578,Tadalafil,cc,25.295402103349502,24.09072176871513,26.51992283781164
OASIS1918,Selpercatinib,cc,11.775686595540844,11.136944050841628,12.442159667482274
,Compound_6d31e50a,cc,12.810904998850528,12.367599143145197,13.255625590262742
OASIS122,Diallyl phthalate,cc,62.41651144322618,61.36484261014275,63.44995700170708
OASIS1269,Menaquinone-4,cc,9.100951195322201,8.679853277650007,9.5275831118938
,Compound_622f7d94,cc,55.26202258015048,54.33032941200618,56.17710085057295
,Compound_050ea8a9,cc,56.53983333364454,54.70541143568463,58.36747486916127
,Compound_78597f1e,cc,7.4198755755662695,7.180885248455248,7.658243894802595
OASIS143,Axitinib,cc,16.658624832951986,16.08466063207578,17.23395250129878
OASIS1243,Metolazone,cc,29.723520479181456,28.310309248074134,31.19119829035841
OASIS828,Econazole,cc,76.83527767051501,75.42074430884631,78.2243239521562
OASIS1847,Tenofovir alafenamide,cc,0.8994340831369034,0.8484009742425714,0.9520512037359132
OASIS1132,Nelfinavir,cc,71.12022151713145,70.40647092811253,71.81394440957979
OASIS483,"2-Ethylanthracene-9,10-dione",cc,8.660678828062565,8.094716915104106,9.25685473508615
OASIS1917,Fedratinib (hydrochloride hydrate),cc,1.0654553042254111,1.0199058439481734,1.1123236186270538
OASIS834,Temsirolimus,cc,0.17138421843658494,0.12663273396033445,0.25659974522545725
OASIS1396,Apomorphine,cc,37.038017697522726,36.40351013924999,37.65933799449271
