ensmbl_gene_name,Du_PHH_1,Du_PHH_2,Fu_PHH_1,Fu_PHH_2,Kim_PHH_1,Kim_PHH_2,Koui_PHH_1,Koui_PHH_2,Xiang_PHH_1,Xiang_PHH_2,Xie_PHH_1,Xie_PHH_2,Xie_PHH_3,Schneeberger_PHH_1,Schneeberger_PHH_2,Gao_PHH,Boon_PHH_1,Boon_PHH_2,Wang_PHH_1,Wang_PHH_2
ENSG00000223972.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227232.5,1,2,33,29,25,54,1,0,18,17,23,67,71,0,0,1,0,0,8,8
ENSG00000278267.1,1,5,0,0,2,3,0,2,1,0,0,1,0,0,1,1,0,0,0,0
ENSG00000243485.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284332.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237613.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268020.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240361.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186092.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238009.6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0
ENSG00000239945.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233750.3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000268903.1,5,2,11,16,3,24,0,0,3,4,5,18,2,2,0,3,0,0,16,1
ENSG00000269981.1,1,1,28,35,3,12,1,1,7,1,0,26,0,0,0,11,1,2,20,0
ENSG00000239906.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241860.7,1,2,9,9,0,2,0,2,0,3,4,3,3,0,0,0,0,0,4,2
ENSG00000222623.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241599.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279928.2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ENSG00000279457.4,28,30,37,47,25,106,10,7,4,36,38,32,54,1,3,14,4,13,10,10
ENSG00000273874.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228463.10,0,3,2,9,1,4,1,2,0,2,2,1,4,0,0,2,3,0,1,0
ENSG00000286448.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236679.2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236601.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237094.12,2,3,21,19,2,3,0,1,5,5,3,7,6,0,0,10,1,4,37,3
ENSG00000269732.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284733.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233653.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250575.1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000278757.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230021.10,0,2,13,5,6,4,1,2,1,0,1,2,2,2,2,2,0,1,1,3
ENSG00000235146.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225972.1,36,21,175,92,451,1027,1,0,16,849,13,47,2089,28,24,13,19,24,54,40
ENSG00000225630.1,3494,2525,1298,956,10297,9289,81,89,78,80,68,183,473,1149,908,1628,1256,1466,375,134
ENSG00000237973.1,1647,605,3292,2163,7065,7261,97,81,413,570,345,945,761,41,55,1110,402,378,645,869
ENSG00000278791.1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229344.1,49,30,977,613,1585,2566,2,2,24,6,20,25,24,10,9,9,22,9,80,60
ENSG00000240409.1,1,2,2,4,8,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0
ENSG00000248527.1,46756,32517,23734,11014,98275,80080,916,673,6592,3776,3204,5842,4653,7302,8666,11123,15514,18681,6729,3668
ENSG00000198744.5,93,54,925,457,961,1600,4,2,27,16,26,65,30,9,5,17,8,6476,80,32
ENSG00000268663.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000284662.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229376.3,0,2,6,2,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0
ENSG00000228327.3,20,62,100,57,50,42,4,3,11,18,24,20,63,6,1,31,2,7,34,34
ENSG00000223181.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229905.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237491.10,7,8,13,24,1,3,10,3,4,4,4,1,3,1,0,6,0,6,4,0
ENSG00000285268.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230092.7,0,1,0,0,0,2,3,5,0,1,0,1,0,0,0,1,0,1,9,0
ENSG00000177757.2,0,1,4,5,0,0,0,0,2,1,1,0,5,0,0,0,0,0,3,0
ENSG00000228794.10,244,504,277,152,261,577,224,299,91,134,271,126,142,40,27,129,149,202,173,148
ENSG00000225880.5,20,12,4,6,6,14,9,6,6,2,6,1,5,0,2,2,2,6,14,18
ENSG00000288531.1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000230368.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234711.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283040.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272438.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230699.2,0,49,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
ENSG00000241180.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223764.2,21,0,4,31,3,3,2,0,1,0,3,2,5,0,0,0,2,0,4,1
ENSG00000187634.12,43,3,12,197,36,22,1,0,6,5,10,3,18,0,0,0,3,1,9,4
ENSG00000188976.11,725,767,529,652,982,1595,1095,428,367,261,365,695,681,85,63,494,374,636,224,184
ENSG00000187961.14,147,99,62,45,71,236,34,26,43,36,53,96,99,5,3,37,25,63,17,17
ENSG00000187583.11,1,0,3,2,9,16,42,17,3,3,0,2,1,2,0,4,1,3,2,1
ENSG00000187642.9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000272512.1,12,0,11,4,1,2,2,1,3,1,1,5,4,0,1,1,0,0,12,0
ENSG00000188290.10,73,18,45,16,13,13,32,4,12,7,4,26,16,1,3,2,1,1,5,3
ENSG00000187608.10,437,306,732,82,383,311,313,180,127,380,109,144,128,4,5,108,74,69,40,169
ENSG00000231702.2,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224969.1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000188157.15,930,1484,885,818,451,824,1155,495,313,822,354,1070,1217,82,60,372,203,282,363,263
ENSG00000242590.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000217801.10,2,0,4,21,4,29,4,7,2,3,1,0,7,0,0,2,1,0,0,0
ENSG00000273443.1,0,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237330.3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ENSG00000131591.17,168,143,74,84,115,243,66,61,46,27,57,119,82,11,15,45,34,73,27,16
ENSG00000285812.1,0,2,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0
ENSG00000223823.1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000207730.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207607.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198976.1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000272141.1,8,3,1,4,2,3,1,2,0,0,0,2,2,1,1,0,1,1,1,0
ENSG00000205231.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162571.14,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0
ENSG00000186891.14,6,1,0,7,0,0,0,0,0,1,0,1,3,0,0,0,0,1,1,0
ENSG00000186827.11,6,1,5,2,1,0,0,0,1,6,0,1,5,0,0,0,0,1,6,0
ENSG00000078808.17,3461,3548,1487,1428,2591,2151,1893,1332,948,1222,1503,2915,2114,256,198,1201,1200,1552,522,641
ENSG00000176022.7,461,284,150,134,243,296,175,87,114,117,167,224,222,17,20,71,56,65,53,47
ENSG00000184163.3,17,8,7,10,14,39,2,4,4,3,2,18,11,1,1,3,0,1,2,0
ENSG00000260179.1,1,1,1,0,2,6,2,2,2,3,1,2,0,0,0,1,1,0,0,0
ENSG00000160087.20,709,441,276,237,351,451,329,149,188,186,212,471,358,18,26,221,152,202,91,51
ENSG00000230415.1,14,28,20,15,8,11,5,8,0,2,12,5,23,2,0,4,10,5,6,10
ENSG00000162572.21,321,312,114,112,153,214,52,31,13,47,85,46,250,27,26,32,56,55,24,24
ENSG00000131584.19,883,663,453,501,422,1020,628,343,245,200,177,555,540,58,36,246,188,336,95,56
ENSG00000278073.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169972.12,104,51,13,37,82,158,106,35,17,8,21,44,25,7,10,52,37,77,12,7
ENSG00000127054.20,1160,995,583,649,689,1318,669,405,281,330,375,685,924,61,57,448,330,454,225,180
ENSG00000283712.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240731.1,25,23,29,16,2,9,8,1,12,4,5,10,16,1,1,17,6,4,0,3
ENSG00000224051.7,1383,935,457,392,699,713,659,283,288,426,394,665,691,78,74,290,256,394,189,176
ENSG00000169962.5,3,6,6,31,14,68,5,20,4,17,11,10,6,1,4,0,2,6,10,0
ENSG00000107404.20,1354,1351,833,792,482,1121,764,328,319,642,860,882,1419,130,69,364,267,365,196,107
ENSG00000284372.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162576.16,237,119,83,58,0,7,3,0,24,15,29,34,87,0,0,2,9,0,1,0
ENSG00000175756.13,2521,1466,617,594,2349,2402,608,297,335,542,1036,1300,1111,75,112,683,518,852,122,120
ENSG00000223663.2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221978.12,1979,2672,1882,2058,3659,9837,1323,687,898,542,766,1631,1709,214,180,1663,1024,2560,401,257
ENSG00000224870.7,459,411,177,150,207,171,222,117,74,88,187,260,353,19,17,204,180,209,47,42
ENSG00000242485.6,1164,720,393,442,1332,1458,549,182,175,284,527,531,552,99,80,464,549,666,105,87
ENSG00000264293.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272455.1,41,30,4,4,11,5,15,17,0,3,6,7,15,0,1,3,9,8,1,3
ENSG00000235098.8,28,16,3,1,4,1,11,4,1,6,2,3,6,0,0,1,4,2,5,2
ENSG00000225905.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
ENSG00000205116.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225285.1,10,38,7,2,27,44,2,6,5,4,18,48,9,0,0,10,5,1,0,0
ENSG00000179403.12,1399,1375,248,259,1909,3562,520,347,555,505,552,2770,687,56,38,1253,292,734,139,263
ENSG00000215915.10,255,47,47,36,38,61,82,3,4,27,82,100,2,2,0,26,31,25,29,14
ENSG00000160072.20,288,283,196,173,474,1351,350,77,178,85,101,257,270,24,6,222,86,145,83,47
ENSG00000284740.1,14,3,3,0,7,11,1,0,0,1,12,5,11,0,0,3,1,1,0,0
ENSG00000197785.14,347,495,220,185,391,612,359,85,196,126,151,594,382,17,27,169,98,150,29,47
ENSG00000205090.9,9,1,1,0,2,1,2,1,0,0,2,7,5,0,0,0,1,0,0,0
ENSG00000160075.12,1915,1218,732,780,1260,1464,734,382,414,566,645,1381,1057,108,102,643,617,678,275,194
ENSG00000215014.5,10,5,3,3,3,14,10,8,9,3,4,14,3,0,0,13,2,1,10,0
ENSG00000274481.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228594.4,19,5,1,0,1,2,9,5,7,2,2,8,2,0,0,2,1,8,4,0
ENSG00000286989.1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0
ENSG00000272106.1,139,102,24,28,27,45,9,21,13,17,45,54,51,9,7,16,29,34,27,8
ENSG00000197530.12,1014,822,393,422,358,825,216,180,152,361,385,835,844,59,49,189,131,186,159,112
ENSG00000189409.14,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248333.8,292,307,284,334,188,964,94,55,260,170,127,414,405,24,41,168,131,161,79,29
ENSG00000272004.1,0,1,0,0,1,10,0,0,0,0,2,0,0,1,0,0,0,0,2,0
ENSG00000189339.12,495,664,565,575,418,681,457,308,186,270,232,460,553,48,23,200,204,197,261,96
ENSG00000269737.2,26,20,23,72,0,1,0,0,3,7,19,31,26,0,0,7,0,1,0,0
ENSG00000215914.4,1,2,2,2,4,0,0,0,1,1,1,2,5,0,0,1,0,0,0,0
ENSG00000008128.23,22,27,12,7,30,40,19,14,6,7,7,11,13,2,6,12,21,42,4,12
ENSG00000268575.1,4,17,5,14,7,5,28,28,1,12,4,2,10,3,1,8,6,9,16,11
ENSG00000227775.3,4,3,1,2,0,1,1,1,0,0,0,2,0,0,0,3,0,0,0,0
ENSG00000215790.7,43,28,54,39,47,48,76,166,15,22,93,36,69,5,7,80,109,156,46,33
ENSG00000008130.15,1837,1432,1208,981,1646,1717,1080,577,734,533,707,2025,1395,106,75,1340,1212,1231,437,233
ENSG00000078369.18,2514,2160,1420,1418,1221,1132,2275,1089,1577,838,1182,1818,1644,242,142,1149,1191,991,1051,643
ENSG00000231050.1,13,3,1,3,0,1,2,7,0,1,0,1,0,0,0,3,0,2,3,2
ENSG00000169885.10,35,20,8,10,26,41,4,1,2,4,6,13,7,1,0,2,5,9,2,2
ENSG00000178821.13,156,136,16,24,75,93,12,21,12,33,47,52,14,7,11,12,34,37,15,6
ENSG00000142609.18,28,5,12,68,54,29,1,34,1,0,26,2,3,0,1,0,7,3,37,0
ENSG00000233542.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187730.9,3,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ENSG00000226969.1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000067606.17,222,259,115,109,110,241,244,99,50,73,70,124,106,36,27,54,166,154,97,57
ENSG00000271806.1,1,1,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
ENSG00000182873.5,13,31,22,6,1,2,4,0,6,1,3,11,11,0,0,6,0,0,1,0
ENSG00000162585.17,711,494,178,170,253,354,132,57,100,168,261,353,335,24,29,124,91,95,67,23
ENSG00000234396.3,4,0,0,3,0,1,0,1,2,4,0,0,2,0,0,0,1,0,0,1
ENSG00000157933.10,969,1231,542,540,205,372,201,300,301,351,394,492,924,96,53,361,253,279,424,271
ENSG00000287356.1,14,18,20,18,0,1,2,0,1,6,13,11,32,0,0,1,0,0,1,3
ENSG00000116151.14,53,63,54,64,43,76,55,65,18,25,37,46,79,9,9,15,31,20,22,17
ENSG00000272161.1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000269896.2,18,15,4,12,3,19,4,3,2,7,4,6,17,0,1,2,5,3,3,3
ENSG00000272420.1,5,3,0,3,6,3,1,1,1,0,1,5,2,0,0,2,0,1,0,0
ENSG00000157916.20,2062,1917,1109,1183,2140,2340,1509,974,538,418,1066,1181,1020,202,152,1058,1358,1389,356,408
ENSG00000157911.10,179,225,82,119,185,233,212,115,31,48,137,61,143,22,20,48,142,100,45,52
ENSG00000149527.18,4,14,11,16,94,406,1,2,7,6,10,10,10,0,2,10,0,3,20,8
ENSG00000224387.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229393.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000157881.15,140,138,146,186,113,220,57,29,77,94,102,191,191,16,5,84,58,68,89,49
ENSG00000197921.6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000272449.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238164.6,4,4,3,2,22,18,1,0,0,4,7,4,10,0,0,0,0,0,0,0
ENSG00000157873.17,305,275,153,196,272,406,91,83,89,174,154,212,265,9,6,62,81,79,133,123
ENSG00000225931.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228037.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000157870.16,19,20,11,32,2,3,20,10,5,16,14,38,57,1,1,12,3,5,2,0
ENSG00000142606.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENSG00000237058.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215912.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000285945.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283259.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233234.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287396.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231630.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284745.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169717.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177133.11,9,0,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ENSG00000142611.17,10,0,6,8,0,3,1,1,0,1,0,2,4,0,0,0,1,0,14,1
ENSG00000283572.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226286.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279839.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272235.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287828.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286518.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130762.15,95,130,50,30,187,252,143,68,26,18,26,45,61,1,3,41,18,63,27,25
ENSG00000272088.1,0,0,3,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162591.16,268,168,79,97,105,82,126,51,29,65,60,30,242,2,5,4,19,44,65,26
ENSG00000207776.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238260.1,3,0,0,0,0,1,0,2,1,0,2,0,1,0,0,0,1,0,0,1
ENSG00000158109.15,2199,1594,955,924,1039,1162,662,415,592,457,1013,1093,1264,182,133,729,920,850,303,233
ENSG00000116213.16,180,133,110,114,127,242,98,60,61,46,64,93,125,12,16,94,72,133,23,20
ENSG00000078900.15,3,0,10,6,0,2,3,5,0,1,4,2,13,0,0,0,1,6,7,0
ENSG00000227589.1,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,1,2,0,0
ENSG00000235131.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227372.12,198,271,208,170,130,212,172,137,68,63,87,128,193,23,9,133,117,134,72,59
ENSG00000276189.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162592.10,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000235169.8,266,160,36,34,45,51,46,13,9,56,118,41,46,9,3,14,10,10,5,1
ENSG00000130764.10,1025,860,453,557,673,947,654,351,288,198,379,574,692,101,69,426,373,455,273,204
ENSG00000266075.2,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0
ENSG00000272153.1,10,11,6,9,1,2,1,4,3,0,2,3,5,0,0,5,0,0,0,1
ENSG00000116198.13,430,506,551,520,192,172,284,244,241,182,283,359,429,75,36,214,231,251,199,192
ENSG00000169598.15,92,240,77,75,26,48,38,16,22,13,24,29,34,4,8,34,38,46,18,14
ENSG00000198912.11,295,328,180,158,135,224,155,119,74,62,128,176,171,28,22,134,147,154,41,53
ENSG00000236423.6,13,11,14,8,9,5,24,31,2,9,7,9,7,1,0,6,11,12,4,3
ENSG00000233304.7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226374.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284668.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284703.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229280.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235054.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000284694.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227169.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232596.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196581.11,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11,0
ENSG00000287586.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284739.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284674.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231510.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284616.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284692.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284666.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260972.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283356.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236948.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264341.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264101.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131697.18,30,13,30,38,62,173,11,4,35,9,14,61,52,0,14,46,8,52,63,20
ENSG00000069424.15,166,82,80,113,60,796,2,5,424,89,20,240,112,4,6,15,29,88,405,45
ENSG00000116254.18,1,0,0,0,2,6,1,1,0,0,0,2,1,0,0,2,0,1,1,0
ENSG00000285629.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116251.11,1109,703,623,846,452,630,562,432,307,301,726,469,1050,136,65,422,351,268,109,62
ENSG00000226944.1,6,2,1,2,1,5,4,6,0,2,12,1,1,1,0,4,9,4,2,0
ENSG00000158286.13,160,279,180,157,119,314,259,97,47,55,62,88,89,12,20,129,91,137,30,105
ENSG00000116237.16,719,643,494,264,236,290,759,351,289,221,359,443,393,90,52,239,368,321,140,112
ENSG00000225077.3,42,23,7,3,3,3,1,4,0,4,9,2,5,1,0,0,9,6,2,0
ENSG00000173673.8,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000158292.7,194,182,65,8,86,36,281,403,129,159,104,146,95,47,10,38,209,243,165,132
ENSG00000097021.19,347,353,154,104,164,222,258,108,57,94,99,95,168,19,25,100,154,142,64,78
ENSG00000271746.1,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000069812.11,0,2,0,1,0,0,77,6,1,0,2,0,3,0,0,0,0,0,0,0
ENSG00000187017.17,3139,3332,1024,609,1096,809,502,511,179,483,728,1137,839,151,141,390,635,769,327,449
ENSG00000265392.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231868.1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000215788.10,86,49,27,23,7,25,20,5,3,8,2,40,26,0,1,5,4,13,16,1
ENSG00000171680.22,72,30,20,34,5,12,25,11,18,13,7,73,66,0,2,10,11,11,23,2
ENSG00000162408.11,199,235,171,160,156,216,477,315,114,118,165,199,252,63,27,159,133,119,204,110
ENSG00000253022.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000229519.2,1,1,1,3,0,0,0,0,0,5,3,3,4,0,0,1,0,0,0,0
ENSG00000173662.21,2,4,0,3,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,3
ENSG00000204859.13,601,729,427,375,454,913,198,146,115,163,163,282,470,35,46,194,244,244,111,141
ENSG00000162413.16,336,444,335,244,316,665,585,394,223,253,359,326,375,44,31,341,227,437,173,121
ENSG00000116273.6,181,174,122,69,195,185,122,90,104,178,146,99,291,29,15,90,112,83,103,100
ENSG00000041988.15,223,171,64,58,96,120,118,50,26,47,72,86,81,14,12,82,94,82,22,13
ENSG00000007923.16,356,447,375,395,432,777,643,309,205,128,152,294,271,70,84,235,390,452,137,124
ENSG00000228750.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284744.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237436.1,12,5,3,2,1,1,1,0,3,2,1,2,7,0,0,1,0,1,1,0
ENSG00000171735.19,397,294,149,194,336,364,137,149,101,132,286,431,332,41,50,162,274,244,91,71
ENSG00000227950.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237365.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
